API,CasingSize,CasingType,CasingWeight,CementSacks,CompletionDate,LowerSetDepth,UpperSetDepth,WellboreSize,WellId
4232937797,8.625,Casing,24,375,,309,0,13.5,e65c1bfa-dda1-4428-a68d-2da682b3706a
4232937733,13.375,Casing,48,390,,400,0,17.5,d010d65d-5baf-429c-8850-4b71011b42bc
4232937733,8.625,Casing,32,400,,5326,2538,11,d010d65d-5baf-429c-8850-4b71011b42bc
4232937733,5.5,Casing,17,1125,,11811,4800,7.875,d010d65d-5baf-429c-8850-4b71011b42bc
4232937804,9.625,Casing,40,1285,,5612,1000,12.25,c529eb09-37b7-4c4f-a541-514398c644f4
4232937804,5.5,Casing,17,2008,,11759,6117,8.75,c529eb09-37b7-4c4f-a541-514398c644f4
4232937804,13.375,Casing,48,270,,298,,17.5,c529eb09-37b7-4c4f-a541-514398c644f4
4232937734,8.625,Casing,32,850,,5257,20,11,315210d2-549a-438b-bfc4-7df5062440b0
4232937734,13.375,Casing,48,330,,380,0,17.5,315210d2-549a-438b-bfc4-7df5062440b0
4232937734,5.5,Casing,17,860,,11873,5950,7.875,315210d2-549a-438b-bfc4-7df5062440b0
4232937684,13.375,Casing,48,430,,379,0,17.5,43b85de9-c5a6-46aa-a90b-8d108d854037
4232937684,4.5,Casing,11.6,1640,,10664,5340,7.875,43b85de9-c5a6-46aa-a90b-8d108d854037
4232937279,13.375,Casing,54.5,400,,440,,17.5,11ba5d16-eb53-40a6-a763-83f05788f4fb
4232937279,5.5,Casing,17,1025,,11818,8083,7.875,11ba5d16-eb53-40a6-a763-83f05788f4fb
4232937279,9.625,Casing,40,1205,,4599,,13,11ba5d16-eb53-40a6-a763-83f05788f4fb
4232937279,5.5,Casing,17,765,,8083,6570,7.875,11ba5d16-eb53-40a6-a763-83f05788f4fb
4232937280,8.625,Casing,32,970,,4724,200,11,49512c42-5fc6-40fb-a271-91dbb515a314
4232937280,13.375,Casing,54.5,470,,449,,17.5,49512c42-5fc6-40fb-a271-91dbb515a314
4232937280,5.5,Casing,17,641,,0,7050,7.875,49512c42-5fc6-40fb-a271-91dbb515a314
4232937280,5.5,Casing,17,636,,11818,8027,7.875,49512c42-5fc6-40fb-a271-91dbb515a314
4232937812,5.5,Casing,17,1100,,11256,,7.875,f8ac8a57-b165-40f9-8a15-38a0eb050569
4232937812,9.625,Casing,36,700,,1727,,12.25,f8ac8a57-b165-40f9-8a15-38a0eb050569
4232937813,5.5,Casing,17,1100,,11263,,7.875,184f9f8b-dd97-400b-9488-566e27b4b685
4232937813,9.625,Casing,36,700,,1729,,12.25,184f9f8b-dd97-400b-9488-566e27b4b685
4232937811,9.625,Casing,36,700,,1717,0,12.25,4e7dd60b-7a6f-4e1d-b803-a05e5305c666
4232937811,5.5,Casing,17,1100,,11318,6090,7.875,4e7dd60b-7a6f-4e1d-b803-a05e5305c666
4232937809,13.375,Casing,48,490,,376,0,17.5,a056c6c2-1823-4700-88b9-cab40ad79379
4232937809,5.5,Casing,20,1263,,10751,5880,7.875,a056c6c2-1823-4700-88b9-cab40ad79379
4232937816,13.375,Casing,48,300,,315,0,17.5,c66195d8-c7a6-417c-af3a-25081d1f116f
4232937816,8.625,Casing,32,740,,5493,1500,11,c66195d8-c7a6-417c-af3a-25081d1f116f
4232937816,5.5,Casing,17,1120,,10939,3450,7.875,c66195d8-c7a6-417c-af3a-25081d1f116f
4232937502,4.5,Casing,11.6,1710,,11242,6550,7.875,b6aa2090-e82a-4c99-9ca7-58fe0b80ab44
4232937502,8.625,Casing,23,200,,322,0,11,b6aa2090-e82a-4c99-9ca7-58fe0b80ab44
4232937503,4.5,Casing,11.6,1710,,11201,5000,7.875,db736020-fba4-4346-b1bf-9d0ffcbc9332
4232937503,8.625,Casing,23,200,,323,0,11,db736020-fba4-4346-b1bf-9d0ffcbc9332
4232936943,5.5,Casing,17,860,,11150,6140,7.875,82384e2e-2452-4b73-9900-15d8b7d0b8e1
4232936943,9.625,Casing,36,510,,1204,0,12.25,82384e2e-2452-4b73-9900-15d8b7d0b8e1
4232937810,13.375,Casing,48,430,,376,,17.5,6f53ea07-a483-4758-bfd0-81ebe3bedb48
4232937810,4.5,Casing,11.6,1660,,10695,5950,7.875,6f53ea07-a483-4758-bfd0-81ebe3bedb48
4232937815,4.5,Casing,11.6,1660,,10710,4950,7.875,866dfe57-70e5-49a8-b36c-03786e2f0627
4232937815,13.375,Casing,48,429,,376,,17.5,866dfe57-70e5-49a8-b36c-03786e2f0627
4232937826,5.5,Casing,17,1250,,11306,5035,8.75,3908a24c-974e-4d30-be37-ab2004e13a0d
4232937826,9.625,Casing,36,700,,1774,0,12.25,3908a24c-974e-4d30-be37-ab2004e13a0d
4232937691,4.5,Casing,11.6,1150,,10724,4330,7.875,ecf6c72d-b08b-40b1-a700-da327ad86af7
4232937691,13.375,Casing,48,430,,374,,17.5,ecf6c72d-b08b-40b1-a700-da327ad86af7
4232937691,8.625,Casing,32,450,,5069,374,7.875,ecf6c72d-b08b-40b1-a700-da327ad86af7
4232937196,8.625,Casing,32,957,,5724,0,10.625,e3bf836c-b9dd-413d-bfee-12905f893c98
4232937196,5.5,Casing,17,1750,,10993,3200,7.875,e3bf836c-b9dd-413d-bfee-12905f893c98
4232937196,11.75,Casing,42,1154,,1859,0,14.75,e3bf836c-b9dd-413d-bfee-12905f893c98
4232937752,13.375,Casing,48,300,,380,0,17.5,0b544b6a-7c68-47bc-8952-320fde455b7b
4232937752,5.5,Casing,17,860,,11470,4582,7.875,0b544b6a-7c68-47bc-8952-320fde455b7b
4232937752,8.625,Casing,32,800,,4628,250,11,0b544b6a-7c68-47bc-8952-320fde455b7b
4232937829,8.625,Casing,32,1575,,4916,1200,12.25,be6bc804-44a8-4add-b535-385106beba13
4232937829,13.375,Casing,48,280,,335,0,17.5,be6bc804-44a8-4add-b535-385106beba13
4232937829,5.5,Casing,17,1200,,10490,4500,7.875,be6bc804-44a8-4add-b535-385106beba13
4232937757,13.375,Casing,54.5,430,,377,0,17.5,098c56ec-6609-4791-a5de-45705ab94d25
4232937757,4.5,Casing,11.6,1260,,10663,3280,7.875,098c56ec-6609-4791-a5de-45705ab94d25
4232937735,8.625,Casing,23,200,,319,0,11,63bb5c89-ffee-4946-87a3-5843dd7b19cf
4232937735,4.5,Casing,11.6,1632,,10885,5220,7.875,63bb5c89-ffee-4946-87a3-5843dd7b19cf
4232937689,13.375,Casing,50,430,,374,0,17.5,3d436751-1c07-478e-9c4d-64465e2c4b54
4232937689,4.5,Casing,11.6,1630,,10665,6712,7.875,3d436751-1c07-478e-9c4d-64465e2c4b54
4232931556,7,Casing,29,575,2/25/1999 12:00:00 AM,10925,,8.75,4f36a79e-84da-49b9-a984-950d5fccf08a
4232931556,13.375,Casing,54.5,350,2/25/1999 12:00:00 AM,361,,17.5,4f36a79e-84da-49b9-a984-950d5fccf08a
4232931556,4.5,Liner,,120,2/25/1999 12:00:00 AM,11450,10636,,4f36a79e-84da-49b9-a984-950d5fccf08a
4232931556,9.625,Casing,36.4,1800,2/25/1999 12:00:00 AM,4470,,12.25,4f36a79e-84da-49b9-a984-950d5fccf08a
4232936935,9.625,Casing,36,510,,1170,0,12.25,7149ee4c-cb36-4ab8-85de-1d08c587a180
4232936935,5.5,Casing,17,785,,11210,6700,7.875,7149ee4c-cb36-4ab8-85de-1d08c587a180
4232937717,8.625,Casing,24,200,,327,0,11,792b2f6f-fba0-4b69-897f-3fdeb21f2a85
4232937717,5.5,Casing,20,1360,,10872,6350,7.875,792b2f6f-fba0-4b69-897f-3fdeb21f2a85
4232937832,13.375,Casing,54.5,370,,410,0,17.5,3cb93311-028e-4c59-a71f-15f80e6d83ce
4232937832,8.625,Casing,32,950,,5775,410,11,3cb93311-028e-4c59-a71f-15f80e6d83ce
4232937832,5.5,Casing,17,770,,12085,5700,7.875,3cb93311-028e-4c59-a71f-15f80e6d83ce
4232937373,8.625,Casing,23,200,,324,0,11,c87c3db7-c23d-4402-81d7-342fa1de93bb
4232937373,5.5,Casing,20,1370,,11071,5630,7.875,c87c3db7-c23d-4402-81d7-342fa1de93bb
4232937763,12.75,Casing,35,410,,353,0,17.5,06920a44-cd9c-42d8-b5ec-3d6901ff85a7
4232937763,8.625,Casing,32,520,,5104,2974,11,06920a44-cd9c-42d8-b5ec-3d6901ff85a7
4232937763,5.5,Casing,17,1150,,10620,4814,7.875,06920a44-cd9c-42d8-b5ec-3d6901ff85a7
4232936869,13.375,Casing,54.5,400,1/22/2011 12:00:00 AM,358,,17.5,063add7a-bb41-41b0-aa44-5c359dbadcc2
4232936869,8.625,Casing,32,940,1/22/2011 12:00:00 AM,4605,,11,063add7a-bb41-41b0-aa44-5c359dbadcc2
4232936869,5.5,Casing,17,1060,1/22/2011 12:00:00 AM,10400,4700,7.875,063add7a-bb41-41b0-aa44-5c359dbadcc2
4232937835,5.5,Casing,17,930,,11230,6557,7.875,94e7ba1d-ac69-4e79-a920-98df42627413
4232937835,9.625,Casing,36,260,,440,0,12.25,94e7ba1d-ac69-4e79-a920-98df42627413
4232936861,8.625,Casing,32,900,2/17/2011 12:00:00 AM,4592,,11,1fffae19-f1d9-4ed1-a67f-e885828335f1
4232936861,13.375,Casing,48,400,2/17/2011 12:00:00 AM,380,,17.5,1fffae19-f1d9-4ed1-a67f-e885828335f1
4232936861,5.5,Casing,17,1060,2/17/2011 12:00:00 AM,10460,6360,7.875,1fffae19-f1d9-4ed1-a67f-e885828335f1
4232937790,9.625,Casing,36,700,,1724,0,12.25,de774706-6222-4b4c-affe-0cdd13a51e55
4232937790,5.5,Casing,17,1100,,11328,4955,7.875,de774706-6222-4b4c-affe-0cdd13a51e55
4232937792,5.5,Casing,17,1536,,11328,5084,7.875,8f1cb198-9851-419b-a9e9-1df99d4711f1
4232937792,9.625,Casing,36,900,,1718,0,12.25,8f1cb198-9851-419b-a9e9-1df99d4711f1
4232937791,9.625,Casing,36,700,,1770,0,12.25,a8415417-12e0-44bb-ab1c-314df78cf338
4232937791,5.5,Casing,17,1100,,11307,4680,7.875,a8415417-12e0-44bb-ab1c-314df78cf338
4232937788,5.5,Casing,17,1183,,11309,4840,7.875,9220f56e-cf52-4e9d-a986-4a90c3f1c453
4232937788,9.625,Casing,36,700,,1776,0,12.25,9220f56e-cf52-4e9d-a986-4a90c3f1c453
4232937793,9.625,Casing,36,700,,1722,0,12.25,ea726a8d-ab63-4320-a669-4fa3e89b138f
4232937793,5.5,Casing,17,1100,,11153,7050,7.875,ea726a8d-ab63-4320-a669-4fa3e89b138f
4232937784,9.625,Casing,36,700,,1761,0,12.25,de3306b8-a070-41a5-b0a9-6fb4e97892c7
4232937784,5.5,Casing,17,1100,,11283,5852,7.875,de3306b8-a070-41a5-b0a9-6fb4e97892c7
4232937768,9.625,Casing,36,700,,1740,0,12.25,7b3717fc-1ea5-4627-b50f-7e6a06ba2d25
4232937768,5.5,Casing,17,1100,,11321,6124,7.875,7b3717fc-1ea5-4627-b50f-7e6a06ba2d25
4232937789,5.5,Casing,17,1100,,11331,4997,7.875,129a9ec9-8b63-4b86-96ad-83f012a87cff
4232937789,9.625,Casing,36,700,,1749,0,12.25,129a9ec9-8b63-4b86-96ad-83f012a87cff
4232937767,9.625,Casing,36,700,,1717,0,12.25,b9f178dd-a005-4c07-ace1-9ae372ea3f8e
4232937767,5.5,Casing,17,1100,,11316,7322,7.875,b9f178dd-a005-4c07-ace1-9ae372ea3f8e
4232937787,9.625,Casing,36,700,,1747,0,12.25,190bf781-6a98-4e63-892a-a0b2e734b06d
4232937787,5.5,Casing,17,1100,,11326,5140,7.875,190bf781-6a98-4e63-892a-a0b2e734b06d
4232937769,9.625,Casing,36,700,,1748,,12.25,4d169165-0112-476e-8bc5-a42bc658a653
4232937769,5.5,Casing,17,1100,,11313,,7.875,4d169165-0112-476e-8bc5-a42bc658a653
4232937796,5.5,Casing,17,1100,,11310,4960,7.875,06a58091-2172-4d4a-97d4-e95808d688db
4232937796,9.625,Casing,36,700,,1780,0,12.25,06a58091-2172-4d4a-97d4-e95808d688db
4232937766,5.5,Casing,17,1100,,11292,,7.875,f9c838d8-8a41-4753-acf4-f711b3760d31
4232937766,9.625,Casing,36,700,,1748,,12.25,f9c838d8-8a41-4753-acf4-f711b3760d31
4232937197,8.625,Casing,32,2350,,5552,,10.625,d939fab4-a8f8-4e01-b422-6da4e6336f77
4232937197,5.5,Casing,17,1440,,11009,,7.875,d939fab4-a8f8-4e01-b422-6da4e6336f77
4232937197,11.75,Casing,42,1286,,1868,0,14.75,d939fab4-a8f8-4e01-b422-6da4e6336f77
4232937852,5.5,Casing,17,1260,,10953,4830,7.875,f37ab8ac-e402-4f7b-9c48-794ce0a5b964
4232937852,12.75,Casing,35,480,,351,0,17.5,f37ab8ac-e402-4f7b-9c48-794ce0a5b964
4232937198,5.5,Casing,17,1992,,11042,4260,7.875,5c0e3a9d-04de-40fd-afb9-909439b1f6a6
4232937198,8.625,Casing,32,1156,,5565,0,10.625,5c0e3a9d-04de-40fd-afb9-909439b1f6a6
4232937198,11.75,Casing,42,409,,640,0,14.75,5c0e3a9d-04de-40fd-afb9-909439b1f6a6
4232937194,8.625,Casing,32,1402,,5524,6600,10.625,b50e17e2-4b36-4165-8f7a-faec0084dd37
4232937194,11.75,Casing,42,1154,,1626,0,14.75,b50e17e2-4b36-4165-8f7a-faec0084dd37
4232937194,5.5,Casing,17,1973,,11031,1573,7.875,b50e17e2-4b36-4165-8f7a-faec0084dd37
4232937799,4.5,Casing,11.6,1639,,10522,5100,7.875,af509676-f719-4c5a-8f5d-95235ee29beb
4232937799,8.625,Casing,23,200,,335,0,11,af509676-f719-4c5a-8f5d-95235ee29beb
4232937798,13.375,Casing,48,430,,365,,17.5,377d517c-cac5-4eec-8015-e80a8ea852c3
4232937798,5.5,Casing,20,1319,,11148,4710,7.875,377d517c-cac5-4eec-8015-e80a8ea852c3
4232937801,13.375,Casing,48,490,,379,,17.5,4c78bfd1-925a-48cc-aec5-54a872fe60e7
4232937801,5.5,Casing,20,1984,,11207,5420,7.875,4c78bfd1-925a-48cc-aec5-54a872fe60e7
4232937855,5.5,Casing,17,1175,,11261,5510,7.875,9e208f32-cc27-4d90-a70d-399e33fba520
4232937855,8.625,Casing,32,520,,5436,3324,11,9e208f32-cc27-4d90-a70d-399e33fba520
4232937855,12.75,Casing,35,350,,300,0,17.5,9e208f32-cc27-4d90-a70d-399e33fba520
4232937856,8.625,Casing,32,660,,5482,1200,11,859e4067-5cf6-4d64-84fa-d6c05ece4d97
4232937856,13.375,Casing,48,375,,332,0,17.5,859e4067-5cf6-4d64-84fa-d6c05ece4d97
4232937856,5.5,Casing,17,1270,,11744,3168,7.875,859e4067-5cf6-4d64-84fa-d6c05ece4d97
4232937795,9.625,Casing,36,700,,1760,0,12.25,31c3fa4d-0bdc-4d1a-af00-937bcfd08b91
4232937795,5.5,Casing,17,1100,,11301,4966,7.875,31c3fa4d-0bdc-4d1a-af00-937bcfd08b91
4232937854,5.5,Casing,17,1135,,10850,7934,7.875,42b5d554-5383-47bb-a770-c00899bb5a65
4232937854,12.75,Casing,35,310,,300,0,17.5,42b5d554-5383-47bb-a770-c00899bb5a65
4232937854,8.625,Casing,32,520,,5027,2874,11,42b5d554-5383-47bb-a770-c00899bb5a65
4232937821,5.5,Casing,17,1100,,11360,5280,7.875,c5d55258-9439-4a0d-99bf-0a5d467355ee
4232937821,9.625,Casing,36,700,,1770,0,12.25,c5d55258-9439-4a0d-99bf-0a5d467355ee
4232937630,5.5,Casing,17,840,,10834,6860,7.875,bee0a737-452e-4840-bbc3-5168f391daeb
4232937630,9.625,Casing,36,630,,1224,0,12.25,bee0a737-452e-4840-bbc3-5168f391daeb
4232937819,5.5,Casing,17,1100,,11335,4616,7.875,2d99a337-9946-4440-9db7-7245acbc9681
4232937819,9.625,Casing,36,700,,1745,0,12.25,2d99a337-9946-4440-9db7-7245acbc9681
4232937585,5.5,Casing,17,500,,8583,6990,7.875,616d27ab-273c-454b-8114-77b301ee2cff
4232937585,4.75,Liner,36,685,,10970,8317,,616d27ab-273c-454b-8114-77b301ee2cff
4232937585,4.75,Liner,36,685,,10970,8317,,616d27ab-273c-454b-8114-77b301ee2cff
4232937820,9.625,Casing,36,700,,1771,0,12.25,d7beda02-a260-45bc-b85f-9ba600e91192
4232937820,5.5,Casing,17,1100,,11322,3764,7.875,d7beda02-a260-45bc-b85f-9ba600e91192
4232937808,5.5,Casing,20,1250,,11662,5463,7.875,7bd88721-976a-4f75-91c0-9f6d8053a7e2
4232937808,11.75,Casing,47,290,,357,0,14.75,7bd88721-976a-4f75-91c0-9f6d8053a7e2
4232937808,8.625,Casing,32,870,,5345,1640,11,7bd88721-976a-4f75-91c0-9f6d8053a7e2
4232937828,5.5,Casing,17,1100,,11328,6360,7.875,4f6bcba0-7e88-4d29-a6f2-371ab9d019a4
4232937828,9.625,Casing,36,700,,1750,0,12.25,4f6bcba0-7e88-4d29-a6f2-371ab9d019a4
4232937858,13.375,Casing,,230,,412,0,16,e92f6d4c-b78a-4280-8559-37d5f22d33a3
4232937858,8.625,Casing,,408,,1621,4,11,e92f6d4c-b78a-4280-8559-37d5f22d33a3
4232936256,9.625,Casing,36,635,11/1/2010 12:00:00 AM,1205,,12.25,c55517ef-f78c-4e98-bc47-d414eca77462
4232936256,5.5,Casing,17,760,11/1/2010 12:00:00 AM,10775,7145,7.875,c55517ef-f78c-4e98-bc47-d414eca77462
4232937830,5.5,Casing,17,1589,,11320,7500,8.75,9853663e-99b1-4621-874c-da5300774785
4232937830,9.625,Casing,36,700,,1753,0,12.25,9853663e-99b1-4621-874c-da5300774785
4232937862,9.625,Casing,32,300,,358,0,12.25,2f4b7493-67fa-48d7-9843-0a6b04fb8314
4232937862,5.5,Casing,17,1220,,10540,6090,7.875,2f4b7493-67fa-48d7-9843-0a6b04fb8314
4232937861,5.5,Casing,17,1100,,10395,4790,7.875,25c6ba06-7033-4739-8bad-3207ee813aa5
4232937861,9.625,Casing,36,350,,337,0,12.25,25c6ba06-7033-4739-8bad-3207ee813aa5
4232937863,5.5,Casing,,1160,,10425,1736,7.875,f2215fa3-1768-47b3-ac0a-a1495a7a5364
4232937863,9.625,Casing,,300,,326,0,12.25,f2215fa3-1768-47b3-ac0a-a1495a7a5364
4232937859,13.375,Casing,48,300,,355,0,17.5,a87c83ff-a3cf-42a7-81ce-f8f9532c3d0e
4232937859,5.5,Casing,17,1200,,11748,,7.875,a87c83ff-a3cf-42a7-81ce-f8f9532c3d0e
4232937859,8.625,Casing,32,820,,5539,,11,a87c83ff-a3cf-42a7-81ce-f8f9532c3d0e
4232937866,8.625,Casing,32,275,,403,0,12.25,7d16aafd-2d8c-4264-bd7b-10413b29ff1e
4232937866,5.5,Casing,17,2195,,5058,0,8.75,7d16aafd-2d8c-4264-bd7b-10413b29ff1e
4232937865,9.625,Casing,36,260,,440,0,12.25,553be186-8925-487a-afb2-4ffa41e60b14
4232937865,5.5,Casing,17,910,,11165,6560,7.875,553be186-8925-487a-afb2-4ffa41e60b14
4232937880,5.5,Casing,17,875,,10783,5864,7.875,c837f939-a189-4d4f-89f1-05990831a655
4232937880,9.625,Casing,36,260,,440,0,12.25,c837f939-a189-4d4f-89f1-05990831a655
4232937833,13.375,Casing,48,375,,386,0,17.5,960310e4-4e56-4425-a088-3399f6af2711
4232937833,5.5,Casing,17,910,,11550,2315,7.875,960310e4-4e56-4425-a088-3399f6af2711
4232937833,8.625,Casing,32,1130,,5780,0,11,960310e4-4e56-4425-a088-3399f6af2711
4232937876,9.625,Casing,36,235,,400,0,12.25,c3d1aa35-ae5d-4ba5-bee7-485002023815
4232937876,5.5,Casing,17,720,,11090,5970,7.875,c3d1aa35-ae5d-4ba5-bee7-485002023815
4232937881,5.5,Casing,17,880,,11008,6200,7.875,a1334228-f60e-48ed-bee0-4ed815786fa2
4232937881,9.625,Casing,36,260,,434,0,12.25,a1334228-f60e-48ed-bee0-4ed815786fa2
4232937756,13.375,Casing,48,430,,372,0,17.5,0413c7a0-4c07-4f2b-908f-c24c6d7cee8a
4232937756,4.5,Casing,11.6,1630,,10721,4300,7.875,0413c7a0-4c07-4f2b-908f-c24c6d7cee8a
4232937885,9.625,Casing,36,300,,378,0,13.5,a2e4b2b5-46e8-4061-826e-4e58948a54c7
4232937885,5.5,Casing,17,1230,,10700,6700,7.875,a2e4b2b5-46e8-4061-826e-4e58948a54c7
4232936435,9.625,Casing,36,315,8/31/2010 12:00:00 AM,446,,12.25,908d414b-3de2-461e-b84c-9769c6d182c2
4232936435,5.5,Casing,17,785,8/31/2010 12:00:00 AM,10770,7184,8.75,908d414b-3de2-461e-b84c-9769c6d182c2
4232937780,4.5,Casing,11.6,1630,,10890,6620,7.875,791ee064-9371-494d-b90f-6354db9c7726
4232937780,8.625,Casing,23,200,,298,0,11,791ee064-9371-494d-b90f-6354db9c7726
4232937834,13.375,Casing,,375,,400,0,17.5,795c68e4-f8c4-4221-b977-eeca6a2ea9cb
4232937834,5.5,Casing,,540,,11550,5400,7.875,795c68e4-f8c4-4221-b977-eeca6a2ea9cb
4232937834,8.625,Casing,,310,,5778,1500,11,795c68e4-f8c4-4221-b977-eeca6a2ea9cb
4232937897,9.625,Casing,36,230,,400,0,12.25,3a53a16e-8c52-461c-8c65-0f4993d750ff
4232937897,5.5,Casing,17,910,,11028,6750,7.875,3a53a16e-8c52-461c-8c65-0f4993d750ff
4232937783,5.5,Casing,17,1310,,11221,6430,7.875,3efdb9c4-69af-478a-bdb1-dc0f763dbedd
4232937783,8.625,Casing,24,200,,328,0,11,3efdb9c4-69af-478a-bdb1-dc0f763dbedd
4232937405,4,Liner,36,80,,11690,10883,,2ee5d0c1-322b-4888-8f13-04d9237f6784
4232937405,5.5,Casing,17,975,,11110,5940,7.875,2ee5d0c1-322b-4888-8f13-04d9237f6784
4232937405,4,Liner,36,80,,11690,10883,,2ee5d0c1-322b-4888-8f13-04d9237f6784
4232937802,13.375,Casing,48,430,,419,,17.5,8a6acf1d-e5ef-4000-9c44-a68dc4fb42fb
4232937802,5.5,Casing,20,1320,,11152,5040,7.875,8a6acf1d-e5ef-4000-9c44-a68dc4fb42fb
4232937845,8.625,Casing,32,1244,,5213,236,11,c620f810-a7fc-497e-9683-cd89aed52291
4232937845,5.5,Casing,17,1125,,11658,273,7.875,c620f810-a7fc-497e-9683-cd89aed52291
4232937845,13.375,Casing,48,400,,396,0,17.5,c620f810-a7fc-497e-9683-cd89aed52291
4232937903,4.5,Casing,11.6,1030,,10159,4475,7.875,2e40d380-c7e2-4606-8e76-17cccb3437fb
4232937903,12.75,Casing,35,275,,273,,17.5,2e40d380-c7e2-4606-8e76-17cccb3437fb
4232937903,8.625,Casing,32,475,,5135,1980,11,2e40d380-c7e2-4606-8e76-17cccb3437fb
4232937782,5.5,Casing,20,1160,,11279,3605,8.5,67bc0162-1dc7-416c-93b3-e65a4d2af1ef
4232937782,13.375,Casing,48,460,,376,0,17.5,67bc0162-1dc7-416c-93b3-e65a4d2af1ef
4232937782,9.625,Casing,47,1180,,8652,3305,12.25,67bc0162-1dc7-416c-93b3-e65a4d2af1ef
4232937851,5.5,Casing,,1080,,11620,5815,7.875,8e88e1c7-d5ac-4d6b-b193-4db393250d53
4232937851,13.375,Casing,,375,,425,0,17.5,8e88e1c7-d5ac-4d6b-b193-4db393250d53
4232937851,8.625,Casing,,265,,5815,0,11,8e88e1c7-d5ac-4d6b-b193-4db393250d53
4232937817,4.5,Casing,11.6,1610,,10842,4884,7.875,b7113bf9-caa7-4e33-a06f-6263363288b6
4232937817,8.625,Casing,23,200,,330,0,11,b7113bf9-caa7-4e33-a06f-6263363288b6
4232937818,8.625,Casing,23,200,,296,0,11,9cc80316-dfeb-404e-9ec4-d62c83994b7e
4232937818,4.5,Casing,11.6,1590,,10839,7370,7.875,9cc80316-dfeb-404e-9ec4-d62c83994b7e
4232937853,8.625,Casing,23,200,,364,0,11,ca3a361f-ad62-4728-ba57-fed61996b12a
4232937853,5.5,Casing,20,970,,10883,5810,7.875,ca3a361f-ad62-4728-ba57-fed61996b12a
4232937904,9.625,Casing,36,575,,1198,0,12.25,66473c90-b178-44cf-9c8c-3bdfa8695f7b
4232937904,5.5,Casing,17,785,,10909,6873,7.875,66473c90-b178-44cf-9c8c-3bdfa8695f7b
4232937909,5.5,Casing,17,1900,,11432,4200,7.875,1ec24f1a-fd6d-4ef2-984c-65a436b19468
4232937909,13.375,Casing,48,450,,376,0,17.5,1ec24f1a-fd6d-4ef2-984c-65a436b19468
4232937909,8.625,Casing,32,1150,,4931,1200,11,1ec24f1a-fd6d-4ef2-984c-65a436b19468
4232937908,13.375,Casing,48,400,,332,0,17.5,87a9b7b2-0b4f-4c89-97f7-a469daf9eb02
4232937908,8.625,Casing,32,1150,,5121,1200,11,87a9b7b2-0b4f-4c89-97f7-a469daf9eb02
4232937908,5.5,Casing,17,1900,,11572,4106,7.875,87a9b7b2-0b4f-4c89-97f7-a469daf9eb02
4232937910,5.5,Casing,17,1950,,11509,2816,7.875,b569147e-0c97-41ed-b604-aed0490b2df4
4232937910,8.625,Casing,32,1150,,5123,1200,11,b569147e-0c97-41ed-b604-aed0490b2df4
4232937910,13.375,Casing,48,350,,276,0,17.5,b569147e-0c97-41ed-b604-aed0490b2df4
4232937864,8.625,Casing,24,710,,1463,,13.5,59db71a7-d89f-4d5c-9bed-1d0055febfa3
4232937864,5.5,Casing,17,1040,,10627,5430,7.875,59db71a7-d89f-4d5c-9bed-1d0055febfa3
4232937868,13.375,Casing,48,400,,323,,17.5,d053ee18-2b88-4255-b74d-2bb497d175a6
4232937868,8.625,Casing,32,600,,4865,80,11,d053ee18-2b88-4255-b74d-2bb497d175a6
4232937868,5.5,Casing,17,1150,,11350,6510,7.875,d053ee18-2b88-4255-b74d-2bb497d175a6
4232937751,13.375,Casing,,330,,333,0,17.5,3a8847b8-7b44-4671-b08e-2d3c86a832b4
4232937751,13.375,Casing,,330,,333,0,17.5,3a8847b8-7b44-4671-b08e-2d3c86a832b4
4232937751,8.625,Casing,,780,,5548,1048,11,3a8847b8-7b44-4671-b08e-2d3c86a832b4
4232937916,13.375,Casing,48,350,,330,0,17.5,f1a12a84-0d82-44eb-88c5-2163d556d0f5
4232937916,5.5,Casing,17,1250,,11783,2969,7.875,f1a12a84-0d82-44eb-88c5-2163d556d0f5
4232937916,8.625,Casing,32,700,,5503,1800,11,f1a12a84-0d82-44eb-88c5-2163d556d0f5
4232937877,8.625,Casing,24,200,,347,0,11,620db13d-6b8d-40cd-8b38-62f4edd6e107
4232937877,5.5,Casing,20,1330,,11160,5680,7.875,620db13d-6b8d-40cd-8b38-62f4edd6e107
4232937923,5.5,Casing,17,954,,11020,6720,7.875,76d69ffb-0ae7-4615-8774-0838c9b8c821
4232937923,9.625,Casing,36,290,,498,0,12.25,76d69ffb-0ae7-4615-8774-0838c9b8c821
4232937922,5.5,Casing,17,955,,11000,6639,8.75,8dcb37b7-4ca1-472f-b001-440d0590aa4f
4232937922,9.625,Casing,36,300,,480,0,12.25,8dcb37b7-4ca1-472f-b001-440d0590aa4f
4232937921,5.5,Casing,17,950,,11030,6950,7.875,7957d3b1-7709-45de-aaf4-f4f44c25be02
4232937921,9.625,Casing,36,325,,502,0,12.25,7957d3b1-7709-45de-aaf4-f4f44c25be02
4232937886,8.625,Casing,32,475,,4968,1806,11,4c1c0e07-eac3-41fb-9ed6-2ca4ab8344a5
4232937886,12.75,Casing,35,325,,346,,17.5,4c1c0e07-eac3-41fb-9ed6-2ca4ab8344a5
4232937886,5.5,Casing,17,790,,10190,5082,7.875,4c1c0e07-eac3-41fb-9ed6-2ca4ab8344a5
