WellId,API,PermitId,SubmitDate,ApprovedDate,ExpiredDate,AmendedDate,PermitStatus,PermitPurpose,FiledBy
17e82fcf-8b04-475f-81b8-06469fed67cd,05123432170000,,,5/31/2016 12:00:00 AM,5/30/2018 12:00:00 AM,,,,BARRETT CORPORATION* BILL
2f6c3a6d-ee17-4d2c-93f0-04147946aeb6,33053076330000,32714,,7/8/2016 12:55:03 AM,,,,,STATOIL OIL & GAS LP
aba2559c-7c04-4d4d-8dbb-f4a44cae559f,33053076320000,32713,,7/8/2016 12:52:39 AM,,,,,STATOIL OIL & GAS LP
f6bd0987-635d-42be-ad38-4b476a6eeb9b,3002543250,,,5/18/2016 12:00:00 AM,,,,,
85e61139-d3ad-44f1-938d-4c0501cc550e,3002543370,,,7/20/2016 12:00:00 AM,,,,,
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,,,7/7/2017 12:00:00 AM,,,,,
52a1009b-73e7-4c33-896b-6f048ce53f8f,05045232950000,,,9/9/2016 12:00:00 AM,9/8/2018 7:43:13 AM,,,,TEP ROCKY MOUNTAIN LLC
c2020424-90fe-4e36-a107-c1f7be28ac28,05045233200000,,,9/10/2016 12:00:00 AM,9/9/2018 10:04:36 AM,,,,URSA OPERATING COMPANY LLC
c96c2239-e0fa-4e4f-bd51-fe72a16f105b,05045233270000,,,9/10/2016 12:00:00 AM,9/9/2018 10:36:06 AM,,,,URSA OPERATING COMPANY LLC
5cc7d2cb-d1aa-455a-821e-0bada07d6578,33053077570000,32978,,9/4/2016 4:31:20 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
0867313d-7728-47cb-928d-6487c8fb7443,33025032340000,33118,,10/27/2016 12:01:21 AM,,,,,"PETRO-HUNT, L.L.C."
29d7ea21-5375-4e64-9513-6dec5b4e33d9,33053077560000,32977,,9/4/2016 4:31:23 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
da37f4c0-a630-422a-bcae-a3921b2154af,33053078240000,33096,,10/25/2016 12:04:34 AM,,,,,"CONTINENTAL RESOURCES, INC."
58f00279-6d80-449f-afd0-a4cc46d81e83,33053077580000,32979,,9/4/2016 4:31:22 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
2a5e5a33-dd4d-49f0-b41e-db043b07f4d2,33053078230000,33095,,10/25/2016 12:04:32 AM,,,,,"CONTINENTAL RESOURCES, INC."
a0a730a5-fe7d-48f4-85f3-e45003152eba,33053077590000,32980,,9/4/2016 4:31:21 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
1903d385-7e06-409a-98f4-efbfcae88863,33053077550000,32976,,9/4/2016 4:31:22 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
0e7c3943-1b4c-400b-8983-07004156ab6c,05045234290000,,,11/29/2016 12:00:00 AM,11/28/2018 8:07:30 AM,,,,TEP ROCKY MOUNTAIN LLC
703b4f78-af7e-40f0-a0e3-6fb9dd2205a0,3001543999,,,12/16/2016 12:00:00 AM,,,,,
e64a5190-0de7-4715-b928-11a60007cd07,35107235850000,10116227,,10/13/2016 12:00:00 AM,4/13/2017 12:00:00 AM,,,,
85c07af8-ce1d-4952-931b-cf9f4c1b2394,3002543577,,,5/9/2017 12:00:00 AM,,,,,
53de12b7-5309-419f-b839-9d0f356e57d0,33053079480000,33337,,2/7/2017 11:49:05 PM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
60a4dd23-f10f-4a84-9d35-15da78c65042,05045234520000,,,2/28/2017 12:00:00 AM,2/27/2019 9:27:00 AM,,,,TEP ROCKY MOUNTAIN LLC
b67fbad7-43b8-416f-92a0-b6de1c7ece96,05045234490000,,,2/28/2017 12:00:00 AM,2/27/2019 9:27:00 AM,,,,TEP ROCKY MOUNTAIN LLC
