API,Comments,EffectiveDate,Field,Orginization,Status,StatusDate,WellName,WellId
3001543690,,3/29/2016 12:00:00 AM,,#004H,,,"[316072] COTTONWOOD 28 33 FEDERAL                ",20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,3/29/2016 12:00:00 AM,,"[15742] NEARBURG PRODUCING CO                        ","New, Not Drilled",,[316072] COTTONWOOD 28 33 FEDERAL 2BS             #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,6/8/2017 12:00:00 AM,,#004H,,,,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,3/29/2016 12:00:00 AM,,"[15742] NEARBURG PRODUCING COMPANY                   ","New, Not Drilled",,[316072] COTTONWOOD 28 33 FEDERAL 2BS             #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,6/8/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",New,,[317877] COTTONWOOD 28 33 FEDERAL 2BS #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,1/4/2018 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",Active,,[319934] COTTONWOOD 28 33 FEDERAL WCA             #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,9/1/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[319934] COTTONWOOD 28 33 FEDERAL WCA             #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,9/1/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[319934] COTTONWOOD 28 33 FEDERAL WCA             #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543690,,9/1/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",Active,,[319934] COTTONWOOD 28 33 FEDERAL WCA #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3001543687,,3/29/2016 12:00:00 AM,,"[15742] NEARBURG PRODUCING CO                        ",,,"[316072] COTTONWOOD 28 33 FEDERAL                ",40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,3/29/2016 12:00:00 AM,,"
                                    #003H
                                ",,,,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,3/29/2016 12:00:00 AM,,"[15742] NEARBURG PRODUCING CO                        ","New, Not Drilled",,[316072] COTTONWOOD 28 33 FEDERAL 2BS             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,3/29/2016 12:00:00 AM,,"[15742] NEARBURG PRODUCING CO                        ",,,"[316072] COTTONWOOD 28 33 FEDERAL                ",40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,3/29/2016 12:00:00 AM,,"
                                    [15742] NEARBURG PRODUCING CO                        
                                ",,,,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,6/8/2017 12:00:00 AM,,#003H,,,,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,3/29/2016 12:00:00 AM,,#003H,,,,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,6/8/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[317877] COTTONWOOD 28 33 FEDERAL 2BS             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,8/22/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",Cancelled,,[317877] COTTONWOOD 28 33 FEDERAL 2BS             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,9/1/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[319934] COTTONWOOD 28 33 FEDERAL WCA             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,6/8/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[317877] COTTONWOOD 28 33 FEDERAL 2BS             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,9/1/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[319934] COTTONWOOD 28 33 FEDERAL WCA             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,3/29/2016 12:00:00 AM,,"[15742] NEARBURG PRODUCING COMPANY                   ","New, Not Drilled",,[316072] COTTONWOOD 28 33 FEDERAL 2BS             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,8/22/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",New,,[319570] COTTONWOOD 28 33 FEDERAL #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,9/1/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[319934] COTTONWOOD 28 33 FEDERAL WCA             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,6/8/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",New,,[317877] COTTONWOOD 28 33 FEDERAL 2BS #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,1/4/2018 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",Active,,[319934] COTTONWOOD 28 33 FEDERAL WCA             #003H,40238563-c89d-434b-bbbf-29cee824ede8
3001543687,,9/1/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ",Active,,[319934] COTTONWOOD 28 33 FEDERAL WCA #003H,40238563-c89d-434b-bbbf-29cee824ede8
3002543184,,4/25/2016 12:00:00 AM,,"
                                    [6137] DEVON ENERGY PRODUCTION COMPANY, LP          
                                ",,,,ab3bb222-0d05-47d0-854d-5fd5b153fb34
3002543184,,4/25/2016 12:00:00 AM,,"[6137] DEVON ENERGY PRODUCTION COMPANY, LP          ","New, Not Drilled",,[316127] GREEN WAVE 20 17 FEDERAL                 #021H,ab3bb222-0d05-47d0-854d-5fd5b153fb34
3002543184,,4/25/2016 12:00:00 AM,,"
                                    #021H
                                ",,,,ab3bb222-0d05-47d0-854d-5fd5b153fb34
3002543184,,4/25/2016 12:00:00 AM,,#021H,,,,ab3bb222-0d05-47d0-854d-5fd5b153fb34
3002543184,,8/18/2017 12:00:00 AM,,"[6137] DEVON ENERGY PRODUCTION COMPANY, LP          ","New, Not Drilled",,[317795] GREEN WAVE 20 32 FEDERAL STATE COM       #003H,ab3bb222-0d05-47d0-854d-5fd5b153fb34
3002543184,,8/18/2017 12:00:00 AM,,"[6137] DEVON ENERGY PRODUCTION COMPANY, LP          ","New, Not Drilled",,[317795] GREEN WAVE 20 32 FEDERAL STATE COM       #003H,ab3bb222-0d05-47d0-854d-5fd5b153fb34
