API,CasingSize,CasingType,CasingWeight,CementSacks,CompletionDate,LowerSetDepth,UpperSetDepth,WellboreSize,WellId
4237138796,4.5,Casing,10.5,300,,882,,7.875,d3e5b0d0-7dac-471d-9f97-762dc05bf38e
4237110059,22,Casing,0,0,6/20/1981 12:00:00 AM,105,,,aa951caf-75de-4db5-b7ae-795982ca8e2c
4237110059,2.875,Casing,0,0,6/20/1981 12:00:00 AM,9675,,,aa951caf-75de-4db5-b7ae-795982ca8e2c
4237110059,10.75,Casing,51,2835,6/20/1981 12:00:00 AM,7340,,14,aa951caf-75de-4db5-b7ae-795982ca8e2c
4237110059,16,Casing,84,3136,6/20/1981 12:00:00 AM,2481,,20,aa951caf-75de-4db5-b7ae-795982ca8e2c
4237138732,4.5,Casing,,1050,,7369,3300,7.875,49e26185-4fc9-4594-b6ec-414f97618bcb
4237138732,9.625,Casing,,860,,1344,0,12.25,49e26185-4fc9-4594-b6ec-414f97618bcb
4237138620,9.625,Casing,36,860,3/3/2010 12:00:00 AM,1308,,12.25,6eef4dfe-7f85-4ff7-87bf-23363106a7dd
4237138620,4.5,Casing,17,975,3/3/2010 12:00:00 AM,7096,2980,8.75,6eef4dfe-7f85-4ff7-87bf-23363106a7dd
4237138622,7,Casing,26,430,,6060,4120,8.75,358d06d9-c672-4920-a0c3-4603f82e385b
4237138622,9.625,Casing,36,860,,1340,,12.25,358d06d9-c672-4920-a0c3-4603f82e385b
4237137495,20,Casing,0,5,4/1/2010 12:00:00 AM,40,,,8f549840-26f3-41ef-aa13-ccdd90d3cbfd
4237137495,13.375,Casing,48,540,4/1/2010 12:00:00 AM,692,,17.5,8f549840-26f3-41ef-aa13-ccdd90d3cbfd
4237137495,8.625,Casing,32,700,4/1/2010 12:00:00 AM,2720,,11,8f549840-26f3-41ef-aa13-ccdd90d3cbfd
4237137495,5.5,Casing,15.5,1140,4/1/2010 12:00:00 AM,7260,,7.875,8f549840-26f3-41ef-aa13-ccdd90d3cbfd
4237138628,5.5,Casing,,615,,8310,20,8.75,4b0725a6-4899-4c51-95d3-c2ee9048e109
4237138628,9.625,Casing,,730,,1260,0,12.25,4b0725a6-4899-4c51-95d3-c2ee9048e109
4237132418,8.625,Casing,28,200,,1862,1090,11,6214d63c-69d7-468f-899f-7f185c2569fb
4237132418,5.5,Casing,17,800,,7993,0,7.875,6214d63c-69d7-468f-899f-7f185c2569fb
4237138801,7,Casing,26,380,4/20/2011 12:00:00 AM,824,,9.875,2ac93d46-b0e9-4192-9944-78f098b56790
4237138801,4.5,Casing,11.6,150,4/20/2011 12:00:00 AM,1959,500,6.25,2ac93d46-b0e9-4192-9944-78f098b56790
4237132418,11.75,Casing,42,375,,450,0,12.25,6214d63c-69d7-468f-899f-7f185c2569fb
4237138629,9.625,Casing,,730,,1128,,12.25,8a246c03-6b87-475e-a6eb-590c824b5e0c
4237138629,4.5,Casing,,865,,8500,5100,8.75,8a246c03-6b87-475e-a6eb-590c824b5e0c
4237138632,7,Casing,26,505,8/20/2010 12:00:00 AM,5820,2728,8.75,25af32ef-8c15-4088-a48c-3c2f991c8a71
