WellId,API,Supplier,Purpose,TradeName,IngredientName,CASNumber,PercentOfTotalFluid,IngredientMass
e375546e-b932-4250-a135-fe96e754c85d,4237138969,CHEMPLEX,Borate Crosslinker,Plexbor 101,2-BUTOXYETHANOL  ,111-7-6--2,0.01882915,1421.796
65598e98-e449-4736-8f9e-a8fb494317c5,4237138923,CHEMPLEX,"Iron Control ",The Reducer,ETHYLENE GLYCOL,7647-1-4--5,0.0005402463,0.918
286eb1cb-3a4c-47fe-8bff-38b16eadff0c,4237139273,,,,TIO,13463-6-7--7,0.003867,6505.277
b265863b-56ca-422c-8cfb-231d6215feda,4237139156,BAKER HUGHES,Acidizing,"HCl, 10.1 - 15",ACETIC ACID ETHYLENEDINITRILOTETRA DIAMMONIUM SALT,20824-5-6--0,0.6656456,346616.9
d362b169-efd8-4fb0-89e0-52ac01057cdf,4237138817,CHEMPLEX,Non-emulsifier,NE-212,SURFACTANT,68603-4-2--9,8.574576E-05,0.1447157
17e6bb97-ec0a-4f8e-88d2-e727dbaeada8,4237139211,CATALYST,Corrosion Inhibitor,ACI266-Payzone 266,ACETIC ACID PROPRIETARY FORMULA,64-1-9--7,0.00176625,10.364
a4a6b3b5-5e70-4a0d-8726-d6b728a7eb69,4237139061,HALLIBURTON,Friction Reducer,FR-38,SUPPLIED BY OPERATOR,,0.01295224,921
242d7aa1-c9dc-4837-b670-7e329e22d754,4237138927,BADGER,Proppant,Sand (Proppant),ETHOXYLATED ALCOHOLS,,12.01719,20000
11545444-beb0-4b80-a396-dc0bf0aea886,4237139059,UNIVERSAL,FRICTION REDUCERS,WFR-3,ALCOHOLS C12-16 ETHOXYLATED,,0.002183976,317.6104
4e801337-8eb7-44b0-a3f1-5b136e7fe707,4237138960,CHEMPLEX,Surfactant,AWET-1000,ETHYLENE GLYCOL,107-2-1--1,7.3651E-06,1.736
fd60c54a-379f-486c-9656-c716b91ea8a8,4237139041,CHEMPLEX,Flouro Surfactant,S-222,VINYLIDENE CHLORIDE-METHYL ACRYLATE COPOLY,25038-7-2--6,0.01681584,21.86748
0f852462-3661-445a-8f41-10ebdd31ce7d,4237139323,ACE COMPLETIONS,Non and De-Emulsifiers,NE-227,CATIONIC POLYACRYLAMIDE CO POLYMER,,4.789113E-05,63.384
b88b009f-1fe2-4be1-89c3-00672eb520ca,4237110863,MIC SPECIALTY CHEM,Gel Breakers/Delayed Breakers,GB-2,AMMONIUM PERSULFATE,7727-5-4--0,0.0007582113,254.4945
a258a21a-8655-4ec6-adad-ee9e7506f543,4237139143,CHEMPLEX,Acid Gellants,AGA-380,PETROLEUM DISTILLATE,64742-4-7--8,0.000268635,186.4073
85829064-8909-40dd-8ce7-e0e86384439a,4237139056,CHEMPLEX,Acid Gellant,AGA-380,BISULFITE,7631-9-0--5,0.0008742312,71.47047
1d10eee4-63ef-4f7e-9c8b-2cbfabc890c0,4237138955,,,,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.00502,198.7099
b2f2c789-02a7-47d9-b3e4-fa94167aa6c5,4237100056,ADVANCED STIMULATION TECHNOLOGIES,Slurried Gelling Agent,AGA-101,,14808-6-0--7,0.003767822,72.314
2146df75-e773-47d3-abd6-9a28939b3e07,4237139347,FRAC SPECIALISTS,Biocide,ISR-100,26-OCTADIEN-1-OL 37-DIMETHYL- 2E-,106-2-4--1,0.0019614,23
c4765ddf-2b99-48bb-a959-3c78a4003f65,4237138952,CHEMPLEX,Acid Gellant,AGA-380,TRADE SECRET,100-9-7--0,1.497119E-05,1
a6495ae7-11dc-4ff5-ae9d-a38cc0fcef57,4237139030,OPERATOR,Proppant,Sand,,14808-6-0--7,13.74337,17000
912aac03-eba3-49cc-b93d-83b7579789e7,4237139169,CATALYST,Non Emulsifier for Acids and Water,Payzone 268 NE,ACRYLAMIDE MODIFIED POLYMER,,0.04226419,17388.69
7d892112-3f83-4b45-8d07-75db4a89f582,4237139432,,,,ETHOXYLATED OLEIC ACID,,0.00027,285.3134
00467069-2b98-45e2-88bc-bea65a9408db,4237110933,,,,IRIDIUM,,0.0005896846,67
ca24275b-6a2e-40b2-9ad6-2d9e353a170d,4237139202,FRAC SPECIALISTS,Proppant,20/40 RCS Garnet,TRADE SECRET,100-9-7--0,0.04889952,404.6
3eafda1c-93c6-4ac3-bf82-912f96ca5600,4237139134,TES,Acid Corrosion Inhibitor,TAI-110L,ACETYLENIC ALCOHOL,67-6-3--0,0.001142319,199.028
327ae9a4-0068-49d7-b504-eb77e882734f,4237139214,CHEMPLEX,Viscosifier for Water,Plexgel 907L,22-DIBROMO-3-NITRILOPROPIONAMIDE,,0.2942872,536.35
191448ab-4c5f-4eda-a785-e3c07af7c98f,4237139328,CHEMPLEX,Slurried Guar,Plexgel 907L-EB,DISTILLATE PETROLEUM HYDROTREATED LIGHT,64742-4-7--8,0.1411898,1082.467
5559ed1e-57e7-48a6-bcac-8311f1a4441b,4237137016,MULTIPLE SUPPLIERS,Proppants,Sand,SILICON DIOXIDE,,3.786356,18991
0d31fa71-7614-4ca0-b062-246ab4f1aa06,4237139226,"CHEMPLEX,L. C.",Acid Corrosion Inhibitors,I-122,,14808-6-0--7,0.0007366619,110.455
14646344-65f5-4d6f-ad87-4d0a06c97684,4237139409,,,,REMAINDER IS MADE UP OF VARIOUS OTHER OXIDES AND TRACE ELEMENTS OF WHICH CAO MGO AND FE2O3 ARE THE LARGEST PERCENTAGES,,0.03736,114269.8
15e8da6c-f159-4859-9fd8-bf3a4a8017f7,4237139033,CHEMPLEX,Corrosion Inhibitor,Plexhib 256,2-BUTOXYETHANOL  ,111-7-6--2,0.0001260256,1.146
42ce08a1-f9db-4976-8dbc-6067df852603,4237139251,"CHEMPLEX,L. C.",Acid Corrosion Inhibitors,I-122,2-POPYN-1-OL,107-1-9--7,0.0001218584,4.590336
fb958191-4082-464c-9a76-917c9e79417c,4237138948,FRAC SPECIALISTS,Hydrocloric Acid,10% HCL,PETROLEUM DISTILLATE,64741-8-5--1,0.00133,2676
fb958191-4082-464c-9a76-917c9e79417c,4237138948,ASK,Crosslinker,XL-335,QUATERNARY AMMONIUM COMPOUNDS BENZYL-C12-18-ALKYLDIMETHYLCHLORI DES,68391-0-1--5,0.01277972,638
fb958191-4082-464c-9a76-917c9e79417c,4237138948,CHAMPION,Scale Inhibitor,Gyptron T-249,SUPPLIED BY OPERATOR,,0.008753508,437
fb958191-4082-464c-9a76-917c9e79417c,4237138948,FRAC SPECIALISTS,non emulsifier for acids,FNE-334LN,SUPPLIED BY OPERATOR,,1.19E-06,2.4
23f4a778-374b-4aed-8908-535196294e33,4237138896,,,,D-LIMONENE,94266-4-7--4,,
063128ba-1385-4a01-be4d-8efdaf54fe3c,4237139210,0,0,Resin Coated Sand,ORGANIC PHOSPHONIC SALTS,15827-6-0--8,0.09626164,6155.1
6934955c-6532-4e7b-9e4d-8ad18517080f,4237139052,CESI,Non-emulsifier,NE-227,HEAVY AROMATIC PETROLEUM NAPHTHA,91-2-0--3,0.01159076,618
c7cbc066-d34f-4aec-8db6-d6aba962be94,4237139152,SCHLUMBERGER,"Acid Corrosion Inhibitor A286, Bactericide (Myacide GA25), Demulsifier, Surfactant , Acid, Breaker, Gelling Agent, Crosslinker, Friction Reducer, Iron","A286, B244B, B451, F105, H015, J218, J475, J580, J610, J618, L058, L071, S330-2040, B256-3050, B352-3050, B351-2040, S100",POTASSIUM OLEATE,143-1-8--0,1E-05,0
230a789b-297c-411b-92f4-d9ccd93ea99b,4237134125,"CHEMPLEX,L. C.",Acid Corrosion Inhibitors,I-122,REACTION PRODUCT OF ACETOPHENONE FORMALDEHYDE THIOUREA AND OLEIC ACID IN DIMETHYL FORMAMIDE,68527-4-9--1,0.002307107,12.91032
178aea95-aefd-41db-95e1-a068ccfe9556,4237139240,SANJEL,Break Fluid,1% Breaker O,AMMONIUM PERSULFATE,7727-5-4--0,1E-05,6.233
c293a0c7-623f-44d9-8a58-3fd68b8e8d80,4237138865,"CHEMPLEX,L. C.",Acid Corrosion Inhibitor,I-112,15 HCL,7732-1-8--5,0.00071,
12cc0c63-60d5-4256-aa9e-25da15407ed1,4237139318,,Hazardous and Non-Hazardous Ingredients,,REMAINDER IS MADE UP OF VARIOUS OTHER OXIDES AND TRACE ELEMENTS OF WHICH CAO MGO AND FE2O3 ARE THE LARGEST PERCENTAGES,,0.002755847,7310
a4182f29-ab54-4fe7-8f4c-95d892885a25,4237139381,,Hazardous and Non-Hazardous Ingredients,,HYDROGEN PEROXIDE,7722-8-4--1,1.293328E-06,3
1e96283e-053a-4be1-ae04-58e809084d94,4237139280,PRECISION,Guar Gum Slurry,5 PAPS-435L,SOLVENT NAPTHA,64742-9-6--7,0.004178156,5945.846
ee16b1ee-b037-48c6-8db9-e0e0a0f32ca7,4237139005,ASK,Crosslinkers,XL-335,POTASSIUM HYDROXIDE,,0.01415684,1963.319
0e1378d4-80ef-4eae-8c59-ababbb66a70a,4237139093,ASK,Buffer,BF-200,15 HCL,7732-1-8--5,0.01036474,5343.771
f3a1f616-16dd-4831-832a-3685b70dc193,4237138980,ASK,Buffer,BF-200,ACETIC ACID ETHYLENEDINITRILOTETRA DIAMMONIUM SALT,20824-5-6--0,0.03946958,3220
a70db9ae-57b5-441b-9d13-782d6c7215bc,4237139110,HALLIBURTON,Surfactant,FDP-S1007-11,CITRUS EXTRACT,94266-9-7--4,0.03095754,723
db1d94c5-e446-4f9c-b30c-c1f33b893048,4237139163,REAGENT,Acid,Hydrocloric Acid,HYDROGEN CHLORIDE,,1.726039,19727.68
bd1453a8-99d0-4537-bdaf-c2d2c3ecf133,4237139384,SCHLUMBERGER,Demulsifier,B451,ACID,,0,0
252705a0-faee-4e6c-a345-3059cacd5b95,4237139341,WEATHERFORD,Biocide,Bioclear 2000,22-DIBROMO-3-NITRILOPROPIONAMIDE,10222-0-1--2,0.00478,10390
ac08e6e7-e33b-41ca-8152-0eb39ab1409c,4237130644,SCHLUMBERGER,"Acid Corrosion Inhibitor, Bactericide (Myacide GA25), Acid, Breaker, Gelling Agent, Crosslinker, Clay Control Agent, Iron Control Agent, AntiFoam Agen","A286, B244B, H036, J218, J475, J580, J604, L055, L058, M045, U028, U042, W054, S012-4070, B352-3050, S012-3050, S525-4080",XANTHAN GUM,11138-6-6--2,0,0
2e90f9b9-1e8a-4608-b70b-c1828c8686e0,4237139276,C&J WELL SERVICES,low pH buffering agent,PM-1,ACETIC ACID GLACIAL,758-1-2--3,0.007505478,3264.23
644cf528-3886-4fd2-a1aa-5b498512b47d,4237139466,,Gel Breakers/Delayed Breakers,GE,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.0001310321,406.8231
11545444-beb0-4b80-a396-dc0bf0aea886,4237139059,UNIVERSAL,FRICTION REDUCERS,WFR-3,CATIONIC POLYACRYLAMIDE CO POLYMER,,0.0008735905,127.0442
a74b2028-da31-4f86-bd9b-cdedffbabe7d,4237139539,OPERATOR,Carrier,WATER,ACETIC ACID ETHYLENEDINITRILOTETRA DIAMMONIUM SALT,20824-5-6--0,89.21521,8.036033E+07
a6dfe41c-cb6d-4052-935e-451f981d35d2,4237139220,REEF,Anti-Sludge Additive,AS-290,ZINC CHLORIDE,7646-8-5--7,0.0001199742,100.591
2ac93d46-b0e9-4192-9944-78f098b56790,4237138801,CHEMPLEX,"Non emulsifier ",Plexbreak 135,2-HYDROXYPROPANE-123-TRICARBOSYLIC ACID,77-9-2--9,0.005370086,11.883
93e19f7a-72c7-4c42-b399-9c838f038169,4237139396,,,,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.00308,14678.58
0c816a87-be20-425f-b1b6-cc8bbbf1b7dc,4237139372,LISTED ABOVE,See Trade Name(s) List,Other Chemicals,MERCAPTOETHANOL,60-2-4--2,0.005295099,41.06757
898ac4b2-d50f-46fd-9d73-c73a6384b83b,4237139359,,Other Chemicals,,ACRYLAMIDE MODIFIED POLYMER,,0.002493795,8144.443
62659280-3c2d-47ec-8f4a-5336e9c39889,4237139516,LISTED ABOVE,See Trade Name(s) List,Other Chemicals,POTSSIUM METABORATE,,0,0
3b8800d0-90a0-4073-9587-b53ed3f5a294,4237139402,LISTED ABOVE,See Trade Name(s) List,Other Chemicals,CLAY,,0.0005203542,449.0345
289cc093-b369-4750-a6b9-f999935bb54c,4237130685,FRAC SPECIALIST,Guar Slurry,FGA-15L,MINERAL OIL,64742-5-3--6,0.1838,
84650699-116d-4f20-985f-691cd737d0e7,4237138893,CESI,Non-emulsifier,NE-227,SODIUM CHLORIDE,68647-7-2--3,0.01748,
eecb80be-38f3-4390-9a88-365632f4306b,4237139002,"CHEMPLEX,L. C.",Corrosion Inhibitor,I-122,ALCOHOL ETHOXYLATE SURFACTANTS,,0.0004130524,133
ee16b1ee-b037-48c6-8db9-e0e0a0f32ca7,4237139005,ASK,Crosslinkers,XL-335,82469-79-2,,0.01415684,1963.319
8a41f19a-0665-4db8-9cdd-84a768a0df37,4237139249,CHEMPLEX,"Resin Activator ",Plexset 730,C12-14 SECONDARY ETHOXYLATED ALCOHOL,,0.09824043,193.771
c0fcb921-7f71-412b-ba0e-0a4259f81d2d,4237138962,ASK,Crosslinker,XL-335,ALKYL PHOSPHATE ESTER,,0.02014514,266
3b8800d0-90a0-4073-9587-b53ed3f5a294,4237139402,INNOSPEC OILFIELD SERVICES,Borate Crosslinker,VisLink 200,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.01303731,11392.18
3b8800d0-90a0-4073-9587-b53ed3f5a294,4237139402,INNOSPEC OILFIELD SERVICES,Clay Stabilizer,ClayBrake 220,15 HCL,7732-1-8--5,0.06220022,54351.39
23f4a778-374b-4aed-8908-535196294e33,4237138896,,,,ETHANAMINIUM NNN-TRIMETHYL-2-[1-OXO-2-PROPENYLOXY]-CHLORIDEPOLYMER WITH WITH 2-PROPENAMIDE,69418-2-6--4,,
8a41f19a-0665-4db8-9cdd-84a768a0df37,4237139249,CHEMPLEX,"Borate Crosslinker ",Plexbor 97,SODUIM METABORATE,10555-7-6--7,0.01651725,32.579
fb958191-4082-464c-9a76-917c9e79417c,4237138948,CHEMPLEX,Acid Gellant,AGA-380,1310-73-2,,0.0003924037,3.00657
fb958191-4082-464c-9a76-917c9e79417c,4237138948,CESI,Non-emulsifier,NE-227,METHANOL,,0.006550108,327
e404dc0a-dc4f-4be7-b2f4-e949827c0ff3,4237139185,,Hazardous and Non-Hazardous Ingredients,,CHRISTOBALITE,14464-4-6--1,0.0001515628,175
ed6c91ab-d74e-459c-8fc0-20f94c94daca,4237139256,SNF,Friction Reducers,FR-601,WATER,7732-1-8--5,0.01285801,483.3864
bb154c31-00bc-4f99-ac79-ee60c058eb03,4237139286,,,,ALCOHOLS C12-C14 ETHOXYLATED,6849-5-0--9,0.0002,441.9407
d362b169-efd8-4fb0-89e0-52ac01057cdf,4237138817,REAGENT,Scale Dissolver,15% Hydrochloric Acid,ACETYLENIC ALCOHOL,67-6-3--0,2.25746,3809.983
a3a6dfc7-5c66-4145-b9d6-73a96fb23d1a,4237139091,REEF,Anti-Sludge Additive,AS-290,ISOPROPANOL,67-6-3--0,0.006752133,275.427
a85aa1e6-6cf9-4b75-8194-6c6065eff052,4237139162,SANTROL PROPPANTS,Proppants,"SLC,SDC,TLC,THS,PowerProp,OptiProp,SpearProp,CoolSet",,14808-6-0--7,1.943662,47020.4
93e19f7a-72c7-4c42-b399-9c838f038169,4237139396,SCHLUMBERGER,Demulsifier,W053,ACID,,0,0
9bd3fce3-9d39-40ca-a5a2-6c0e6501d49f,4237139154,BAKER HUGHES,Acidizing,"HCl, 10.1 - 15",AMMONIUM SALT,,0.5951057,716087.8
9bd3fce3-9d39-40ca-a5a2-6c0e6501d49f,4237139154,BAKER HUGHES,Gelling Agent,GW-4LDF,PETROLEUM DISTILLATE,64742-4-7--8,0.0077941,9378.6
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,,CHLORITE SODIUM,7758-1-9--2,0.06319,
02e69138-c0e6-4b30-b6b0-c94b292b4563,4237139199,CHEMPLEX,"Non emulsifier ",Plexbreak 135,POTASSIUM CARBONATE,584-0-8--7,0.004318085,34.164
0d31fa71-7614-4ca0-b062-246ab4f1aa06,4237139226,"CHEMPLEX,L. C.",Acid Corrosion Inhibitors,I-122,AMMONIUM SALT,,0.0001052374,15.77928
6f2281d8-9431-45e1-aea8-b51f97c320d5,4237138950,CHEMPLEX,Non-emulsifier,NE-212,SURFACTANT,68603-4-2--9,0.0001956648,0.1447157
c225da26-3a32-4b6e-935e-9d74592d8fce,4237139147,CHEMPLEX,N/E Surfactant,NE116-Plexbreak 116,IRIDIUM,,0.0003427134,7.26
c225da26-3a32-4b6e-935e-9d74592d8fce,4237139147,ECONOMY POLYMERS,Corrosion Inhibitor,CI200-Corrosion Inhibitor,2-PHOSPHONOBUTANE-124-TRICARBOXYLIC ACID,37971-3-6--1,0.0015883,33.647
7f25eadd-ca36-403e-8d8c-6cab7b40dba0,4237138862,,,,ALKYL PHOSPHATE ESTER,,0.00714,
4cacf634-bb0b-4ff2-ace2-678339b19db9,4237139413,HALLIBURTON,Corrosion Inhibitor,HAI-OS ACID INHIBITOR,2-PROPENOIC ACID POLYMER WITH ACRYLAMIDE SODIUM SALT,25987-3-0--8,0,0
cbdf64b1-cd09-4dd1-a3f2-a4e534f9d280,4237139390,,,,TETRAKISHYDROXYMETHYLPHOSPHONIUM SULFATE,,0.0001,170.8486
6bfdd984-aaca-4506-a858-670889b2aa03,4237139035,ASK,Crosslinker,XL-335,POTASSIUM HYDROXIDE KOH,1310-5-8--3,0.01518523,22.1844
0760bb15-104c-46a7-b4f7-06717d256090,4237139350,,Carrier/Base Fluid,WATER,22-DIBROMO-3-NITRILOPROPIONAMIDE,,85.46738,2129577
a5aa715d-e65c-4695-a34e-2ecf7f58920c,4237139325,OPERATOR,Base Carrier Fluid,WATER,ACETYLENIC ALCOHOL,67-6-3--0,89.27799,1.033988E+08
e404dc0a-dc4f-4be7-b2f4-e949827c0ff3,4237139185,,Hazardous and Non-Hazardous Ingredients,,ETHOXYLATED FATTY ACID,,0.02062822,23756
e404dc0a-dc4f-4be7-b2f4-e949827c0ff3,4237139185,,Hazardous and Non-Hazardous Ingredients,,AMPHOTERIC SURFACTANT,,0.0006635887,765
c5df0ee7-a456-438e-98f3-e970a1be6790,4237138926,CHEMPLEX,Carrier/Base Fluid,Plexgel 907,PROPYLENE PENTAMER,,0.08256951,135.377
a5aa715d-e65c-4695-a34e-2ecf7f58920c,4237139325,FINORIC,Acid Corrosion Inhibitors,I-123,NN-DIMETHYLFORMAMIDE,,0.0004117622,476.8895
4cacf634-bb0b-4ff2-ace2-678339b19db9,4237139413,,,,CITRUS EXTRACT,94266-9-7--4,0.01450362,15900
28270559-81db-4cc3-8654-9f7c2343d9b5,4237138967,IMPACT CHEMICAL,Biocide,MB GA-15,FRESH WATER,,0.01438737,1778
633e4960-7cdd-4250-b4f1-8f8afbd11cca,4237139317,,Acidizing,7.5% HCL,AMMONIUM PERSULFATE,7727-5-4--0,0.05869179,70698.04
1d10eee4-63ef-4f7e-9c8b-2cbfabc890c0,4237138955,SNF,Friction Reducer,FR-601,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.04757205,5062
1d10eee4-63ef-4f7e-9c8b-2cbfabc890c0,4237138955,CHEMPLEX,Acid Gellant,AGA-380,PETROLEUM DISTILLATE 65742-47-8,,0.0007048408,75
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,WATER,ETHANE-1 2-DIOL,64-1-8--6,82.70556,
e046d1a6-b386-45a9-b42c-10735e4a87c3,4237139277,CHEMPLEX,"Clay Control ",Clamax,22-DIBROMO-3-NITRILOPROPIONAMIDE,,0.04292094,349.328
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,,,14808-6-0--7,0.00072,
07b88cd0-9fa4-4326-978b-27a8d0be8697,4237138837,PRODUCERS SERVICE CORPORATION,Gelling Agent,Pro Gel 907L,ALCOHOL ETHOXYLATE,,0.002896103,10.841
3e812adf-211c-422b-be57-c144b460d1dd,4237139106,ASK,Crosslinker,XL-335,7772-98-7,,0.01063357,14.41986
11545444-beb0-4b80-a396-dc0bf0aea886,4237139059,UNIVERSAL,BREAKERS AND BREAKER CATALYSTS,B-6E,TALC,14807-9-6--6,6.188647E-05,9
3e184acd-990b-47f5-a727-e489777abb0f,4237139302,,Hazardous and Non-Hazardous Ingredients,,DISTILLED TELL-OIL FATTY ACIDS,61790-1-2--3,0,0
a3a6dfc7-5c66-4145-b9d6-73a96fb23d1a,4237139091,CJES,Acidizing,Hydrochloric Acid (15%),,14808-6-0--7,0.9940452,40548.16
2d314843-8542-4cd0-a9c1-992d0bdee552,4237139050,OPERATOR,Base Carrier Fluid,WATER,1310-73-2,,86.82433,1.044719E+07
fecbc732-a958-4ba3-89ed-b0d2f5472acf,4237139374,DOW,Biocide,AQUCAR DB 20,22-DIBROMO-3-NITRILOPROPIONAMIDE,,0.00219,5971
14646344-65f5-4d6f-ad87-4d0a06c97684,4237139409,,,,SORBITAN MONOOLEATE POLYOXYETHYLENE,9005-6-5--6,0.0006806488,2081.839
c2867272-0403-41a9-9c07-ab9f9eedda85,4237138857,CHEMPLEX,"Non emulsifier ",Plexbreak 150,COCAMIDE DIETHANOLAMINE SALT,,0.01049432,15.021
ef07f702-4d90-45a4-bd23-b377a7007b33,4237139140,ASK,Crosslinkers,XL-335,UREA LIQUOR - TS,57-1-3--6,0.008694548,887.376
3015332a-762a-4fde-bdce-3588712d531a,4237139366,,Hazardous and Non-Hazardous Ingredients,,ETHYLENEDIAMINETETRAACETATE SODIUM SALT,64-0-2--8,1.416058E-06,5
311abdcf-b135-42e9-a794-02107ae53b29,4237138958,ASK,Buffer,BF-200,POTASSIUM METAVORATE,13709-9-4--9,0.01223,4422.02
c1e89871-c96f-4ab3-83cb-06b167e8037a,4237139177,CHEMPLEX,Non and De-Emulsifiers,NE-217,TRIMETHYLBENZENE,95-6-3--6,0.04802578,10603.12
c0fcb921-7f71-412b-ba0e-0a4259f81d2d,4237138962,CHAMPION,Scale Inhibitor,Gyptron T-249,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.01499525,198
7d67cbbf-e8d8-41ce-86d7-9c26757a28f3,4237139274,,,,ACETIC ACID ETHYLENEDINITRILOTETRA DIAMMONIUM SALT,20824-5-6--0,0.001967,3608.013
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,HALLIBURTON,Scale Preventer,Scalechek SCP-2 Scale Inhibitor,GLASSY CALCIUM MAGNESIUM PHOSPHATE,65997-1-7--3,0.00661,
252705a0-faee-4e6c-a345-3059cacd5b95,4237139341,SANJEL,Acid Inhibitor,AI-8,2-POPYN-1-OL,107-1-9--7,5E-05,106.1
5d603964-94f0-48d4-9a67-eabbaa8f511c,4237139022,CHEMPLEX,Non-emulsifier,NE-212,,,0.001462425,1.808946
54a8e07c-76eb-42d0-bf52-d7381e1f590b,4237139133,ASK,Crosslinkers,XL-335,,,0.01609567,1662.166
554b86c9-5175-4db9-bf6b-c9202d7bdbb4,4237138868,,,,TRADE SECRET,100-9-7--0,,
e5667d11-732c-4577-aabb-0da0b576a351,4237139029,CHEMPLEX,Non Emulsifier,Plexbreak 135,AETHYL ALCOHOL,67-5-6--1,0.01295,102.2755
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,HALLIBURTON,Solvent,HYDROCHLORIC ACID 10-30%,15 HCL ACID,,1.06222,
53104f02-c3e6-467a-b911-203399dabdb6,4237139139,,Other Ingredient(s),,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.00489497,2116
7d892112-3f83-4b45-8d07-75db4a89f582,4237139432,,,,SODIUM SOLFOCYANATE,540-7-2--7,7E-05,73.97014
b265863b-56ca-422c-8cfb-231d6215feda,4237139156,BAKER HUGHES,Clay Control,"Ferrotrol 280L , 330 gl tote",ACETIC ACID PROPRIETARY FORMULA,64-1-9--7,0.0012517,651.78
512b3709-6295-4842-9fb6-85ce93108a35,4237138864,,,,GLYCEENE,56-8-1--5,0.01785,
a70db9ae-57b5-441b-9d13-782d6c7215bc,4237139110,FRITZ INDUSTRIES,Gel Breakers,GB-2,SUPPLIED BY OPERATOR,,0.0005489595,5
1dc04387-e823-4f2c-8914-7ac734e8d3a9,4237138922,CHEMPLEX,"Acid Inhibitor ",Plexhib 256,ALKOXYLATED ALCOHOL,,0.0008455106,1.434
0b71ce09-703f-446b-8787-84e7c91f20ce,4237138892,,,,1310-73-2,,0.07851,6041.176
11a889ef-fd3b-4c1a-b280-0f6159e983ed,4237139346,,Hazardous and Non-Hazardous Ingredients,,2-POPYN-1-OL,107-1-9--7,0.0001542972,81
d362b169-efd8-4fb0-89e0-52ac01057cdf,4237138817,CHEMPLEX,Non-emulsifier,NE-212,VINYLIDENE CHLORIDE-METHYL ACRYLATE COPOLY,25038-7-2--6,0.002143644,3.617892
948993fc-69d0-4f87-9a94-f3164d5c35db,4237139298,,Hazardous and Non-Hazardous Ingredients,,ETHYLENE GLYCOL,7647-1-4--5,0.1725189,72576
3fb7cc95-d875-41a5-8100-c7a1b402da28,4237139080,HALLIBURTON,Clay Stabilizer,CLA-STA XP ADDITIVE,POLYEPICHLOROHYDRIN TRIMETHYL AMINE QUARTERNIZED,51838-3-1--4,0.01610609,1333
bb154c31-00bc-4f99-ac79-ee60c058eb03,4237139286,,,,POLYOXY-12-ETHANEDIYL ALPHA-TETRADECYL-OMEGA-HYDROXY-,27306-7-9--2,0,0
af7de166-8655-4809-aff2-eaa91e9beab4,4237139090,FTSI,Non-emulsifier,NE-100,BORATIC ACID,1333-7-3--9,9.26903E-06,148.68
cbdf64b1-cd09-4dd1-a3f2-a4e534f9d280,4237139390,,,,IRIDIUM,,0.06474,110607.4
cd08085f-6e5b-488b-8894-8a73d73a947b,4237139126,BAKER HUGHES,Corrosion Inhibitor,CI-14,IRIDIUM,,7.21E-05,42.775
ef07f702-4d90-45a4-bd23-b377a7007b33,4237139140,ASK,Crosslinkers,XL-335,1310-73-2,,0.005216729,532.4256
af7de166-8655-4809-aff2-eaa91e9beab4,4237139090,FTSI,Friction reducer,FRW-200,ALCOHOLS C12-C16 ETHOXYLATED,68551-1-2--2,2.79603E-05,448.5
ddedc504-f594-4d28-a711-03d37fb1c427,4237138914,REAGENT,Scale Dissolver,15% Hydrochloric Acid,CRYSTALLINE SILICA QUARTZ,7647-0-1--0,0.5374886,672.35
5a11b103-00a4-488c-afbf-1c192579b02a,4237139020,LISTED ABOVE,See Trade Name(s) List,Other Chemicals,WATER,7332-1-8--5,2.38617,16709.98
62659280-3c2d-47ec-8f4a-5336e9c39889,4237139516,CHEMPLEX,Polymer,Plexgel 907L-E,CATIONIC POLYACRYLAMIDE CO POLYMER,,0.004023348,4776.828
28270559-81db-4cc3-8654-9f7c2343d9b5,4237138967,"CHEMPLEX,L. C.",Corrosion Inhibitor,I-122,AETHYL ALCOHOL,67-5-6--1,0.001181415,146
cd08085f-6e5b-488b-8894-8a73d73a947b,4237139126,BAKER HUGHES,Surfactant,InFlo 251G,AETHYL ALCOHOL,67-5-6--1,0.0032778,1943.826
cf1249eb-f108-4b1f-8551-17ec012d6366,4237139179,CHEMPLEX,Friction Reducer,PLEXSLICK 953,POLYOXY-12-ETHANEDIYL ALPHA-SULFO-OMEGA-HYROXY- C10-16-ALKYLETHERS SODIUM SALTS,68585-3-4--2,0.005042704,2360.854
eadd7a60-7a43-4ef5-9cd5-52839c7a7aa1,4237139345,SANJEL,Friction Reducer,FRW-5,PETROLEUM DISTILLATE,64742-4-7--8,0.06046,138100
