WellId,API,Supplier,Purpose,TradeName,IngredientName,CASNumber,PercentOfTotalFluid,IngredientMass
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,,
c5df0ee7-a456-438e-98f3-e970a1be6790,4237138926,CHEMPLEX,"Non emulsifier ",Plexbreak 135,7772-98-7,,0.01630776,26.737
13220e12-ced9-4ea5-9562-e36757a61e59,4237102150,ECONOMY,Friction Reducer,FR-2,HEAVY AROMATIC PETROLEUM NAPHTHA,,,
9cef4484-fc12-49b4-9464-f67014fb2ff7,4237139303,ACE COMPLETIONS,Surfactants,MCS-376,AROMATIC PETROLEUM DISTILLATES,64742-9-4--5,0.0008440962,10.2582
cf6ee7e8-512d-47f5-a2b3-382913f8f2e2,4237139433,,,,ETHOXYLATED SORBITOL TETRAOLEATE,61723-8-3--9,6E-05,61.43314
3015332a-762a-4fde-bdce-3588712d531a,4237139366,,Hazardous and Non-Hazardous Ingredients,,22-DIBROMO-3-NITRILOPROPIONAMIDE,,8.615301E-06,30
d8f1f6d1-604f-4c6b-b5b5-7ca08d91e5bb,4237139310,ARCHER,Friction Reducer,AFR101,INORGANIC SALT,,0.0009265773,1453.943
396a68c3-deb9-479b-aed3-fb67f4de8c87,4237139213,AI-SEALING,Biocide,BIOCIDE 4450-10,TRIMETHYLBENZENE,95-6-3--6,0.0007404939,1652.31
644cf528-3886-4fd2-a1aa-5b498512b47d,4237139466,ACE COMPLETIONS,Gelling Agents,SG-15G,PROP,,0.003589689,11145.13
b8e68783-2023-4645-894d-7f6c6c6a90f2,4237139315,BLUE RIBBON TECHNOLOGY,Clay Stabilizer,CS-1,IRIDIUM,,0.06486972,7780.761
5ae21b8f-67bb-445e-8534-c33c4af957fb,4237139200,WFT,Breaker,WBK-133,SUPPLIED BY OPERATOR,,0.006345285,4310
2e90f9b9-1e8a-4608-b70b-c1828c8686e0,4237139276,C&J WELL SERVICES,Stimulation/cementing additive,FR-1,AMMONIUM CHLORIDE,,0.0003927682,170.82
6795ce81-105b-4e82-aebd-f72c0f620e5e,4237138887,,,,,14808-6-0--7,0.0003,14.33318
ddedc504-f594-4d28-a711-03d37fb1c427,4237138914,ASK,Crosslinker,XL-335,15 HCL,7732-1-8--5,0.01773461,22.1844
b9f5ffdb-7f97-4fa6-8c1e-ca38dda70928,4237139438,,,,,14808-6-0--7,0.00459,14598.21
54a8e07c-76eb-42d0-bf52-d7381e1f590b,4237139133,SANTROL,Proppants,Super LC/Optiprop,,14808-6-0--7,0.2371793,24493
976e221c-3bc4-4637-b314-56f3c28eae30,4237138943,COMPASS FRACTURING,Clay Control,CC1000/9000,ACRYLAMIDE MODIFIED POLYMER,,,
1e699a4e-28f7-4cba-987e-b64cd3298695,4237139444,LIBERTY OILFIELD SERVICES,Corrosion Inhibitor,ACI-97,DIPORPYLENE GLYCOL MONOMETHYL ETHER,34590-9-4--8,6.92524E-05,134.563
0e1378d4-80ef-4eae-8c59-ababbb66a70a,4237139093,LIBERTY OILFIELD SERVICES,Corrosion Inhibitor,ACI-97,HYDROGEN PEROXIDE SOLUTION,7722-8-4--1,1.70739E-05,10.596
f83f9c8b-daec-4d17-b26e-0317f0cfd8a7,4237139260,HALLIBURTON,Crosslinker,CL-31 CROSSLINKER,IRIDIUM,,0.003152816,1755
90704fb0-9887-4954-a457-e3762f983e30,4237139300,,Other Chemicals,,3-FENYLPROPENAL,104-5-5--2,0.000104327,54.93623
a70db9ae-57b5-441b-9d13-782d6c7215bc,4237139110,,Other Ingredient(s),,TRISODIUM NITRILOTRIACETATE IMPURITY,5064-3-1--3,4.035343E-07,1
a869cb8f-dcce-4e5a-b2cd-bd18424a6cf1,4237138981,,,,ACETYLENIC ALCOHOL,67-6-3--0,1.59824,226736.5
b8708054-725a-41e2-b79c-a40f3d55bb30,4237139031,SANTROL,Proppant,Super LC/Optiprop,,14808-6-0--7,0.06455435,6785
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,,SILICA AMORPHOUS - FUMED,1302-7-6--7,,
cd08085f-6e5b-488b-8894-8a73d73a947b,4237139126,,Other Chemicals,,CATIONIC POLYACRYLAMIDE CO POLYMER,,0.0009713,576
ec2917ce-778d-41f5-a054-07c5ca1af4fc,4237139268,FTSI,Friction Reducer - Cationic,FRW-1000,OLEFIN,,0.01971037,27582.75
063128ba-1385-4a01-be4d-8efdaf54fe3c,4237139210,0,0,Hydrochloric Acid (15%),22-DIBROMO-3-NITRILOPROPIONAMIDE,,1.231422,78738.8
b54be442-d085-4623-ba1f-1a888e767354,4237139269,,Corrosion Inhibitor,CI-360,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.0001533883,134.485
252705a0-faee-4e6c-a345-3059cacd5b95,4237139341,CESI,Non-emulsifier/Surfactant,StimOil EN,ACETYLENIC ALCOHOL,67-6-3--0,0.07404,160900
5d603964-94f0-48d4-9a67-eabbaa8f511c,4237139022,ASK,Crosslinker,XL-335,CATIONIC POLYACRYLAMIDE CO POLYMER,,0.02690214,33.2766
9c50e2d0-59d7-4379-8ccd-d800d0e8afcc,4237139398,C&J WELL SERVICES,Iron Control Additives,ICA-1,METHOXYACETIC ACID,625-4-5--6,,
3f7254d2-136d-4235-8a2c-88506442ad54,4237133194,FRAC SPECIALISTS,Friction Reducer,FFR-982LC,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.01491444,174.7005
1d10eee4-63ef-4f7e-9c8b-2cbfabc890c0,4237138955,,,,ALCOHOLS,68131-3-9--5,0.00217,85.89651
bd1453a8-99d0-4537-bdaf-c2d2c3ecf133,4237139384,,,,PROPAN-2-OL,,0.0003126775,950.6163
2a515f4e-9ebd-4ba8-8205-6be9967d3e26,4237139278,SANJEL,Non-MSDS,Other Chemicals,SILICON DIOXIDE,14808-6-0--7,0,0
1056d361-8667-4347-8756-3890e8738a0f,4237139166,"CHEMPLEX,L. C.",Acid Corrosion Inhibitors,I-122,ALDEHYDE,,0.0001648847,9.180672
ec2917ce-778d-41f5-a054-07c5ca1af4fc,4237139268,FTSI,Iron Control,FE-200L,ETHYLENEDIAMINETETRAACETATE SODIUM SALT,64-0-2--8,0.0003265168,456.93
c4765ddf-2b99-48bb-a959-3c78a4003f65,4237138952,CHEMPLEX,Clay Control,CS-14,IRIDIUM,,0.05838766,3900
e5667d11-732c-4577-aabb-0da0b576a351,4237139029,CHEMPLEX,Corrosion Inhibitor,Plexhib 256,2-BUTOXYETHANOL  ,111-7-6--2,0.0001471931,1.146
a5aa715d-e65c-4695-a34e-2ecf7f58920c,4237139325,FINORIC,Acid Corrosion Inhibitors,I-123,TAR BASES QUINOLINE DERIVS BENZYL CHLORIDE-QUATERNIZED,72480-7-0--7,0.0002058811,238.4448
b265863b-56ca-422c-8cfb-231d6215feda,4237139156,BAKER HUGHES,Proppant,Atlas CRC-C 40/70,CRYSTALLINE SILICA IN FORM OF QUARTZ,148-6-0--7,3.130216,1629975
6934955c-6532-4e7b-9e4d-8ad18517080f,4237139052,KELTECH,Scale Inhibitor,SI-625,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.01163799,188.9523
14646344-65f5-4d6f-ad87-4d0a06c97684,4237139409,BJ SERVICES,Non-emulsifier,NE-35,ACID,,0.000538,1646.581
62659280-3c2d-47ec-8f4a-5336e9c39889,4237139516,CHEMPLEX,Scale Inhibitor,Greenhib 679,22-DIBROMO-3-NITRILOPROPIONAMIDE,,0.007720873,9166.816
5ee0dc7f-45da-40e5-b560-4d6ef2b15c3c,4237138830,FTSI,Surfactant,SHALE SURF 1000,POLYOXY-12-EHTANEDIYL,34398-0-1--1,9.110405E-05,768.68
5559ed1e-57e7-48a6-bcac-8311f1a4441b,4237137016,SNF,Friction Reducers,FR-601,POLYOXY-12-ETHANEDIYL ALPHA-TRIDECYL-OMEGA-HYDROXY-BRACHED,69011-3-6--5,0.003509337,17.60157
10ed7f73-eeef-4272-91a6-90d2fc23df42,4237139332,ARCHER,Corrosion Inhibitor,Ahib 160,REACTION PRODUCT OF ACETOPHENONE FORMALDEHYDE THIOUREA AND OLEIC ACID IN DIMETHYL FORMAMIDE,68527-4-9--1,5.48425E-05,123.272
bd1453a8-99d0-4537-bdaf-c2d2c3ecf133,4237139384,,,,22-DIBROMO-3-NITRILOPROPIONAMIDE,,0.01712058,52050.77
7d67cbbf-e8d8-41ce-86d7-9c26757a28f3,4237139274,,,,15 HYDROCHLORIC ACID,101271-1-9--6,0.043667,80097.16
520fc0e9-2a5b-409c-b02d-9763ec161942,4237139222,HALLIBURTON,Clay Stabilizer,CLA-STA XP ADDITIVE,POLYEPICHLOROHYDRIN TRIMETHYL AMINE QUATERNIZED,51838-3-1--4,0.09761198,2056
230a789b-297c-411b-92f4-d9ccd93ea99b,4237134125,MULTIPLE SUPPLIERS,Scale Inhibitors,SI-625,2-HYDROXYPROPANE-123-TRICARBOSYLIC ACID,77-9-2--9,0.01749706,97.91164
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,,ACETYLENIC ALCOHOL,67-6-3--0,0.02152,
cf6ee7e8-512d-47f5-a2b3-382913f8f2e2,4237139433,,,,DISODIUM ETHYLENE DIAMINE TETRA ACETATE IMPURITY,139-3-3--3,0,0
396a68c3-deb9-479b-aed3-fb67f4de8c87,4237139213,BLUE RIBBON TECHNOLOGY,High PH buffer,PH-29B,PETROLEUM DISTILLATES HYDROTREATED LIGHT,7791-1-8--6,0.0003241624,723.324
da838424-2833-4ae5-bae5-f0055d3c830a,4237139112,HALLIBURTON,Gelling Agent,WG-36 GELLING AGENT,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,1.005069E-06,0.13754
c0fcb921-7f71-412b-ba0e-0a4259f81d2d,4237138962,REEF,Breaker,GB-210,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.01131303,521
b9f5ffdb-7f97-4fa6-8c1e-ca38dda70928,4237139438,C&J WELL SERVICES,Paraffin & Scale Additives,SI-6,CPMPOUNDS,,,
310cfc60-559e-45ea-bc57-31ef372b1978,4237139394,SCHLUMBERGER,Myacide|TS GA 25,M300,ACID,,0,0
2a8ef797-1993-4ae7-a2f1-88870f1b9a4c,4237139161,ECONOMY POLYMERS,Iron Control,IC5-Iron Control,ACETIC ACID,,0.005658526,678.949
d362b169-efd8-4fb0-89e0-52ac01057cdf,4237138817,CHEMPLEX,Flouro Surfactant,S-222,2-BUTOXYETHANOL  ,111-7-6--2,0.008183205,13.81104
da838424-2833-4ae5-bae5-f0055d3c830a,4237139112,HALLIBURTON,Biocide,BE-9,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,10,0.00427
c2600b3b-129f-4272-9963-560b0453a063,4237138742,MULTIPLE SUPPLIERS,Foaming Agents,Carbon Dioxide,CARBON DIOXIDE COMPRESSED,124-3-8--9,25.24649,128755.8
1d7e5a1e-935b-4752-baf8-6bb17c285f71,4237139564,CHEMPLEX,Polymer,Plexgel 907L-E,ACRYLAMIDE MODIFIED POLYMER,,0.002395656,3611.522
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,,HEXAMINE,100-9-7--0,0.04959,
c225da26-3a32-4b6e-935e-9d74592d8fce,4237139147,REAGENT,Acidizing,HA04-10-15% HCL,HYDROCHLORIC ACID,,0.1394489,2954.13
18f42abf-002e-4fa7-b9be-c9ec50de7dac,4237139307,BLUE RIBBON TECHNOLOGY,Iron Contral Agent,ICA-1,NITRILOACETIC ACID,139-1-3--9,0.005120901,347.686
84533a70-28cb-466f-8d22-07869272eaa2,4237139492,LIBERTY OILFIELD SERVICES,Friction reduction,FRP-4K,ETHOXYLATED ALCOHOL,9006-6-5--9,0.0007728125,33.929
84533a70-28cb-466f-8d22-07869272eaa2,4237139492,,Other Chemicals,,ALCOHOLSC1114-ISO-C13- RICH ETHOXYLATED,78330-2-1--9,0,0
53104f02-c3e6-467a-b911-203399dabdb6,4237139139,HALLIBURTON,Solvent,HYDROCHLORIC ACID 5-10%,,,0.2414963,104375
a70db9ae-57b5-441b-9d13-782d6c7215bc,4237139110,HALLIBURTON,Surfactant,FDP-S1007-11,GUAR,9000-3-0--0,0.09287262,2168
fb958191-4082-464c-9a76-917c9e79417c,4237138948,FRAC SPECIALISTS,Hydrocloric Acid,10% HCL,CATIONIC POLYACRYLAMIDE CO POLYMER,,0.00751,15164
53104f02-c3e6-467a-b911-203399dabdb6,4237139139,,Other Ingredient(s),,SODIUM CARBONITE,497-1-9--8,9.294435E-06,5
23f4a778-374b-4aed-8908-535196294e33,4237138896,,,,ETHYLENE GLYCOL,7647-1-4--5,,
1d7e5a1e-935b-4752-baf8-6bb17c285f71,4237139564,CHEMPLEX,Friction Reducer,PLEXSLICK 953,HYDROTREATED PETOLEUM DISTILLATE,9003-0-6--9,0.02448493,36911.77
17ce9c1c-1ed5-44af-8249-488ba9d3e196,4237139128,REAGENT,Scale Dissolver,15% Hydrochloric Acid,CRYSTALLINE SILICA QUARTZ,7647-0-1--0,0.05199369,16808.75
0ceda0dd-5c9e-4b17-9e3d-14a6b8d3a394,4237139292,CUSTOMER,Carrier,WATER,ACETIC ACID ETHYLENEDINITRILOTETRA DIAMMONIUM SALT,20824-5-6--0,93.07164,1.24908E+08
4cd9d866-6157-4b3e-be15-b012a852a241,4237139227,NABORS COMPLETION AND PRODUCTION SERVICES,Acid Corrosion Inhibitors,Acid Inhibitor 3M (AI-3M),NN-DIMETHYLFORMAMIDE,,0.000315,49.92422
4cacf634-bb0b-4ff2-ace2-678339b19db9,4237139413,,,,CASTOR OIL POLYOXYETHYLENE ETHER,61791-1-2--6,0.01450362,15900
6934955c-6532-4e7b-9e4d-8ad18517080f,4237139052,FRITZ INDUSTRIES,Breaker,EGB-16LT,AMMONIUM PERSULFATE,7727-5-4--0,0.003076531,49.95
1e699a4e-28f7-4cba-987e-b64cd3298695,4237139444,LIBERTY OILFIELD SERVICES,Sand,"Crystalline Silica, Quartz / Unimin Corp",SILICA QUATZ,,7.23763,1.40633E+07
eecb80be-38f3-4390-9a88-365632f4306b,4237139002,ASK,Crosslinker,XL-335,ELTHYLENE GLYCOL,71767-6-4--1,0.02776982,3297
84533a70-28cb-466f-8d22-07869272eaa2,4237139492,LIBERTY OILFIELD SERVICES,Crosslinker,XLB-88,BORATE SALT,,0.01154012,506.655
f623101e-60d1-4ec5-9e0f-74768c667d12,4237139206,ECONOMY,"Surfactant, non emulsifier",SU-15,ALCOHOLS ETHOXYLATED C9-11,68439-4-6--3,0.02315577,25435.63
c0fcb921-7f71-412b-ba0e-0a4259f81d2d,4237138962,ASK,Polymer,SG-15M,PETROLEUM DISTILLATE,64742-4-7--8,0.1339727,1769
78e00d08-7b0b-437a-9cc8-25981d6ab290,4237139306,SCHLUMBERGER,"Acid Corrosion Inhibitor, Surfactant , Acid, Friction Reducer, Clay Control Agent, Chelating Agent, Propping Agent, Fluid Loss Additive","A286, F112, H075, J627, L071, U042, S012-4070, S100",ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,4E-05,0
ac08e6e7-e33b-41ca-8152-0eb39ab1409c,4237130644,SCHLUMBERGER,"Acid Corrosion Inhibitor, Bactericide (Myacide GA25), Acid, Breaker, Gelling Agent, Crosslinker, Clay Control Agent, Iron Control Agent, AntiFoam Agen","A286, B244B, H036, J218, J475, J580, J604, L055, L058, M045, U028, U042, W054, S012-4070, B352-3050, S012-3050, S525-4080",ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.00077,0
fd60c54a-379f-486c-9656-c716b91ea8a8,4237139041,ASK,Crosslinker,XL-335,107-21-1,,0.009382749,12.20142
598b6eba-30f2-4967-990c-509675ac1ef6,4237138924,CHEMPLEX,"Antimicrobial Solution ",Plexcide B 7,AMINO ALKYL PHOSPHONIC ACID,7664-3-8--2,0.004515886,7.594
785ea26c-4b03-49fc-a381-d8c3dd5dc9de,4237139399,TEGRAEXCEL,prevent emulsions,Non-Emulsifier,3-FENYLPROPENAL,104-5-5--2,,
eecb80be-38f3-4390-9a88-365632f4306b,4237139002,PFP TECHNOLOGY,Polymer,SG-15G,PETROLEUM DISTILLATE,64742-4-7--8,0.1340402,43160
b25b1672-1b27-4e5d-b02c-04563fb2a263,4237138947,CHEMPLEX,Non-emulsifier,NE-217,2-HYDROXYPROPANE-123-TRICARBOSYLIC ACID,77-9-2--9,0.00064,259.09
c5df0ee7-a456-438e-98f3-e970a1be6790,4237138926,CHEMPLEX,"Antimicrobial Solution ",Plexcide B 7,CHLORITE SODIUM,7758-1-9--2,0.0006616758,1.085
90704fb0-9887-4954-a457-e3762f983e30,4237139300,,Other Chemicals,,REMAINDER IS MADE UP OF VARIOUS OTHER OXIDES AND TRACE ELEMENTS OF WHICH CAO MGO AND FE2O3 ARE THE LARGEST PERCENTAGES,,0,0
7e4537b5-ed20-4c5e-a035-74c12b6c0ec1,4237139127,CHEMPLEX,Friction reducer for water,Plexslick 961,ALCOHOL ETHOXYLATE SURFACTANS,,0.00874787,52.073
2146df75-e773-47d3-abd6-9a28939b3e07,4237139347,FRAC SPECIALISTS,Water recovery surfactant,FSU-501LN,2-BUTOXYETHANOL,,0.02234461,262.02
c8c5559e-db15-4fc8-b434-d0c58d7641c1,4237138882,CHEMPLEX,Biocide,Plexcide 24L,AMMONIUM PERSULFATE,7727-5-4--0,0.01366,81.16672
a4a6b3b5-5e70-4a0d-8726-d6b728a7eb69,4237139061,HALLIBURTON,pH Control Additive,MO-67,POTASSIUM HYDROXIDE KOH,1310-5-8--3,0.0004481907,32
b62f52a1-81f4-4cfd-a3a1-47054acb2771,4237138861,,,,ACRYLAMIDE MODIFIED POLYMER,,0.01071,
13220e12-ced9-4ea5-9562-e36757a61e59,4237102150,ECONOMY,Gel Stabilizer,GS-101,10049-04-4,,,
017414d3-3ab4-43b6-beda-f166512cf4fe,4237138866,,,,CALCIUM CHLORIDE,7774-3-4--7,,
78e00d08-7b0b-437a-9cc8-25981d6ab290,4237139306,SCHLUMBERGER,"Acid Corrosion Inhibitor, Surfactant , Acid, Friction Reducer, Clay Control Agent, Chelating Agent, Propping Agent, Fluid Loss Additive","A286, F112, H075, J627, L071, U042, S012-4070, S100",SUPPLIED BY OPERATOR,,0.00086,0
eecb80be-38f3-4390-9a88-365632f4306b,4237139002,CESI,Breaker,EGB-16HT,,14808-6-0--7,0.0004379831,52
3d087b9c-df52-4b38-9881-40f3e2ba569f,4237139360,,Hazardous and Non-Hazardous Ingredients,,NFIDB:FE ACID > 10,,0.03978641,40777
3d1dc164-73a3-4481-be51-2af0307c6e54,4237136309,,,,"ETHANOL
ETHANOL
ETHANOL
",64-1-7--5,0.25774,
c4765ddf-2b99-48bb-a959-3c78a4003f65,4237138952,CESI,Non-emulsifier,NE-227,ACETYLENIC ALCOHOL,67-6-3--0,0.01223147,817
3d1dc164-73a3-4481-be51-2af0307c6e54,4237136309,,,,AMINO ALKYL PHOSPHONIC ACID,7664-3-8--2,,
c7cdad26-754b-409c-a441-ffa310119524,4237137105,REAGENT,Scale Dissolver,15% Hydrochloric Acid,CRYSTALLINE SILICA QUARTZ,7647-0-1--0,0.1725782,65811.29
c7cef78c-8711-444b-86c0-0d934c7e3a24,4237139279,ADVANCED STIMULATION TECHNOLOGIES,Crosslinker,AXL-101,IRIDIUM,,0.005510638,110.655
4cacf634-bb0b-4ff2-ace2-678339b19db9,4237139413,HALLIBURTON,Breaker,HpH BREAKER,ETHYLENE GLYCOL,107-2-1--1,0,0
a6495ae7-11dc-4ff5-ae9d-a38cc0fcef57,4237139030,CHEMPLEX,Clay Control,CS-14,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.06247718,77.28178
53104f02-c3e6-467a-b911-203399dabdb6,4237139139,,Other Ingredient(s),,22-DIBROMO-3-NITRILOPROPIONAMIDE,,4.142346E-05,18
8bd63952-e41b-4ac5-a57d-43b59985a15a,4237139482,ACE COMPLETIONS,Gelling Agents,SG-15G,HEMICELLULOSE ENZYME,9012-5-4--8,0.08656526,3756.294
84650699-116d-4f20-985f-691cd737d0e7,4237138893,,,,IRIDIUM,,,
5a11b103-00a4-488c-afbf-1c192579b02a,4237139020,LISTED ABOVE,See Trade Name(s) List,Other Chemicals,SURFACTANT,9016-4-5--9,0,0
eadd7a60-7a43-4ef5-9cd5-52839c7a7aa1,4237139345,SANJEL,Non-MSDS,Other Chemicals,ACETIC ACID ETHYLENEDINITRILOTETRA DIAMMONIUM SALT,20824-5-6--0,0,0
a4182f29-ab54-4fe7-8f4c-95d892885a25,4237139381,HALLIBURTON,Base Fluid,Hydrochloric Acid,BENZENEMETHANAMINIUM N NN-TRIMETHYL-CHLORIDE,56-9-3--9,0,0
11a889ef-fd3b-4c1a-b280-0f6159e983ed,4237139346,,Hazardous and Non-Hazardous Ingredients,,SORBITAN MONOOLEATE POLYOXYETHYLENE,9005-6-5--6,0.000467836,243
c5df0ee7-a456-438e-98f3-e970a1be6790,4237138926,CHEMPLEX,Carrier/Base Fluid,Plexgel 907,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.08807414,144.402
dfd3734e-5f00-4ec3-ad11-0d2cb94e185e,4237139197,FRAC SPECIALISTS,Gel Breaker Aid,FBKA-412,TRIETHANOLAMINE,102-7-1--6,0.04008311,333.4932
e5667d11-732c-4577-aabb-0da0b576a351,4237139029,CHEMPLEX,Boicide,Plexcide 24L,SODIUM HYDROXIDE,95077-0-5--7,0.0009755819,7.597
c5a09a20-8f6c-412b-9374-96a8b42b83d7,4237139391,,,,1310-73-2,,7.34784E-05,150
e375546e-b932-4250-a135-fe96e754c85d,4237138969,CNR,HCl Acid,15% HCL,CATIONIC POLYACRYLAMIDE CO POLYMER,,1.173197,88588.55
23f4a778-374b-4aed-8908-535196294e33,4237138896,,,,CURED ACRYLIC RESIN,,0.0003129,
d1385976-3d8e-42e8-94c9-73435c92faa1,4237138891,OPERATOR,Carrier,WATER,ACETYLENIC ALCOHOL,67-6-3--0,88.08354,
3d1dc164-73a3-4481-be51-2af0307c6e54,4237136309,ASK,Polymer,SG-15M,GUAR,,0.3352786,2112.889
bd1453a8-99d0-4537-bdaf-c2d2c3ecf133,4237139384,,,,ETHOXYLATED OLEIC ACID,,0.003047905,9266.379
ed6c91ab-d74e-459c-8fc0-20f94c94daca,4237139256,"CHEMPLEX,L. C.",Acid Corrosion Inhibitors,I-122,IRIDIUM,,0.0001221023,4.590336
50fdee2f-217d-4db2-9596-2f9c51e305cf,4237139349,PRODUCERS SERVICE CORPORATION,Gelling Agent,Pro Gel 907L,DISTILLATES PETROLEUM HYDROTREATED LIGHT,,0.1012698,1165.801
84533a70-28cb-466f-8d22-07869272eaa2,4237139492,,Other Chemicals,,ACETALDEHYDE,75-0-7--0,0,0
84533a70-28cb-466f-8d22-07869272eaa2,4237139492,LIBERTY OILFIELD SERVICES,Friction reduction,FRP-4K,REMAINDER IS MADE UP OF VARIOUS OTHER OXIDES AND TRACE ELEMENTS OF WHICH CAO MGO AND FE2O3 ARE THE LARGEST PERCENTAGES,,0.001159219,50.894
9cef4484-fc12-49b4-9464-f67014fb2ff7,4237139303,ACE COMPLETIONS,Surfactants,MCS-376,WATER,7732-1-8--5,0.06330722,769.365
4cbf3949-a763-4cf9-bac4-238e3128b042,4237139037,SNF,Friction Reducer,FR-601,ACID,,0.03293967,10438
cf6ee7e8-512d-47f5-a2b3-382913f8f2e2,4237139433,,,,15 HCL,7732-1-8--5,0,0
d3453665-18c1-4362-a37c-418644bf1072,4237139448,SNF,Friction Reducers,FR-601,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.006534208,20077.17
15e8da6c-f159-4859-9fd8-bf3a4a8017f7,4237139033,LISTED ABOVE,See Trade Name(s) List,Other Chemicals,IRIDIUM,,0.1032201,973.3381
976e221c-3bc4-4637-b314-56f3c28eae30,4237138943,,,,CITRIC ACID,124-0-4--9,0.00326,
e404dc0a-dc4f-4be7-b2f4-e949827c0ff3,4237139185,,Hazardous and Non-Hazardous Ingredients,,SUPPLIED BY OPERATOR,,0.0002316426,267
286eb1cb-3a4c-47fe-8bff-38b16eadff0c,4237139273,,,,SODIUM PERBONATE TETRAHYDRATE,10486-0-0--7,0.032239,54234.19
77abe0cd-e67a-4a56-9e01-f2dc53c3ba8d,4237139025,CHEMPLEX,Friction reducer for water,Plexslick 961,ALCOHOL ETHOXYLATE SURFACTANS,,0.005873588,34.715
512b3709-6295-4842-9fb6-85ce93108a35,4237138864,"CHEMPLEX,L. C.",Acid Corrosion Inhibitor,I-112,CATIONIC POLYACRYLAMIDE CO POLYMER,,0.00071,
c225da26-3a32-4b6e-935e-9d74592d8fce,4237139147,ECONOMY POLYMERS,Iron Control,IC5-Iron Control,2-HYDROXYPROPANE-123-TRICARBOXYLIC ACID,,0.00265692,189.54
da838424-2833-4ae5-bae5-f0055d3c830a,4237139112,HALLIBURTON,Breaker,OPTIFLO-HTE,,14808-6-0--7,7.52669E-09,0.00103
178aea95-aefd-41db-95e1-a068ccfe9556,4237139240,SANJEL,Acid Inhibitor,AI-8,2-POPYN-1-OL,107-1-9--7,0.00014,88.81
b9f5ffdb-7f97-4fa6-8c1e-ca38dda70928,4237139438,C&J WELL SERVICES,Friction Reducer,FR-18,IRIDIUM,,,
948993fc-69d0-4f87-9a94-f3164d5c35db,4237139298,,Hazardous and Non-Hazardous Ingredients,,REMAINDER IS MADE UP OF VARIOUS OTHER OXIDES AND TRACE ELEMENTS OF WHICH CAO MGO AND FE2O3 ARE THE LARGEST PERCENTAGES,,4.981919E-05,22
c0fcb921-7f71-412b-ba0e-0a4259f81d2d,4237138962,SANTROL,Resin Activator,Superset W,SURFACTANT,9016-4-5--9,0.05616188,1463
6ceb2625-f4f1-491f-b532-fb87eac2e9ba,4237138949,CHEMPLEX,Non-emulsifier,NE-212,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.0004538427,0.5788627
02e69138-c0e6-4b30-b6b0-c94b292b4563,4237139199,CUSTOMER,Carrier/Base Fluid,WATER,AETHYL ALCOHOL,67-5-6--1,92.14164,729019.2
eadd7a60-7a43-4ef5-9cd5-52839c7a7aa1,4237139345,SANJEL,Defoamer,DF-1,AMMONIUM PERSULFATE,,9E-05,208.9
eb7940b5-1532-4cf0-947a-57bc76491db6,4237138999,,Liquid Biocide,BC1058-Liquid Biocide,TETRAHYDRO-35-DIMETHYL-2H-135-THIADIAZINE-2-THIONE,533-7-4--4,0.007077942,1050.268
50fdee2f-217d-4db2-9596-2f9c51e305cf,4237139349,PRODUCERS SERVICE CORPORATION,Guar Crosslinker,Pro XL 101,CATIONIC POLYACRYLAMIDE CO POLYMER,,0.004250489,48.931
6be4f61f-5c9c-42c9-8da9-7318d72236ea,4237138803,HALLIBURTON,Gelling Agent,WG-36,PETROLEUM DISTILLATE,,,
6934955c-6532-4e7b-9e4d-8ad18517080f,4237139052,CHEMPLEX,Clay Control,CS-14,ALKYLBENZENE SULFONATE COMPD WITH TIETHANOLAMINE,,0.04203057,2241
9cd9d0b8-bef0-463d-9017-6e84f16173f5,4237138973,,Water,WATER,ACETIC ACID ETHYLENEDINITRILOTETRA DIAMMONIUM SALT,20824-5-6--0,0.7722682,144842
72580937-b6d8-4aa1-8243-b9f8fbb157bb,4237139393,,,,15 HCL,7732-1-8--5,5E-05,124
644cf528-3886-4fd2-a1aa-5b498512b47d,4237139466,ACE COMPLETIONS,Scale Inhibitors,SI-625,DIETHYLENETRIAMINEPENTAMETHYLENEPHOSPHONIC ACID SODIUM SALT,22042-9-6--2,0.004737754,14709.59
