API,Comments,LowerPerf,PerfDate,Reservoir,UpperPerf,WellId
4232938046,,11120,,,10841,6b3b9a36-d0f4-458d-bdb4-0ad7be6bd7e1
4232938431,,10204,,WOLFCAMP D,10025,7a2d863a-8037-4b41-af15-7ca86d63fa69
4232936627,,8778,,LOWER SPRABERRY,8494,706e6c83-20d2-452a-b92a-22cc6c1f80f3
4232937634,,11670,,,8233,32a9b4b5-48e8-43fb-b45d-c402915f5150
4232938046,,10282,,WOLFCAMP C,10036,6b3b9a36-d0f4-458d-bdb4-0ad7be6bd7e1
4232938341,,11162,,,10636,51671a3b-8edb-412f-805f-190135e6f2a4
4232938341,,10538,,WOLFCAMP D,8375,51671a3b-8edb-412f-805f-190135e6f2a4
4232935110,,10265,,WOLFCAMP C,8213,a40e3cfb-761d-42e2-94fd-1217cf8660e7
4232938046,,8647,,LOWER SPRABERRY,8348,6b3b9a36-d0f4-458d-bdb4-0ad7be6bd7e1
4232936336,,10710,,UPPER SPRABERRY,8094,f135f263-14b5-402a-80b5-d11a3473a039
4232938422,,10662,,WOLFCAMP D,8182,c5b72e26-4297-4cc8-9288-41447f40c250
4232935110,,10900,,LOWER SPRABERRY,8213,a40e3cfb-761d-42e2-94fd-1217cf8660e7
4232938046,,10600,,,10407,6b3b9a36-d0f4-458d-bdb4-0ad7be6bd7e1
4232938422,,11155,,,10900,c5b72e26-4297-4cc8-9288-41447f40c250
4232937280,,11781,,DEAN,9050,49512c42-5fc6-40fb-a271-91dbb515a314
4232938347,,10532,,UPPER SPRABERRY,8457,4b14a33e-72b1-44a4-b8ea-fe45f72c3297
4232936671,,10124,,WOLFCAMP D,8784,5888ef7b-c781-4e0f-8994-6fb0c83c9853
4232938144,,11154,,UPPER SPRABERRY,7780,f5297761-64a3-43d1-bfaf-c4b470925675
4232938347,,11202,,,10668,4b14a33e-72b1-44a4-b8ea-fe45f72c3297
4232936671,,8567,,WOLFCAMP A,8403,5888ef7b-c781-4e0f-8994-6fb0c83c9853
4232937784,,11236,,,10738,de3306b8-a070-41a5-b0a9-6fb4e97892c7
4232938508,,10883,,LOWER SPRABERRY,8580,b1439980-3619-4c96-9abb-90cfb264b0cd
4232938186,,10770,,,10636,4849fb1d-c69a-4e7f-8cc8-cf37523d62ac
4232937784,,10585,,UPPER SPRABERRY,8353,de3306b8-a070-41a5-b0a9-6fb4e97892c7
4232938418,,9490,,LOWER SPRABERRY,8750,cf7f95b3-c19c-4647-8034-698f496df36c
4232936671,,8283,,UPPER SPRABERRY,7072,5888ef7b-c781-4e0f-8994-6fb0c83c9853
4232938186,,10576,,WOLFCAMP D,10422,4849fb1d-c69a-4e7f-8cc8-cf37523d62ac
4232938418,,10700,,,10660,cf7f95b3-c19c-4647-8034-698f496df36c
4232938595,,11332,,LOWER SPRABERRY,9340,5c808048-70bf-4a12-816e-22df0725b0c4
4232937881,,10605,,UPPER SPRABERRY,7960,a1334228-f60e-48ed-bee0-4ed815786fa2
4232938186,,10362,,WOLFCAMP D,8035,4849fb1d-c69a-4e7f-8cc8-cf37523d62ac
4232938418,,10530,,WOLFCAMP B,9680,cf7f95b3-c19c-4647-8034-698f496df36c
4232936777,,9986,,,7830,7b7f2b63-854b-4ac1-ba68-4d7c7b3daafc
4232938639,,11254,,UPPER SPRABERRY,8236,25f23177-9cdd-4ea2-ad65-a6fa11e4b937
4232936777,,9986,,,7830,7b7f2b63-854b-4ac1-ba68-4d7c7b3daafc
4232937931,,11105,,,7494,3177a0b1-4a47-488b-8519-300ed1a89d65
4232938511,,11304,,UPPER SPRABERRY,7792,e7d7317d-4b31-4777-9ce2-b816b90deaab
4232938263,,11348,,WOLFCAMP A,9292,721df1f1-7b30-40ad-89d7-ff8f20c26882
4232937975,,10840,,WOLFCAMP A,9280,eba36bff-5946-4eb6-84d2-7e21097da52e
4232900235,,10891,,LOWER SPRABERRY,8318,f877e205-8d06-4ff4-b526-35b8901faff2
4232936821,,10570,,WOLFCAMP D,10300,9c90b7e8-7701-488b-b826-2ec0fcca6d61
4232938262,,9963,,WOLFCAMP C,7970,eef27281-ef4b-4759-afca-d41661c294a7
4232938285,,10848,,,7721,0962f715-91b4-4755-b8ea-2f26ce1161b5
4232900235,,11522,,,11450,f877e205-8d06-4ff4-b526-35b8901faff2
4232936821,,9450,,DEAN,9430,9c90b7e8-7701-488b-b826-2ec0fcca6d61
4232937947,,11605,,LOWER SPRABERRY,9260,0c727020-e060-40ec-9a6e-008602479ae7
4232900235,,11522,,,11450,f877e205-8d06-4ff4-b526-35b8901faff2
4232938698,,10790,,,10714,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232936821,,9954,,WOLFCAMP C,9934,9c90b7e8-7701-488b-b826-2ec0fcca6d61
4232938308,,10049,,WOLFCAMP C,7910,57f43743-9900-4a1f-8baf-e92d22c765a0
4232938698,,10945,,,10882,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232936821,,8450,,UPPER SPRABERRY,8167,9c90b7e8-7701-488b-b826-2ec0fcca6d61
4232938547,,10500,,UPPER SPRABERRY,7928,e22022ff-97e5-45c7-9fee-e1abe64b09de
4232938073,,10832,,UPPER SPRABERRY,8530,0c155dd9-00d8-41fc-be2e-de3615cf74e5
4232938698,,11076,,UPPER SPRABERRY,7912,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232936821,,9242,,LOWER SPRABERRY,8650,9c90b7e8-7701-488b-b826-2ec0fcca6d61
4232938698,,9950,,WOLFCAMP B,9812,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232936821,,9760,,WOLFCAMP B,9700,9c90b7e8-7701-488b-b826-2ec0fcca6d61
4232937234,,11210,,UPPER SPRABERRY,8590,12a2054e-733d-42f3-8a5c-4ee29abc66b0
4232938034,,9000,,UPPER SPRABERRY,8002,0534130b-abc4-4ad5-b63a-82fe97291df7
4232938698,,8643,,LOWER SPRABERRY,8454,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232938034,,9233,,WOLFCAMP A,9110,0534130b-abc4-4ad5-b63a-82fe97291df7
4232938633,,9510,,UPPER SPRABERRY,8334,0dc8e2bf-3bca-4600-b2a1-435fc59135e8
4232936855,,10430,,LOWER SPRABERRY,8940,c19b1bf5-bd3d-48b0-9976-71ae33a987a5
4232938034,,10784,,,10620,0534130b-abc4-4ad5-b63a-82fe97291df7
4232938395,,11274,,LOWER SPRABERRY,8190,56d21399-9dbb-4008-8f10-5f107f10eca3
4232938698,,11076,,,11056,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232938034,,10524,,WOLFCAMP A,9318,0534130b-abc4-4ad5-b63a-82fe97291df7
4232938633,,11099,,,10773,0dc8e2bf-3bca-4600-b2a1-435fc59135e8
4232938034,,11264,,,10850,0534130b-abc4-4ad5-b63a-82fe97291df7
4232936906,,10660,,UPPER SPRABERRY,8185,641ee855-251d-433a-9793-2bc60dcc0bb3
4232938698,,9429,,WOLFCAMP A,9319,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232939250,,10656,,,8238,ac153986-8823-4777-a757-640a41e05750
4232938633,,10599,,WOLFCAMP B,9722,0dc8e2bf-3bca-4600-b2a1-435fc59135e8
4232938375,,10814,,,7786,9dff9fe2-a7b0-46da-ae88-391ad1b056ce
4232938698,,8105,,UPPER SPRABERRY,7912,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232939250,,11249,,,10798,ac153986-8823-4777-a757-640a41e05750
4232936805,,10394,,,10296,f6c0d753-0dc7-4edd-8fd2-f3051902a928
4232938662,,15719,,,9057,5ac11b33-5b4c-456d-9c7b-2e4b3e515df0
4232938698,,10265,,WOLFCAMP C,10093,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232938131,,10573,,WOLFCAMP D,10445,eec2aabe-544f-46f2-8fc7-32eef0195242
4232936805,,9012,,WOLFCAMP A,8769,f6c0d753-0dc7-4edd-8fd2-f3051902a928
4232938444,,10478,,WOLFCAMP A,9264,867f2490-63bd-465e-a928-2db878670de5
4232939302,,19128,,,9243,30889366-14aa-46ce-ae9c-f58beac1cee3
4232938698,,9713,,WOLFCAMP A,9552,995b285e-95aa-43d1-a1c8-dffce3b4826b
4232936805,,8618,,LOWER SPRABERRY,7370,f6c0d753-0dc7-4edd-8fd2-f3051902a928
4232938444,,9188,,DEAN,9185,867f2490-63bd-465e-a928-2db878670de5
4232938682,,11304,,WOLFCAMP A,9454,216c7c41-64b5-4478-8d84-814bcac82806
4232936805,,10206,,WOLFCAMP D,9095,f6c0d753-0dc7-4edd-8fd2-f3051902a928
4232938444,,9088,,LOWER SPRABERRY,8190,867f2490-63bd-465e-a928-2db878670de5
4232938131,,10863,,,10759,eec2aabe-544f-46f2-8fc7-32eef0195242
4232938444,,11050,,,10562,867f2490-63bd-465e-a928-2db878670de5
4232938720,,9084,,LOWER SPRABERRY,8294,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232936786,,11000,,WOLFCAMP A,9330,f9df2350-782d-4e7a-a7b8-321b8379cf40
4232938700,,10784,,UPPER SPRABERRY,8194,a0446748-3a72-49e9-aebd-41a2487f3de8
4232938131,,10126,,WOLFCAMP D,10002,eec2aabe-544f-46f2-8fc7-32eef0195242
4232939413,,14382,,,9950,d0b1803b-f4a2-4a96-b589-28b2a2a1fc6b
4232938720,,9084,,LOWER SPRABERRY,8924,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232938131,,8843,,LOWER SPRABERRY,8632,eec2aabe-544f-46f2-8fc7-32eef0195242
4232938720,,9805,,WOLFCAMP B,9586,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232938464,,10533,,WOLFCAMP C,10078,9dbfdc85-03a6-4609-a5e0-de4797dcc9c8
4232938794,,14655,,,10094,e86f15e5-d978-4d8d-b4ce-f0c8edd06c2f
4232938131,,9790,,WOLFCAMP C,9712,eec2aabe-544f-46f2-8fc7-32eef0195242
4232936920,,11170,,WOLFCAMP D,10590,fe1ffb2a-195c-4add-8284-a52cb9c7cf0f
4232938720,,10233,,WOLFCAMP C,10024,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232938464,,9627,,WOLFCAMP B,9432,9dbfdc85-03a6-4609-a5e0-de4797dcc9c8
4232938131,,9597,,WOLFCAMP B,9449,eec2aabe-544f-46f2-8fc7-32eef0195242
4232939275,,19113,,,9676,4c6277ff-15cd-4200-8286-f9e54b67db34
4232938720,,10811,,,10618,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232936920,,10590,,UPPER SPRABERRY,8310,fe1ffb2a-195c-4add-8284-a52cb9c7cf0f
4232938464,,9921,,WOLFCAMP B,9712,9dbfdc85-03a6-4609-a5e0-de4797dcc9c8
4232938131,,8533,,UPPER SPRABERRY,8512,eec2aabe-544f-46f2-8fc7-32eef0195242
4232938853,,17535,,,10285,ec4f46f8-4cc7-495b-a21f-825b201b1b48
4232938720,,8709,,LOWER SPRABERRY,8478,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232938464,,9213,,LOWER SPRABERRY,8958,9dbfdc85-03a6-4609-a5e0-de4797dcc9c8
4232938131,,11093,,,10952,eec2aabe-544f-46f2-8fc7-32eef0195242
4232937000,,10052,,WOLFCAMP A,9290,b5d3c97f-4a3e-4da0-b3aa-8bc6d3fe5bc8
4232938720,,10463,,WOLFCAMP D,10326,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232938464,,8775,,UPPER SPRABERRY,8240,9dbfdc85-03a6-4609-a5e0-de4797dcc9c8
4232938922,,16442,,,10052,bb0c6ba7-e6e1-4fe7-b7e6-5b189035f384
4232939322,,10505,,LOWER SPRABERRY,8138,c617dafb-400e-4590-a55c-79f2ed7811b7
4232938131,,8842,,LOWER SPRABERRY,8632,eec2aabe-544f-46f2-8fc7-32eef0195242
4232938720,,8343,,UPPER SPRABERRY,8144,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232938457,,10802,,UPPER SPRABERRY,8052,311c2841-9113-4014-92fd-a4973528dfa3
4232937000,,10771,,WOLFCAMP D,10681,b5d3c97f-4a3e-4da0-b3aa-8bc6d3fe5bc8
4232938720,,9506,,WOLFCAMP A,9317,ea2c3989-ba48-4b1e-b3ba-7e421148339c
4232938931,,11370,,WOLFCAMP A,9195,3f98baa6-f242-4012-afb5-d23b68c539c4
4232938189,,10974,,UPPER SPRABERRY,7983,98a5ea31-787d-447f-a1fe-83b725a9be0e
4232937000,,9200,,WOLFCAMP A,8987,b5d3c97f-4a3e-4da0-b3aa-8bc6d3fe5bc8
4232939338,,10306,,WOLFCAMP D,8990,90e6be55-6629-4f60-8912-b671c8161588
4232938702,,10685,,WOLFCAMP D,7676,b1103766-53bd-43b5-81ce-337c8ba212ab
4232937000,,8856,,LOWER SPRABERRY,7936,b5d3c97f-4a3e-4da0-b3aa-8bc6d3fe5bc8
4232939030,,11165,,UPPER SPRABERRY,8013,724409c3-862f-4088-82e6-1751870ab7fa
4232938702,,11150,,,10935,b1103766-53bd-43b5-81ce-337c8ba212ab
4232938219,,11257,,,10655,3861f236-17d7-4ca5-8b24-1f829ca3cef6
4232931460,,9900,,WOLFCAMP D,9880,e90e85a0-9875-4141-871e-99ed8d8333cd
4232938219,,10543,,UPPER SPRABERRY,8413,3861f236-17d7-4ca5-8b24-1f829ca3cef6
4232936961,,11025,,,10485,a89ee9d9-e98b-43d1-9d2b-0b2fc1078847
4232937017,,11018,,UPPER SPRABERRY,8125,4ecf13fb-5c72-40c6-a1a2-d7464a3c73ad
4232938560,,10314,,WOLFCAMP D,7904,8d95ed6d-0a1c-4051-8888-9007880ce576
4232931460,,9875,,WOLFCAMP D,9864,e90e85a0-9875-4141-871e-99ed8d8333cd
4232937606,,10982,,WOLFCAMP A,9286,239210f2-ec86-4103-bf85-f1f72055437c
4232936961,,10355,,UPPER SPRABERRY,8253,a89ee9d9-e98b-43d1-9d2b-0b2fc1078847
4232931460,,9519,,WOLFCAMP B,7822,e90e85a0-9875-4141-871e-99ed8d8333cd
4232937740,,10430,,,10416,938f7050-5da9-4ee3-b0b8-c70836f47811
4232938851,,19482,,,10146,7a828e00-bf31-4a27-9ae8-0bff58ff6984
4232939104,,10619,,WOLFCAMP B,9688,b354167e-e316-460b-a0a8-a8c78b0426af
4232937740,,8756,,LOWER SPRABERRY,8746,938f7050-5da9-4ee3-b0b8-c70836f47811
4232938239,,10831,,LOWER SPRABERRY,8781,df46486a-3ccf-4635-9fba-3836af14314f
4232938891,,11022,,UPPER SPRABERRY,7838,56c3fe9b-0550-4d42-935a-5f340b788dcf
4232939104,,9515,,WOLFCAMP A,8257,b354167e-e316-460b-a0a8-a8c78b0426af
4232931460,,11870,,,11705,e90e85a0-9875-4141-871e-99ed8d8333cd
4232937100,,9870,,WOLFCAMP D,7878,127561bc-30f2-4ab2-acaa-9e586ffe38e3
4232939104,,11185,,,10914,b354167e-e316-460b-a0a8-a8c78b0426af
4232937740,,10005,,WOLFCAMP D,9995,938f7050-5da9-4ee3-b0b8-c70836f47811
4232938920,,10990,,UPPER SPRABERRY,8550,c6ac3dcc-0598-4370-b275-aed2e6da85e6
4232937740,,10290,,,10270,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937396,,9727,,WOLFCAMP B,9500,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232931460,,13230,,,13224,e90e85a0-9875-4141-871e-99ed8d8333cd
4232938928,,14000,,,11953,293875cc-dd31-4183-a90c-1ed876996fef
4232937740,,10200,,,10180,938f7050-5da9-4ee3-b0b8-c70836f47811
4232939052,,17928,,,9106,d4c1a1c7-a2ee-45ab-ab19-0c8749895e2e
4232937396,,8683,,LOWER SPRABERRY,8415,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232937147,,10132,,WOLFCAMP A,8574,ed395eec-e1af-4e8e-8a24-7e6613bd313b
4232937740,,9650,,WOLFCAMP B,9640,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937396,,10053,,WOLFCAMP D,9841,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232931460,,11958,,,11913,e90e85a0-9875-4141-871e-99ed8d8333cd
4232938928,,5400,,,4675,293875cc-dd31-4183-a90c-1ed876996fef
4232939221,,10906,,UPPER SPRABERRY,8300,e0941481-ee79-4b33-8931-00fdc654a072
4232937147,,8493,,DEAN,8352,ed395eec-e1af-4e8e-8a24-7e6613bd313b
4232937740,,9714,,WOLFCAMP C,9706,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937396,,7924,,UPPER SPRABERRY,7639,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232937147,,10210,,,10170,ed395eec-e1af-4e8e-8a24-7e6613bd313b
4232937740,,8256,,UPPER SPRABERRY,8252,938f7050-5da9-4ee3-b0b8-c70836f47811
4232938992,,11066,,UPPER SPRABERRY,8160,b2442e51-8b32-46f2-86d4-94f4e122d6aa
4232937396,,10448,,,10175,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232937147,,8207,,LOWER SPRABERRY,7000,ed395eec-e1af-4e8e-8a24-7e6613bd313b
4232937740,,9150,,WOLFCAMP A,9130,938f7050-5da9-4ee3-b0b8-c70836f47811
4232938178,,10660,,,10590,3d59572d-ea7b-4b39-9d61-1a29a3be1924
4232936491,,10230,,UPPER SPRABERRY,8040,9c954b97-a246-4b4b-9899-2e490096c6c9
4232937147,,10210,,UPPER SPRABERRY,7000,ed395eec-e1af-4e8e-8a24-7e6613bd313b
4232937396,,9378,,WOLFCAMP A,9147,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232938178,,7910,,UPPER SPRABERRY,7890,3d59572d-ea7b-4b39-9d61-1a29a3be1924
4232937740,,9290,,WOLFCAMP A,9270,938f7050-5da9-4ee3-b0b8-c70836f47811
4232939091,,10618,,UPPER SPRABERRY,8376,28de0794-7295-43b6-b29e-6b6283ff285f
4232936635,,10150,,WOLFCAMP D,7916,05b238bd-6e26-4284-991c-099e7c04bbd4
4232937182,,10076,,UPPER SPRABERRY,7896,28b0b328-6955-4bc8-bca5-969493032486
4232938178,,8960,,UPPER SPRABERRY,8290,3d59572d-ea7b-4b39-9d61-1a29a3be1924
4232937740,,8844,,LOWER SPRABERRY,8834,938f7050-5da9-4ee3-b0b8-c70836f47811
4232939091,,11251,,,10716,28de0794-7295-43b6-b29e-6b6283ff285f
4232937396,,10742,,,10722,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232938178,,10086,,,10066,3d59572d-ea7b-4b39-9d61-1a29a3be1924
4232937740,,10230,,,10220,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937237,,10680,,UPPER SPRABERRY,7965,bd1e38ce-a307-41f4-816a-504b16f43cc4
4232939102,,10610,,UPPER SPRABERRY,8147,bc40e5a3-f6dc-4ec6-b18c-187ad06f6ec8
4232937740,,9462,,WOLFCAMP B,9448,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937396,,10448,,,7248,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232938178,,9570,,WOLFCAMP A,9230,3d59572d-ea7b-4b39-9d61-1a29a3be1924
4232935186,,10981,,LOWER SPRABERRY,8352,cc5c4694-de23-4973-9ca8-09ce8a6c69a1
4232939102,,11067,,,10675,bc40e5a3-f6dc-4ec6-b18c-187ad06f6ec8
4232937740,,8410,,UPPER SPRABERRY,8400,938f7050-5da9-4ee3-b0b8-c70836f47811
4232938178,,9870,,WOLFCAMP D,9850,3d59572d-ea7b-4b39-9d61-1a29a3be1924
4232935186,,10658,,LOWER SPRABERRY,8352,cc5c4694-de23-4973-9ca8-09ce8a6c69a1
4232937396,,8306,,UPPER SPRABERRY,8030,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232937740,,9970,,WOLFCAMP D,9960,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937265,,11130,,UPPER SPRABERRY,8130,dde8b7d2-8f31-447b-bff8-ccdbdaf9ca52
4232938178,,10320,,,10270,3d59572d-ea7b-4b39-9d61-1a29a3be1924
4232937740,,8550,,LOWER SPRABERRY,8538,938f7050-5da9-4ee3-b0b8-c70836f47811
4232936638,,10220,,WOLFCAMP C,10030,5b9a8fb6-e73c-470c-b19b-b3d661e9153b
4232937396,,10570,,,10550,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232939144,,9083,,LOWER SPRABERRY,8893,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232937308,,11216,,,10670,e11170c9-827b-4745-930d-77e3e5e4b294
4232936638,,9896,,WOLFCAMP B,9800,5b9a8fb6-e73c-470c-b19b-b3d661e9153b
4232937740,,10355,,,10345,938f7050-5da9-4ee3-b0b8-c70836f47811
4232939144,,10807,,,10608,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232939151,,20155,,,10367,7d99069c-d51d-49d0-ae66-98fb6dca8cb7
4232937308,,10486,,WOLFCAMP D,8395,e11170c9-827b-4745-930d-77e3e5e4b294
4232936638,,8550,,LOWER SPRABERRY,8484,5b9a8fb6-e73c-470c-b19b-b3d661e9153b
4232937396,,7531,,,7248,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232939144,,10807,,UPPER SPRABERRY,8168,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232937740,,8910,,LOWER SPRABERRY,8898,938f7050-5da9-4ee3-b0b8-c70836f47811
4232936638,,9426,,WOLFCAMP A,9360,5b9a8fb6-e73c-470c-b19b-b3d661e9153b
4232939205,,10780,,,7720,0c048d5f-01b5-4d0a-b854-606785ca3099
4232939144,,10196,,WOLFCAMP D,9924,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232937740,,9750,,WOLFCAMP C,9740,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937396,,9044,,LOWER SPRABERRY,8803,3463fb6a-8c0d-4337-84fd-a88cb5fef4fd
4232936638,,7824,,UPPER SPRABERRY,7772,5b9a8fb6-e73c-470c-b19b-b3d661e9153b
4232939144,,9603,,WOLFCAMP B,9536,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232937346,,10560,,UPPER SPRABERRY,8291,a495a154-5428-425c-86ec-092898744ecf
4232937740,,8322,,UPPER SPRABERRY,8312,938f7050-5da9-4ee3-b0b8-c70836f47811
4232939347,,10984,,UPPER SPRABERRY,8621,dc679c4c-cd36-471f-813a-856f91f41fdf
4232936638,,8098,,UPPER SPRABERRY,8000,5b9a8fb6-e73c-470c-b19b-b3d661e9153b
4232939144,,8449,,UPPER SPRABERRY,8168,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232937740,,8808,,LOWER SPRABERRY,8798,938f7050-5da9-4ee3-b0b8-c70836f47811
4232937286,,11740,,DEAN,9154,6a64a557-9221-4d93-b94c-979aae6acc9e
4232939144,,9443,,WOLFCAMP A,9318,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232937740,,8988,,LOWER SPRABERRY,8976,938f7050-5da9-4ee3-b0b8-c70836f47811
4232936999,,10780,,WOLFCAMP A,9190,2d0324a8-e71c-4ca1-aa31-0269e7c0a6ba
4232939144,,8765,,LOWER SPRABERRY,8554,35e3c8ad-cc56-4d5e-8bb9-629aaf8da095
4232937740,,9690,,WOLFCAMP C,9680,938f7050-5da9-4ee3-b0b8-c70836f47811
4232938400,,11310,,LOWER SPRABERRY,8335,aeabfabf-3f47-4bab-801f-84c23e336ce1
4232939325,,11349,,WOLFCAMP A,9241,30ad6159-b0ca-4563-8976-226eeb40f38a
4232937740,,10345,,,10335,938f7050-5da9-4ee3-b0b8-c70836f47811
4232936713,,10560,,,10250,0c05599b-0d1a-457e-a920-77e009a51852
4232938400,,11310,,LOWER SPRABERRY,8355,aeabfabf-3f47-4bab-801f-84c23e336ce1
4232937740,,10160,,,10150,938f7050-5da9-4ee3-b0b8-c70836f47811
4232939117,,11374,,WOLFCAMP A,9270,68b445a6-127b-4ddd-a9c2-08b8d84126d3
4232939360,,17034,,WOLFCAMP A,9707,a9eec872-f089-41eb-85cc-93a7be5bf1a0
4232938421,,11030,,UPPER SPRABERRY,8380,f3d9249d-bfd1-49c1-99f3-06acaff26eb8
4232936713,,10174,,LOWER SPRABERRY,8000,0c05599b-0d1a-457e-a920-77e009a51852
4232936490,,10625,,WOLFCAMP C,10000,6ca71abd-4a6f-4e68-be0f-cc79e1fd289c
4232936713,,10560,,LOWER SPRABERRY,8000,0c05599b-0d1a-457e-a920-77e009a51852
4232939450,,11358,,UPPER SPRABERRY,7917,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232939229,,14702,,,9541,b06e2295-b26f-4aca-be94-ed23b1bb15d1
4232938628,,11276,,,10744,c0c40c13-0e27-41d1-8254-4b2058e72579
4232937374,,10177,,WOLFCAMP A,8550,7f7e9b9f-32f5-45d7-8adb-79f66bb7b42d
4232939450,,9880,,,9720,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232938359,,10864,,,10538,3019c7be-b2ff-4ba3-87dd-b8601045688d
4232938628,,10658,,UPPER SPRABERRY,8328,c0c40c13-0e27-41d1-8254-4b2058e72579
4232939450,,11358,,,11190,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232939203,,7984,,UPPER SPRABERRY,7847,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232939450,,11036,,,10880,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232938359,,11136,,,10988,3019c7be-b2ff-4ba3-87dd-b8601045688d
4232936829,,9981,,,7490,5a993283-5627-44a2-ac74-0c1c05fc453a
4232937374,,10280,,,10277,7f7e9b9f-32f5-45d7-8adb-79f66bb7b42d
4232939203,,9488,,WOLFCAMP B,9260,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232938701,,10635,,LOWER SPRABERRY,7877,6866f863-dc56-460e-84a3-6b7d9b721001
4232938359,,9058,,DEAN,8972,3019c7be-b2ff-4ba3-87dd-b8601045688d
4232939203,,9688,,WOLFCAMP C,9575,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232939450,,8925,,,8693,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232937374,,8313,,UPPER SPRABERRY,7240,7f7e9b9f-32f5-45d7-8adb-79f66bb7b42d
4232938359,,8868,,UPPER SPRABERRY,7956,3019c7be-b2ff-4ba3-87dd-b8601045688d
4232939203,,9957,,WOLFCAMP D,9807,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232936753,,10590,,UPPER SPRABERRY,8270,051c5e55-c677-4a19-9fbd-d501e1ed09a3
4232937476,,10640,,WOLFCAMP C,7415,8e3474a0-49c9-4b26-85fd-ba4474a1145e
4232938359,,10490,,WOLFCAMP A,9166,3019c7be-b2ff-4ba3-87dd-b8601045688d
4232939450,,10603,,,10339,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232939203,,8520,,UPPER SPRABERRY,8362,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232939450,,8096,,,7917,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232939203,,10817,,,10667,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232937086,,10627,,LOWER SPRABERRY,9062,c0d1e54b-51b7-4a13-ab1d-b71e9ae6ce54
4232939450,,9672,,,9514,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
4232939203,,10965,,,10915,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232937437,,11212,,UPPER SPRABERRY,7950,99f6fa22-f1fb-414a-93e8-7b35c275d09c
4232938491,,10645,,DEAN,9235,9bbcabd9-42e7-4e00-85b3-6b5b972ad38d
4232937085,,10499,,WOLFCAMP D,8234,5377ec26-9009-4c25-97d3-6c334495e34d
4232939203,,10098,,WOLFCAMP D,10032,911f1d80-ebba-4656-ac87-e259a3b1ad17
4232939450,,9458,,,9258,dafce98b-6dd2-4b41-a0a4-4e76b517c1d3
