API,Comments,LowerPerf,PerfDate,Reservoir,UpperPerf,WellId
4237138810,,12938,,,9012,5ec9111c-0940-4445-930f-e4a886526a86
4237132541,,1579,,,1529,7253bb04-e68c-4729-82be-f058540cc611
4237132541,,1469,,,1382,7253bb04-e68c-4729-82be-f058540cc611
4237137715,,1623,,,1608,5a1f2f3c-a59c-4af1-8316-6ab0877cf995
4237110502,,9085,,,7065,7c64bf2a-2f6e-4d7d-9ba6-d9099e7ef078
4237106983,,4024,,,3902,594e2f4b-dfcb-4073-be14-d135085cc16d
4237106983,,3750,,,3632,594e2f4b-dfcb-4073-be14-d135085cc16d
4237138989,,2306,,,2286,be3ff3b8-9ebf-463e-8b62-2b7f0b2904e4
4237138911,,899,,,889,e16b0218-99b6-4be5-8d8c-1e5bfe5715f9
4237138893,,11850,,,10050,84650699-116d-4f20-985f-691cd737d0e7
4237138893,,12858,,,12838,84650699-116d-4f20-985f-691cd737d0e7
4237138893,,12726,,,11970,84650699-116d-4f20-985f-691cd737d0e7
4237138867,,2958,,,2848,b3608d2e-dbfa-4f6a-8abd-44265ce5c56f
4237135104,,8737,,,7397,822821de-2291-4cbf-b57d-e9a9da3bfdf2
4237135104,,24907,,,23980,822821de-2291-4cbf-b57d-e9a9da3bfdf2
4237107159,,2003,,,1379,011064af-83c9-400c-b7ff-42b19f440c90
4237107159,,1422,,,1408,011064af-83c9-400c-b7ff-42b19f440c90
4237139162,,8723,,,7466,a85aa1e6-6cf9-4b75-8194-6c6065eff052
4237138834,,2277,,,2245,d103ad2b-04ba-4140-9920-0c5fcc64b930
4237136613,,4832,,,4421,512a63e4-57c1-4db6-be07-4c97b0708868
4237136613,,5037,,,5011,512a63e4-57c1-4db6-be07-4c97b0708868
4237136613,,3473,,,3459,512a63e4-57c1-4db6-be07-4c97b0708868
4237136613,,5037,,,5011,512a63e4-57c1-4db6-be07-4c97b0708868
4237136613,,4832,,,4421,512a63e4-57c1-4db6-be07-4c97b0708868
4237139202,,3610,,,3508,ca24275b-6a2e-40b2-9ad6-2d9e353a170d
4237138765,,3427,,,3344,30b8ee0d-b8b4-4743-aa95-fe7ec17de0b6
4237139202,,3291,,,3186,ca24275b-6a2e-40b2-9ad6-2d9e353a170d
4237134885,,1848,,,1676,801d5c41-c5dc-4a49-a1ca-f27186ab379c
4237134885,,2896,,,1671,801d5c41-c5dc-4a49-a1ca-f27186ab379c
4237134885,,1848,,,1676,801d5c41-c5dc-4a49-a1ca-f27186ab379c
4237134885,,2749,,,1490,801d5c41-c5dc-4a49-a1ca-f27186ab379c
4237100056,,3722,,,3624,b2f2c789-02a7-47d9-b3e4-fa94167aa6c5
4237106538,,1952,,,1703,52b0add8-4ef6-40d4-91c7-6b64f0004cb2
4237138707,,508,,,498,c5445fa6-57ca-4ff0-8a22-2b2f197bc3da
4237106538,,1764,,,1748,52b0add8-4ef6-40d4-91c7-6b64f0004cb2
4237138689,,1358,,,1353,185556af-ffca-4cda-b931-35bb24d1e86a
4237106538,,1739,,,1731,52b0add8-4ef6-40d4-91c7-6b64f0004cb2
4237138689,,1406,,,1346,185556af-ffca-4cda-b931-35bb24d1e86a
4237106538,,1500,,,0,52b0add8-4ef6-40d4-91c7-6b64f0004cb2
4237138689,,1406,,,1383,185556af-ffca-4cda-b931-35bb24d1e86a
4237106538,,1790,,,1774,52b0add8-4ef6-40d4-91c7-6b64f0004cb2
4237138689,,1406,,,1335,185556af-ffca-4cda-b931-35bb24d1e86a
4237139342,,2595,,,2450,54a7511e-032f-4616-9786-93d4c6037036
4237133038,,1462,,,1448,59d6a281-6069-46cb-9dcf-3e5745c40899
4237133038,,2325,,,1520,59d6a281-6069-46cb-9dcf-3e5745c40899
4237133038,,1572,,,1562,59d6a281-6069-46cb-9dcf-3e5745c40899
4237136314,,3351,,,1762,e9fb7324-f45c-4eee-9aa7-e9f49c5b9240
4237133038,,1508,,,1430,59d6a281-6069-46cb-9dcf-3e5745c40899
4237133498,,2453,,,1306,16935795-e9c3-40b3-87ec-d6f829d7da9e
4237133038,,1535,,,1530,59d6a281-6069-46cb-9dcf-3e5745c40899
4237133498,,1288,,,968,16935795-e9c3-40b3-87ec-d6f829d7da9e
4237133038,,1535,,,1530,59d6a281-6069-46cb-9dcf-3e5745c40899
4237133038,,1554,,,1545,59d6a281-6069-46cb-9dcf-3e5745c40899
4237139435,,14171,,,9447,863b72b1-503b-4df0-95c9-3c684a562347
4237105560,,1648,,,1598,543004c8-2671-4339-9818-62ebedc87acc
4237105560,,1500,,,0,543004c8-2671-4339-9818-62ebedc87acc
4237105560,,1757,,,1684,543004c8-2671-4339-9818-62ebedc87acc
4237105560,,1648,,,1598,543004c8-2671-4339-9818-62ebedc87acc
4237105560,,1757,,,1684,543004c8-2671-4339-9818-62ebedc87acc
4237105560,,1670,,,1642,543004c8-2671-4339-9818-62ebedc87acc
4237134162,,2677,,,1458,d373add8-7dee-428d-a2c2-362a2d8cc283
