WellId,API,Name,ShortName,TopDepth,BaseDepth,MethodObtained,IsProducing,IsTarget
c28b0732-3a96-42a8-a08e-d02a85ce4d01,33105043750000,,span title=33358>33358,,,,False,False
cae3f3a1-d571-4a8f-868a-a93213543d93,33061037410000,,span title=31435>31435,,,,False,False
26145b28-e3d8-4718-a1ef-4b9b71203e2b,33025031950000,,span title=32840>32840,,,,False,False
a17cb124-8e88-489b-ac2e-6f2398a8e93e,33105041420000,,span title=31703>31703,,,,False,False
651e4099-9bd0-4f16-83d0-e5b466fe4bab,33105040860000,,span title=31461>31461,,,,False,False
69736304-67ba-4cdf-9b93-ff70205ad962,33053074130000,,span title=32307>32307,,,,False,False
a2229e18-debe-4ee5-9f43-3b975e84de83,33025017740000,,span title=32518>32518,,,,False,False
5eae641d-4f6a-41ba-b5c7-78af15b3029e,33053070620000,,span title=31523>31523,,,,False,False
69f2fd8e-348f-4999-a321-3f3638441b56,33061037350000,,span title=31416>31416,,,,False,False
9c6ee907-4d2a-4053-956a-483d4fa6b251,33053075580000,,span title=32589>32589,,,,False,False
e10165a7-0e1f-4aef-b560-909743941134,33105042840000,,span title=31669>31669,,,,False,False
ba191a79-8e71-40a2-b036-53dca80ed7d2,33053063270000,,span title=32714>32714,,,,False,False
c19dab29-a9d6-456a-9252-24efcadec446,33007018680000,,span title=33173>33173,,,,False,False
7ebe9b16-f18e-43c1-b18f-f22923ca6b72,33053079560000,,span title=33416>33416,,,,False,False
99440173-1017-47e2-8c01-0d3d04fcaceb,33053069710000,,span title=31319>31319,,,,False,False
7159df9c-8c91-4672-86c4-2365cfedfd06,33053065270000,,span title=30150>30150,,,,False,False
c426d66e-742a-4d62-ad03-f3ee1bfecdb5,33061022830000,,span title=23967>23967,,,,False,False
68f52234-5221-415c-b142-b041a4d9d9d4,33025031390000,,span title=32673>32673,,,,False,False
22ec4810-0269-472d-9351-8e128c6cec84,33053065180000,,span title=33290>33290,,,,False,False
a77f7e87-0073-4320-993f-c26a7daa39a9,33053063290000,,span title=32714>32714,,,,False,False
2a5e5a33-dd4d-49f0-b41e-db043b07f4d2,33053078230000,,span title=33098>33098,,,,False,False
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,,span title=32132>32132,,,,False,False
8b6f9e74-148e-4d0b-9a7d-0a1dd59158df,33053079580000,,span title=33416>33416,,,,False,False
218ca53e-41ac-4333-8b5b-e1cc0fd2bd2e,33025031400000,,span title=32673>32673,,,,False,False
a987d40d-5355-4f4e-9860-7c16d1e9400d,33061037330000,,span title=31417>31417,,,,False,False
361ddfc6-472d-44b2-90d5-8f58a2056d8e,33053074160000,,span title=32306>32306,,,,False,False
8a7497ed-5971-4b19-aa1f-e4b230ec25c0,33053071690000,,span title=31396>31396,,,,False,False
cf2543ff-5eaf-4266-b475-306e60b4eb62,33053070110000,,span title=31757>31757,,,,False,False
257ddce9-8ef1-4fa5-b847-2a638b49d1fc,33053078420000,,span title=33116>33116,,,,False,False
349f27f7-9b99-45d1-99ff-4a0f8df5c12a,33053078390000,,span title=33117>33117,,,,False,False
e6a49349-361d-490b-86dc-19d3b8942f06,33105043780000,,span title=33361>33361,,,,False,False
6044588a-77a6-40ef-936a-f233f162af86,33105043540000,,span title=33287>33287,,,,False,False
8b5c70ee-3cdb-4ba9-bf71-7878fafddb90,33053071000000,,span title=31613>31613,,,,False,False
5b793dfb-dfc3-4a6c-ad7b-550cf9fef771,33025029150000,,span title=31130>31130,,,,False,False
