API,Date,Field,Formation,Lease,Operator,Pool,CO2Injection,GasInjection,OtherInjection,TubingPressure,WaterInjection,WellId
04030090650000,8/1/2011 12:00:00 AM,Kern River,KERN RIVER,D & D A,CHEVRON USA INC,KERN RIVER,0,0,0,48,157,ba0700ed-9b57-4f03-800e-66911933df04
04029754150000,5/1/2014 12:00:00 AM,Kern River,KERN RIVER,Kern A,CHEVRON USA INC,KERN RIVER,0,0,0,47,108,a7af345c-415e-45a7-a888-fdc9945d20c4
04030420920000,5/1/2012 12:00:00 AM,Midway-Sunset,,Finley-Hausen II,AERA ENERGY LLC,,0,0,0,200,5848,d6d5e313-3b6f-4f1a-b80c-0949ed31e9ef
04030335780000,11/1/2013 12:00:00 AM,Midway-Sunset,,,CHEVRON USA INC,,0,0,0,59,437,3a50b637-9206-43ca-9bf9-b5e0199b497a
04029872450000,7/1/1991 12:00:00 AM,Kern River,KERN RIVER,<BLANK>,CHEVRON USA INC,KERN RIVER,0,0,0,0,6534,a8754204-6d73-4cec-94f9-a45d63e1fd37
04030478690000,5/1/2015 12:00:00 AM,Midway-Sunset,,Monarch,CHEVRON USA INC,,0,0,0,19,1274,64448cd8-4dd1-43da-a6df-3148bc5ea847
04029770160000,2/1/1992 12:00:00 AM,Cymric,TULARE,McKittrick,SENTINEL PEAK RESOURCES CA LLC,TULARE,0,0,0,10,5264,34d7230e-d87d-45d2-aeda-a0dc564b5da1
04029706680000,4/1/1992 12:00:00 AM,Kern River,KERN RIVER,Sanguinetti,CHEVRON USA INC,KERN RIVER,0,0,0,0,850,7bd6000d-8951-4a51-9153-df16d6899d7a
04030492140000,12/1/2015 12:00:00 AM,Kern River,KERN RIVER,San Joaquin,CHEVRON USA INC,KERN RIVER,0,0,0,275,141,09d22a8a-eb26-4aaa-a738-2d175053bb88
04029508160000,8/1/1984 12:00:00 AM,Kern River,KERN RIVER,Kern County Land Co. Lease 39,CHEVRON USA INC,KERN RIVER,0,0,0,0,6206,0b99ee85-fca0-41bc-bc3a-883463954362
04030447080000,2/1/2012 12:00:00 AM,Kern River,KERN RIVER,American Naphtha,CHEVRON USA INC,KERN RIVER,0,0,0,46,113,db89ca97-dec2-438c-a3ae-57d173104767
04030384180000,3/1/2013 12:00:00 AM,"Belridge, South",TULARE,Hopkins,SENTINEL PEAK RESOURCES CA LLC,TULARE,0,0,0,0,3885,63a5253e-e949-4235-a15f-b4c12e103981
04029761180000,10/1/2015 12:00:00 AM,Midway-Sunset,,,CRIMSON RESOURCE MANAGEMENT CORP,,0,0,0,0,2656,dc908469-e88f-4a28-b0fc-b45cd83681b8
