WellId,API,FracStart,FracEnd,OperatorName,ServiceCompany,TVD,TotalBaseWaterVolume,TotalBaseNonWaterVolume,TotalFracMass,TotalBaseWaterVolumeMass,TotalProppantMass,FluidSystem,ProppantMaterial,CrosslinkFluid,SurfactantPresent,ScaleInhibitorPresent,ClayControlPresent,ClayControlAgent,AcidTreatmentPresent
53970f1f-3450-4bf3-baf1-19a4a34a78d2,4205133985,8/21/2016 12:00:00 AM,8/29/2016 12:00:00 AM,PMO,Listed Above,,1.84816E+07,0,1.776268E+08,1.561259E+08,2.110815E+07,Slickwater,Natural Sand,,True,False,False,,True
d3a1d3f2-f361-46ae-ad08-1bd91bda30b4,4238339799,8/19/2017 5:00:00 AM,9/8/2017 5:00:00 AM,"Parsley Energy Operations, LLC",Solnexus,,1.90021E+07,0,1.771916E+08,1.585725E+08,1.709428E+07,Slickwater,Natural Sand,,True,False,False,,True
4a7605fb-2974-4171-bdca-1c84558d4b30,4225535045,8/19/2016 6:00:00 AM,9/7/2016 6:00:00 AM,Encana Oil & Gas (USA) Inc.,Halliburton,,8007074,0,7.621413E+07,6.685885E+07,0,Linear,Natural Sand,,True,False,True,Sodium chloride,True
6dfaacbb-c938-41f9-84da-1cd440f4d16a,4235733634,6/12/2017 7:00:00 AM,6/14/2017 5:40:00 AM,MEWBOURNE OIL COMPANY,Chemplex,,3524052,135870,3.246962E+07,2.935535E+07,3005660,Slickwater,Natural Sand,,True,False,True,Choline Chloride,False
eb633803-9072-4170-a7bf-224785965fc2,4230132923,7/29/2017 7:49:00 PM,8/13/2017 3:37:00 PM,Anadarko Petroleum Corporation,CATALYST,,1.713157E+07,0,1.631474E+08,1.429629E+08,0,Linear,Natural Sand,,True,False,False,,True
8b9b4628-b2e3-4e65-a520-2b421e1d56fa,4235733602,3/15/2017 12:00:00 AM,3/17/2017 12:00:00 AM,MEWBOURNE OIL COMPANY,Moon Chemical,,3654591,152709,3.348885E+07,3.044274E+07,2786961,Slickwater,Natural Sand,,True,False,True,Choline Chloride,True
83fffbe4-9a48-4b99-b521-3fd08f4919b2,4238935172,6/23/2016 5:00:00 AM,6/25/2016 5:00:00 AM,"BHP Billiton Petroleum ",Schlumberger,,5578823,0,5.271403E+07,4.64716E+07,231.9417,Crosslink,Natural Sand,,True,False,True,,True
46d3a6ae-b94a-4180-816f-4252c69501b0,4211533737,2/16/2017 6:00:00 AM,2/16/2017 6:00:00 AM,"F. Howard Walsh, Jr. Operating Co., Inc.",CHEMPLEX,,111139,0,1066296,925787.9,120655.5,Crosslink,Natural Sand,,True,False,False,,True
82f86c89-5edd-40aa-b864-60c316737b93,4210933032,3/19/2017 5:00:00 AM,3/28/2017 5:00:00 AM,"BHP Billiton Petroleum ",Schlumberger,,1.178026E+07,0,1.111123E+08,9.812956E+07,711.1186,Crosslink,Natural Sand,,True,False,True,,True
f83ed8bf-01c8-421a-9e4b-6308533e48bb,4235733637,5/21/2017 7:00:00 AM,5/24/2017 6:40:00 AM,MEWBOURNE OIL COMPANY,Chemplex,,4101838,106352,3.81124E+07,3.416831E+07,3552080,Slickwater,Natural Sand,,True,False,True,Choline Chloride,True
b0a091d1-bdce-4630-b7ee-65022670e141,4231136652,4/7/2017 10:42:36 PM,4/17/2017 2:47:54 AM,Statoil Texas Onshore Properties LLC,Halliburton,,9713209,0,9.407881E+07,8.091076E+07,0,Crosslink,Natural Sand,,True,False,True,Sodium chloride,True
415a096a-5eb2-4d5d-8078-671b4190d53e,4238935159,6/19/2016 5:00:00 AM,6/22/2016 5:00:00 AM,"BHP Billiton Petroleum ",Schlumberger,,5619936,0,5.305618E+07,4.681407E+07,233.4472,Crosslink,Natural Sand,,True,False,True,,True
4eaed877-41b7-4a6b-b87b-703cc8675c65,4247943608,9/11/2017 5:00:00 AM,9/11/2017 5:00:00 AM,"Laredo Energy Operating, LLC",Halliburton,,333857,0,3118790,2787697,0,Linear,Natural Sand,,False,False,True,Sodium chloride,False
c4640c6a-5139-4039-a4ff-788bdeb015db,4247731045,9/8/2017 5:05:48 AM,9/24/2017 10:58:27 PM,"GeoSouthern Operating II, LLC",Halliburton,,1.702795E+07,0,1.686715E+08,1.418423E+08,0,Crosslink,Natural Sand,,True,False,True,,True
62666406-b18b-4275-98aa-7b19094db98b,4219531922,4/19/2017 9:28:00 AM,4/21/2017 2:50:00 PM,MEWBOURNE OIL COMPANY,Chemplex,,3956886,177762,3.678257E+07,3.296086E+07,3703490,Slickwater,Natural Sand,,True,False,True,Choline Chloride,False
52432d6a-4f52-4e54-bba0-7d03e18d0402,4231136551,3/10/2017 6:00:00 AM,4/4/2017 6:00:00 PM,Statoil Texas Onshore Properties LLC,Halliburton,,7747003,0,7.552121E+07,6.460979E+07,0,Crosslink,Natural Sand,,True,False,True,,True
4ab7f53a-b6ad-432e-ae2d-81638db33966,4230132955,8/17/2017 6:50:00 AM,9/5/2017 4:05:00 AM,Anadarko Petroleum Corporation,FTSI INC,,2.261368E+07,0,2.138715E+08,1.887111E+08,0,Linear,Natural Sand,,True,False,False,,True
aecde1df-ac1d-4147-971a-8e53a5a9f179,4225535150,8/11/2017 5:00:00 AM,9/6/2017 5:00:00 AM,ConocoPhillips Company/Burlington Resources,Halliburton,,2.446435E+07,0,2.349924E+08,2.04032E+08,0,Crosslink,Natural Sand,,True,False,True,Sodium chloride,True
b0ab26b5-d258-4adc-b261-8f0a34057d68,4249737929,10/7/2017 10:52:27 AM,10/7/2017 11:13:52 AM,"EnerVest, Ltd.",Halliburton,,9144489,0,8.61796E+07,7.617334E+07,0,Slickwater,Natural Sand,,True,False,True,Sodium Chloride,True
09fe9cda-a41a-4d82-a6e8-8fbfa4a3b911,4217337592,7/15/2017 5:00:00 AM,8/3/2017 5:00:00 AM,"Laredo Petroleum, Inc.",Halliburton,,2.982346E+07,0,2.773532E+08,2.487268E+08,0,Slickwater,Natural Sand,,True,False,True,,True
cfa43b25-c82c-4e91-8e6a-91de1b56ddf5,4235733641,7/28/2017 7:11:00 AM,7/30/2017 4:15:00 PM,MEWBOURNE OIL COMPANY,Chemplex,,4359523,191933,4.042624E+07,3.631483E+07,3972280,Slickwater,Natural Sand,,True,False,True,Choline Chloride,False
dc757b6a-50af-4dc9-b1e3-98c11e1042e4,4231740743,9/6/2017 9:30:06 AM,9/6/2017 11:15:43 PM,Hunt Oil Company,Halliburton,,1.145862E+07,0,1.080277E+08,9.544998E+07,0,Linear,Natural Sand,,True,False,True,,True
758298ba-8d10-4a52-b0e3-9d51cf184a38,4210336567,6/29/2017 12:00:00 AM,6/30/2017 12:00:00 AM,Blackbeard Operating,Solnexus,,374430,0,3436923,3124618,281772,Slickwater,Natural Sand,,True,False,False,,True
d91faadf-9792-461f-94a8-abf14b836622,4236538318,5/20/2017 1:09:00 PM,5/24/2017 6:45:00 PM,PetroQuest Energy LLC,Nalco,,5059536,215832,4.634143E+07,4.214594E+07,3758363,Slickwater,Natural Sand,,True,False,True,Water,True
a4ab5008-9349-4b7b-8065-c10faac0a5df,4231136548,3/9/2017 6:00:00 AM,4/4/2017 5:00:00 AM,Statoil Texas Onshore Properties LLC,Halliburton,,7958898,0,7.740902E+07,6.637699E+07,0,Crosslink,Natural Sand,,True,False,True,,True
6216edf4-7996-46b8-963f-c2b10ec05055,4231136550,3/10/2017 6:00:00 AM,3/28/2017 5:00:00 AM,Statoil Texas Onshore Properties LLC,Halliburton,,6849797,0,6.593734E+07,5.719562E+07,0,Crosslink,Natural Sand,,True,False,True,Sodium chloride,True
1b097a52-e1a1-444e-add9-c67e73f5b1fb,4239332700,9/1/2017 5:00:00 AM,9/3/2017 5:00:00 AM,MEWBOURNE OIL COMPANY,Chemplex,,3457217,128407,3.190546E+07,2.879862E+07,2849300,Slickwater,Natural Sand,,True,False,True,Choline Chloride,True
abe340bc-077a-41ad-9dcb-caccf1edd7e2,4231136546,3/9/2017 6:00:00 AM,3/28/2017 5:00:00 AM,Statoil Texas Onshore Properties LLC,Halliburton,,7543881,0,7.247315E+07,6.29912E+07,0,Crosslink,Natural Sand,,True,False,True,Sodium chloride,True
e430993d-d98c-4851-ad77-cb3f5ef81bdd,4239332695,3/29/2017 7:28:00 AM,3/31/2017 9:03:00 AM,MEWBOURNE OIL COMPANY,Chemplex,,3581275,136439,3.276775E+07,2.983202E+07,2829700,Slickwater,Natural Sand,,True,False,True,Choline Chloride,False
73612d24-4382-47b5-8d17-cd885ac9bef9,4235733644,9/5/2017 5:00:00 AM,9/8/2017 5:00:00 AM,MEWBOURNE OIL COMPANY,Chemplex,,3438305,144337,3.190213E+07,2.864108E+07,2855560,Slickwater,Natural Sand,,True,False,True,Choline Chloride,True
8a65cc6e-a72b-43e9-a0d9-d12661c56067,4238935477,12/10/2016 6:00:00 AM,12/19/2016 6:00:00 AM,"BHP Billiton Petroleum ",Schlumberger,,1.829201E+07,0,1.750587E+08,1.523724E+08,367.6233,Crosslink,Natural Sand,,True,False,True,,True
8d84ac1b-6401-41fc-b2aa-da7305ab9956,4230132921,6/13/2017 3:15:00 PM,6/28/2017 2:00:00 PM,Anadarko Petroleum Corporation,CATALYST,,2.752249E+07,0,2.639186E+08,2.296752E+08,0,Linear,Natural Sand,,True,False,False,,True
8577d6f7-ac86-4b4f-932f-df83a018f06f,4238935182,6/11/2016 5:00:00 AM,6/17/2016 5:00:00 AM,"BHP Billiton Petroleum ",Schlumberger,,8567115,0,8.103027E+07,7.136406E+07,397.0483,Crosslink,Natural Sand,,True,False,True,,True
360c260c-e910-451d-9893-dfa7082b0edc,4249533766,3/8/2017 12:00:00 AM,3/8/2017 12:00:00 AM,Blackbeard Operating,Solnexus,,479178,0,4501720,3998741,455760,Slickwater,Natural Sand,,True,False,False,,True
b4d95480-59d0-4c41-90e6-e35d72f60d1b,4247943658,6/23/2017 5:00:00 AM,7/3/2017 5:00:00 AM,"SN Operating, LLC",Innospec Oilfield Services,,8459850,0,8.26571E+07,7.059745E+07,0,Crosslink,Natural Sand,Borate Based,True,False,False,,True
3cf2f3f7-2b95-4353-b706-e7867db08da2,4223536162,4/26/2017 5:00:00 AM,4/26/2017 5:00:00 AM,"Compass Energy Operating, LLC",C&J Well Services,,120456,0,1370803,1003399,0,Linear,Natural Sand,,True,False,True," ",True
71b5fda0-f74d-4ff0-8abe-e8c9454866d1,4238934719,8/11/2016 5:00:00 AM,8/14/2016 5:00:00 AM,"BHP Billiton Petroleum ",Schlumberger,,5518605,0,5.219168E+07,4.596998E+07,224.4242,Crosslink,Natural Sand,,True,False,True,,True
00d72a2c-2b64-4741-a4ce-a793354e2d59,04030535030000,10/8/2015 12:00:00 AM,10/8/2015 12:00:00 AM,Aera Energy LLC,Baker Hughes,,24318,0,202758.6,202758.6,20460.81,Crosslink,Natural Sand,,False,False,True,,False
00d72a2c-2b64-4741-a4ce-a793354e2d59,04030535030000,10/21/2015 12:00:00 AM,10/21/2015 12:00:00 AM,Aera Energy LLC,Baker Hughes,,71148,0,726529.9,593938.7,129106,Crosslink,Natural Sand,,False,False,True,,False
3cf2f3f7-2b95-4353-b706-e7867db08da2,4223536162,7/5/2017 5:00:00 AM,7/5/2017 5:00:00 AM,"Compass Energy Operating, LLC",CHEMPLEX,,47081,0,524933.4,392184.7,124498.3,Linear,Natural Sand,,True,False,True,WATER,False
75a10511-2717-4b5b-9b64-b5371cc7904c,4235733652,10/11/2017 7:57:00 AM,10/13/2017 6:58:00 PM,MEWBOURNE OIL COMPANY,Chemplex,,4414029,200721,4.086107E+07,3.676886E+07,3805960,Slickwater,Natural Sand,,True,False,True,Choline Chloride,True
f8487b15-dc7b-46f3-8c56-551169958eb7,4247537204,5/17/2017 6:00:00 AM,5/18/2017 6:00:00 AM,"FELIX ENERGY HOLDINGS II, LLC",Halliburton,,1.612726E+07,0,1.49638E+08,1.346622E+08,0,Slickwater,Natural Sand,,True,False,True,,True
f87da0e7-0a74-4022-849b-5a4ba70baa36,4231740742,9/8/2017 5:29:01 PM,9/9/2017 4:44:51 PM,Hunt Oil Company,Halliburton,,1.655461E+07,0,1.526925E+08,1.38065E+08,0,Crosslink,Natural Sand,,True,False,True,,False
84926391-7241-4f97-8b35-6833c58cc652,4225535397,7/2/2017 6:00:00 AM,7/14/2017 6:00:00 AM,Encana Oil & Gas (USA) Inc.,Schlumberger,,9025161,0,8.479346E+07,7.517959E+07,0,Slickwater,Natural Sand,,True,False,False,,True
3a7ee446-432a-4981-b577-83ca0fd8ae26,4219531928,10/16/2017 7:27:00 AM,10/18/2017 9:42:00 PM,MEWBOURNE OIL COMPANY,Chemplex,,4812155,160603,4.334186E+07,4.008525E+07,2992240,Slickwater,Natural Sand,,True,False,True,Choline Chloride,True
83a4ebae-1f59-407d-9f87-585ba171b3e7,4247943657,7/6/2017 12:00:00 AM,7/18/2017 12:00:00 AM,"SN Operating, LLC",Innospec Oilfield Services,,9829008,0,9.383242E+07,8.202307E+07,0,Crosslink,Natural Sand,Borate Based,True,False,True,Sodium Chloride,True
bc84e154-6a6b-41a2-a259-7897571fdc4c,4238935931,10/23/2017 6:00:00 AM,10/29/2017 6:00:00 AM,"Centennial Resource Production, LLC",FTSI,,1.07717E+07,30921,8.983596E+07,8.983596E+07,200.0771,Slickwater,Natural Sand,,True,False,False,,True
0987dded-122c-47d9-8813-7ae872e19029,4231740773,10/8/2017 5:35:00 PM,10/16/2017 5:46:00 PM,QEP Energy Company,Halliburton,,9282995,0,8.948334E+07,7.732709E+07,0,Linear,Natural Sand,,True,False,True,Sodium chloride,True
27c45cdd-b35b-4a86-a26f-893c15928f45,4231740770,10/8/2017 1:52:00 PM,10/16/2017 1:48:00 PM,QEP Energy Company,Halliburton,,9374095,0,9.016386E+07,7.808595E+07,0,Linear,Natural Sand,,True,False,True,Sodium chloride,True
0b9e94b4-d96f-4ab8-9ff0-8ef28fe8cdc0,4217733826,10/9/2017 5:00:00 AM,10/31/2017 5:00:00 AM,Rosewood Resources,PTL,,1.482046E+07,0,1.387982E+08,1.236767E+08,1.471145E+07,Slickwater,Natural Sand,,True,False,False,,True
79b240ae-b0f2-4065-b056-9ad2433ce301,4247943656,7/5/2017 12:00:00 AM,7/18/2017 12:00:00 AM,"SN Operating, LLC",Innospec Oilfield Services,,1.035674E+07,0,9.809766E+07,8.642698E+07,0,Crosslink,Natural Sand,Borate Based,True,False,True,Sodium Chloride,True
d56c6a1e-ea26-4e5c-8283-e736aeca1561,4217733827,10/9/2017 11:59:00 AM,10/31/2017 4:37:00 AM,Rosewood Resources,PTL,,1.369061E+07,0,1.286251E+08,1.142482E+08,1.404878E+07,Slickwater,Natural Sand,,True,False,False,,True
6ae4a5a9-e6fa-4ff1-9625-ec5ab2cd2559,4213543501,10/9/2017 9:52:00 AM,10/9/2017 6:55:00 PM,XTO Energy/ExxonMobil,Chemplex/Solvay,,304833,30579,3118779,2539259,493889.5,Crosslink,Natural Sand,,True,False,True,Sodium Chloride,True
60a2c61f-ae3d-435e-9089-ef1ff1db40b5,4230133411,10/9/2017 5:00:00 AM,10/20/2017 5:00:00 AM,"Rosehill Operating Company, LLC",C&J Energy Services,,1.169171E+07,,1.175137E+08,9.73919E+07,0,Slickwater,Natural Sand,,True,False,False,,True
ec0b91b2-7bc1-4e08-ad1f-f160b39c0807,4212737492,10/1/2017 12:51:00 PM,10/12/2017 1:15:00 AM,Murphy Exploration and Production USA,Halliburton,,1.439789E+07,42000,1.344763E+08,1.19934E+08,0,Slickwater,Natural Sand,,True,False,False,,True
48b36b30-0e9f-4d2a-86cd-0487f3f8bc65,4213543502,10/23/2017 12:23:00 PM,10/24/2017 1:02:00 AM,XTO Energy/ExxonMobil,Chemplex/Solvay,,251762,33880,2744839,2097178,557080,Crosslink,Natural Sand,,True,False,True,Sodium Chloride,True
ba82afe1-5f4a-4c94-a2ff-14a41520c0a7,4201335512,10/19/2017 12:00:00 AM,10/29/2017 12:00:00 AM,"EOG Resources, Inc.",Innospec,,1.898448E+07,0,1.800452E+08,1.581407E+08,0,Slickwater,Natural Sand,,True,False,False,,False
8b6450ca-cc3a-46af-a79d-1e185c99e57d,4225535560,11/22/2017 12:00:00 AM,11/26/2017 12:00:00 AM,"EOG Resources, Inc.",Innospec,,6403026,0,6.211936E+07,5.333721E+07,0,Slickwater,Natural Sand,,False,False,False,,False
6102b26e-6a78-47b4-a468-2be700d1f71a,4242332400,,,,,,,,,,0,,Natural Sand,,False,False,False,,False
5ce658df-23fc-42a2-8788-34f5ec79ba0f,4238339918,10/26/2017 5:00:00 AM,11/14/2017 6:00:00 AM,"Laredo Petroleum, Inc.",Halliburton,,2.032094E+07,0,1.8636E+08,1.706953E+08,0,Slickwater,Natural Sand,,True,False,True,Sodium chloride,True
38f9ac83-bc0e-4772-81da-4749274b33a6,4230133127,8/16/2017 2:22:00 AM,8/30/2017 1:30:00 PM,Shell Oil Company affiliate,Listed Above,,8233098,0,8.565128E+07,6.87052E+07,1.664062E+07,Linear,Natural Sand,,True,False,False,,True
3fd2e067-3d66-4710-8a39-4e9c21a6039c,4225535335,8/24/2017 5:00:00 AM,10/3/2017 5:00:00 AM,Pioneer Natural Resources,Schlumberger,,1.106299E+07,0,133633.6,9.215473E+07,0,Crosslink,Natural Sand,,True,False,True,Diutan gum,True
53a20fbe-388d-463d-a463-7016dc834092,4225535329,8/22/2017 5:00:00 AM,10/3/2017 5:00:00 AM,Pioneer Natural Resources,Schlumberger,,9783651,0,132538.2,8.149782E+07,0,Crosslink,Natural Sand,,True,False,True,Diutan gum,True
02f32037-ca4f-45ab-8a16-796a9cf16c08,4235733655,,,,,,,,,,0,,Natural Sand,,False,False,False,,False
72ccc33c-f3c7-468a-9f8b-8237df0da30d,4228336037,10/11/2017 12:00:00 AM,10/19/2017 12:00:00 AM,"EOG Resources, Inc.",EOG,,1.871453E+07,0,1.785202E+08,1.55892E+08,0,Slickwater,Natural Sand,,False,False,False,,True
16bb4a1d-eb7a-48ce-8597-82635f778376,4238339916,10/30/2017 5:00:00 AM,11/19/2017 6:00:00 AM,"Laredo Petroleum, Inc.",Halliburton,,2.555184E+07,0,2.144312E+08,2.131016E+08,0,Slickwater,Natural Sand,,True,False,True,,True
b19c6acb-85b7-4e72-85b0-9b14f127f19c,4221135577,9/8/2017 7:15:00 AM,9/19/2017 9:49:00 AM,Unit Petroleum,Chemplex,,1.078742E+07,433300,9.930017E+07,8.985921E+07,9147392,Linear,Natural Sand,,True,False,True,Sodium Chloride,True
fe033726-2368-4da3-bf96-a356496609ce,4228336041,10/4/2017 12:00:00 AM,10/11/2017 12:00:00 AM,"EOG Resources, Inc.",EOG,,1.831603E+07,0,1.749611E+08,1.525725E+08,0,Slickwater,Natural Sand,,False,False,False,,True
2c0f8685-be2c-4b7b-8bde-aaf366db803b,4230133175,8/5/2017 4:21:00 PM,8/30/2017 4:33:00 PM,Shell Oil Company affiliate,Listed Above,,1.066076E+07,0,1.1224E+08,8.896401E+07,2.290624E+07,Linear,Natural Sand,,True,False,False,,True
ae53f1e3-1a42-423d-8972-b1fd131f3fc9,4238339885,,,,,,,,,,0,,Natural Sand,,False,False,False,,False
c21f76b3-cfb1-42af-887c-bddb8018f5ed,4228336050,10/16/2017 12:00:00 AM,10/23/2017 12:00:00 AM,"EOG Resources, Inc.",Innospec,,2.016799E+07,0,1.894964E+08,1.679994E+08,0,Slickwater,Natural Sand,,False,False,False,,True
046fd0b2-2c5f-4c8c-9ddb-bec6e479f78a,4225535515,,,,,,,,,,,,,,False,False,False,,False
a8aa3a4a-f161-4084-9c50-e0bc51b3d4a8,4225535559,11/21/2017 12:00:00 AM,11/25/2017 12:00:00 AM,"EOG Resources, Inc.",Innospec,,7102494,0,6.871891E+07,5.916378E+07,0,Slickwater,Natural Sand,,False,False,False,,True
c7209aa8-569a-45d7-8b5c-ed5ec95ebc8c,4217733848,10/5/2017 12:00:00 AM,10/30/2017 12:00:00 AM,"EOG Resources, Inc.",EOG,,1.771167E+07,0,1.691441E+08,1.475382E+08,0,Slickwater,Natural Sand,,False,False,False,,True
7628e8b6-7026-4f5b-94ec-f271fd748b94,4217733847,10/4/2017 12:00:00 AM,10/29/2017 12:00:00 AM,"EOG Resources, Inc.",Innospec,,1.907703E+07,0,1.8103E+08,1.589117E+08,0,Slickwater,Natural Sand,,False,False,False,,True
