WellId,API,Leg,MeasuredDepth,Incline,Azimuth,TVD,FtNS,NS,ftEW,EW,Latitude,Longitude
2a5e5a33-dd4d-49f0-b41e-db043b07f4d2,33053078230000,VERT,5609,0.7,354.1,5608.68,3.55,S,12.57,E,48.01348,-103.3077
01fd7c2d-1f35-4b6d-b335-e8ffd164cb3e,33053078400000,VERT,8433,1.28,348.22,8429.71,154.79,N,71.5,W,47.78671,-103.041
36e8b51f-32c5-45bb-9e79-0c281b833865,33053068220000,VERT,5311,1.1,158.5,5310.76,0.97,N,21.59,E,47.99397,-103.3925
5eae641d-4f6a-41ba-b5c7-78af15b3029e,33053070620000,LAT1,18496,92.2,181.3,11227.18,7406.28,S,388.62,E,47.94154,-103.2918
3ceb3072-fa95-4fcb-bbed-6ff760fb519a,33105041430000,LAT1,10167,21.8,184.54,10116.55,818.53,S,73.77,W,48.28513,-103.5584
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,VERT,4255,9.28,135.26,4233.56,201.74,S,220.37,E,48.28683,-103.5567
5eae641d-4f6a-41ba-b5c7-78af15b3029e,33053070620000,VERT,6673,0.6,183.8,6672.5,2.17,N,1.66,W,47.96187,-103.2934
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,LAT1,20460,87.8,269.7,10720.69,3109.99,N,9838.13,W,48.05089,-102.6289
47fc4b2b-9585-4b8d-9d0b-50c77c871a0a,177224013300,,900,,48.57,899.83,,,,,28.66972,-89.39344
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,LAT1,11946,90.65,179.85,10917.52,1187.79,S,296.05,E,47.41301,-102.8158
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,DIR,5737,26.7,352.7,5615.42,647.56,N,113.09,W,48.04413,-102.5891
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,VERT,2236,2.81,130.48,2235.64,12.24,S,18.24,E,48.28735,-103.5576
2e852d7a-bea1-4e3c-9f93-01df39214ec1,33053068210000,LAT1,19171,89.2,359.6,11083.93,8157.97,N,495.04,W,48.01623,-103.3946
1a2e48f7-6498-4615-a2de-a23a56b57175,177254023600,,7871,,97,7798.82,,,,,29.25192,-88.92882
cebe8d5e-a15a-4056-9531-d7302462f82a,33105041400000,LAT1,17284,87.97,179.27,10448.66,7639.05,S,1590.53,E,48.26642,-103.5512
aba2559c-7c04-4d4d-8dbb-f4a44cae559f,33053076320000,STK3,20636,88.52,177.23,10984.09,9634.67,S,2784.27,E,47.88064,-103.519
aba2559c-7c04-4d4d-8dbb-f4a44cae559f,33053076320000,STK3,21175,88.7,179.56,10982.14,10173.2,S,2805.34,E,47.87917,-103.5189
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,VERT,4547,5.67,108.9,4535.13,125.35,S,256,E,47.90673,-103.5298
aba2559c-7c04-4d4d-8dbb-f4a44cae559f,33053076320000,VERT,7009,15.64,98.86,6833.83,149.33,S,1289.72,E,47.90667,-103.5251
349f27f7-9b99-45d1-99ff-4a0f8df5c12a,33053078390000,VERT,5038,5.26,37.63,5028.04,151.49,N,174.61,E,47.7867,-103.0398
eb3c0db0-e8d4-4b24-98af-9927010e0ee3,33053078410000,LAT1,17283,89.53,0.41,10980.85,6685.66,N,633.83,W,47.80463,-103.0434
2f6c3a6d-ee17-4d2c-93f0-04147946aeb6,33053076330000,LAT1,16243,86.46,0.36,11028.66,4978.89,N,2830.15,E,47.92073,-103.5187
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,LAT1,11539,79,275.4,10612.18,3096.77,N,924.35,W,48.05085,-102.5924
ab2fa47d-0472-48e9-b2cc-4b5c5fb9ec68,33053063260000,VERT,9451,0.94,269.28,9426.76,30.4,N,462.85,E,47.90716,-103.5289
8a6bd5b5-7359-4126-bc7e-212946b4861c,177004017800,,4350,,243,4349.88,,,,,29.64616,-93.14213
0221c01b-c31a-48cc-bdcd-c860a263441f,33105041410000,LAT1,12296,89.51,180.64,10501.3,2768.96,S,1040.63,E,48.27979,-103.5536
e7393f07-abfd-433b-96f1-f75daacdf645,33105040870000,STK1,18782,89.78,182.95,10582.44,7881.23,S,900.92,E,48.26175,-103.544
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,LAT1,13990,89.91,181.85,10516.68,4166.32,S,2127.44,E,48.27595,-103.5489
a17cb124-8e88-489b-ac2e-6f2398a8e93e,33105041420000,LAT1,11480,90.43,179.93,10428.62,2026.98,S,455.03,E,48.28182,-103.5561
a77f7e87-0073-4320-993f-c26a7daa39a9,33053063290000,VERT,2883,5.72,113.12,2880.65,39.38,S,87.66,E,47.90697,-103.5303
69736304-67ba-4cdf-9b93-ff70205ad962,33053074130000,VERT,6387,2.7,226.2,6383.46,103.44,S,123.37,W,47.81736,-103.1172
eb3c0db0-e8d4-4b24-98af-9927010e0ee3,33053078410000,VERT,8340,3.67,290.22,8316.11,141,N,510.34,W,47.78667,-103.0429
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,LAT1,19099,91.17,178.1,10844.91,8339.2,S,314.08,E,47.39338,-102.8157
84554e7f-ba8d-45c9-be3b-4719846a0fb4,33053074120000,LAT1,12487,91.47,188.98,11180.16,953.91,S,1134.45,W,47.81502,-103.1214
47fc4b2b-9585-4b8d-9d0b-50c77c871a0a,177224013300,,7100,,315.02,6752.64,,,,,28.67336,-89.3951
36e8b51f-32c5-45bb-9e79-0c281b833865,33053068220000,LAT1,20958,90.9,181.1,11037.86,10189.33,S,164.47,W,47.96601,-103.3932
2e852d7a-bea1-4e3c-9f93-01df39214ec1,33053068210000,LAT1,17470,88.3,2.7,11083.72,6457.94,N,487.96,W,48.01157,-103.3946
3753191c-0b63-4381-a7a7-ef5aceea585e,33053068200000,LAT1,10613,12.8,334.7,10611.4,30.24,N,18.69,W,47.99417,-103.3926
47fc4b2b-9585-4b8d-9d0b-50c77c871a0a,177224013300,,6100,,327.72,5830.74,,,,,28.6725,-89.39445
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,LAT1,11518,88.99,163.69,11014.53,943,S,828.82,E,47.90449,-103.5275
ab2fa47d-0472-48e9-b2cc-4b5c5fb9ec68,33053063260000,VERT,6061,2.48,80.98,6037.4,31.4,N,463.47,E,47.90716,-103.5289
e3b0d8c4-e6fb-4b3c-b175-d224c398b49d,177084037700,,8469,,175,7597.36,,,,,28.29943,-91.89865
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,LAT1,11027,63.05,156.51,10872.04,283.59,S,255.23,E,47.41549,-102.816
361ddfc6-472d-44b2-90d5-8f58a2056d8e,33053074160000,VERT,2500,1.72,64.72,2499.52,19.92,N,25.55,E,47.81769,-103.1162
aba2559c-7c04-4d4d-8dbb-f4a44cae559f,33053076320000,VERT,5498,17.86,95.55,5391.96,87.16,S,844.1,E,47.90684,-103.5269
e7393f07-abfd-433b-96f1-f75daacdf645,33105040870000,STK1,19636,91.57,178.82,10599.97,8734.18,S,893.93,E,48.25941,-103.544
651e4099-9bd0-4f16-83d0-e5b466fe4bab,33105040860000,LAT1,11849,90.52,164.6,10526.94,1457.14,S,1371.01,E,48.27937,-103.5419
a49790bf-b4b2-4558-8813-07f3f072ad93,33025029690000,VERT,5113,3.62,84.45,5108.4,11.44,S,150.86,E,47.41623,-102.8162
e3b0d8c4-e6fb-4b3c-b175-d224c398b49d,177084037700,,4818,,165,4517.8,,,,,28.30472,-91.89977
3ceb3072-fa95-4fcb-bbed-6ff760fb519a,33105041430000,LAT1,15590,88.52,180.02,10504.94,6081.65,S,112.56,W,48.27069,-103.5586
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,VERT,3137,8.17,134.92,3132.11,68.11,S,85.02,E,48.28719,-103.5573
da37f4c0-a630-422a-bcae-a3921b2154af,33053078240000,LAT1,17210,90.83,3.13,10998.27,6289.32,N,488.02,W,48.03077,-103.3099
eb3c0db0-e8d4-4b24-98af-9927010e0ee3,33053078410000,VERT,8716,4.91,298.46,8690.88,153.32,N,538.07,W,47.78671,-103.043
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,LAT1,12043,89.57,155.01,10504.12,2255.65,S,1903.56,E,48.28119,-103.5498
da37f4c0-a630-422a-bcae-a3921b2154af,33053078240000,LAT1,13793,90.8,358.48,11011.11,2875.64,N,589.61,W,48.0214,-103.3103
2f6c3a6d-ee17-4d2c-93f0-04147946aeb6,33053076330000,VERT,3697,15.07,87.51,3671.59,12.7,N,323.57,E,47.90711,-103.529
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,VERT,8258,1.58,128.61,8224.81,297.18,S,602.23,E,47.90626,-103.5284
3cb68e00-f788-4bba-8597-079908526251,33053074150000,LAT1,14264,89.46,178.82,11101.05,3291.99,S,664.62,E,47.80861,-103.1137
3753191c-0b63-4381-a7a7-ef5aceea585e,33053068200000,VERT,2110,0.3,291,2109.99,0.15,N,4.91,W,47.99409,-103.3925
a77f7e87-0073-4320-993f-c26a7daa39a9,33053063290000,LAT1,19375,90.31,178.11,11002.61,8547.72,S,1933.08,E,47.88363,-103.5227
3cb68e00-f788-4bba-8597-079908526251,33053074150000,LAT1,11296,77,147.1,11086.58,385.38,S,431.55,E,47.81658,-103.1147
69736304-67ba-4cdf-9b93-ff70205ad962,33053074130000,LAT1,17212,90.54,178.86,11104.39,6445.18,S,652.46,W,47.79996,-103.1193
01fd7c2d-1f35-4b6d-b335-e8ffd164cb3e,33053078400000,LAT1,10814,49.3,7.9,10760.24,373.09,N,50.12,W,47.78731,-103.0409
aba2559c-7c04-4d4d-8dbb-f4a44cae559f,33053076320000,STK3,18275,89.41,182.36,11017.66,7275.65,S,2780.62,E,47.88711,-103.519
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,LAT1,15575,90.03,182.38,10997.04,4974.62,S,1035.58,E,47.89343,-103.5266
36e8b51f-32c5-45bb-9e79-0c281b833865,33053068220000,LAT1,21337,91.3,181.6,11039.85,10568.19,S,173.48,W,47.96498,-103.3933
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,VERT,7192,5.36,124.59,7163.91,251.26,S,514.76,E,47.90639,-103.5287
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,VERT,7425,13.02,136.62,7337.75,655.38,S,664.21,E,48.28558,-103.5549
36e8b51f-32c5-45bb-9e79-0c281b833865,33053068220000,LAT1,13677,91.3,179.4,11040.12,2911.45,S,158.35,W,47.98598,-103.3932
2f6c3a6d-ee17-4d2c-93f0-04147946aeb6,33053076330000,VERT,9544,15.63,90.51,9260.1,6.3,N,2038.05,E,47.90709,-103.522
1ef1ccfc-5c9b-43e9-b2fc-cd1bddc2549a,33053070610000,VERT,7718,0.1,233.9,7717.17,6.38,S,4.08,W,47.96186,-103.2937
257ddce9-8ef1-4fa5-b847-2a638b49d1fc,33053078420000,VERT,10038,4.82,265.72,9989.96,210.19,N,838.29,W,47.78686,-103.0444
0221c01b-c31a-48cc-bdcd-c860a263441f,33105041410000,LAT1,12767,90.62,180.53,10499.66,3239.93,S,1036.44,E,48.27849,-103.5536
8a6bd5b5-7359-4126-bc7e-212946b4861c,177004017800,,4694,,238,4693.85,,,,,29.64616,-93.14214
0221c01b-c31a-48cc-bdcd-c860a263441f,33105041410000,VERT,5918,9.01,145.39,5869.5,529.3,S,289.19,E,48.28593,-103.5567
e7393f07-abfd-433b-96f1-f75daacdf645,33105040870000,STK1,12289,87.3,175.42,10578.09,1389.94,S,933.94,E,48.27956,-103.5438
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,VERT,8888,0.52,163.01,8887.18,1.16,S,2.97,E,47.41626,-102.817
a49790bf-b4b2-4558-8813-07f3f072ad93,33025029690000,LAT1,13065,90.4,179.53,10969.03,2210.92,S,900.93,E,47.4102,-102.8132
84554e7f-ba8d-45c9-be3b-4719846a0fb4,33053074120000,LAT1,18632,90.79,182.36,11184.66,7095.21,S,1155.99,W,47.79818,-103.1215
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,LAT1,11580,88.71,164.96,11015.77,1002.68,S,845.58,E,47.90432,-103.5274
2a5e5a33-dd4d-49f0-b41e-db043b07f4d2,33053078230000,VERT,7692,1.5,175.6,7691.39,2.25,N,6.79,E,48.0135,-103.3077
8f647f1d-e87d-49ba-a69f-dfccaf0ce229,177084017103,,2328,,108,2318.2,,,,,28.31694,-91.90865
01fd7c2d-1f35-4b6d-b335-e8ffd164cb3e,33053078400000,VERT,8905,1.55,4.12,8901.54,167.51,N,72.67,W,47.78674,-103.041
651e4099-9bd0-4f16-83d0-e5b466fe4bab,33105040860000,LAT1,17833,88.74,179.18,10537.62,7432.61,S,1479.5,E,48.26298,-103.5415
eb3c0db0-e8d4-4b24-98af-9927010e0ee3,33053078410000,LAT1,10870,37.4,354.4,10816.06,333.77,N,671.14,W,47.7872,-103.0436
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,LAT1,14802,89.7,270.9,10663.48,3084.67,N,4184.29,W,48.05082,-102.6057
349f27f7-9b99-45d1-99ff-4a0f8df5c12a,33053078390000,LAT1,10974,55.1,359.7,10881.21,603.89,N,523.24,E,47.78794,-103.0383
0221c01b-c31a-48cc-bdcd-c860a263441f,33105041410000,LAT1,11421,89.11,162.89,10504.88,1907.5,S,908.17,E,48.28215,-103.5541
3ceb3072-fa95-4fcb-bbed-6ff760fb519a,33105041430000,VERT,9182,0.91,203.27,9136.49,771.36,S,61.56,W,48.28526,-103.5584
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,VERT,9833,0.65,93.6,9832.11,3.13,S,14.1,E,47.41626,-102.8169
fedfef6f-98e1-486f-b5ed-a8ffbd4ef21f,33053078380000,VERT,6171,6.63,72.53,6147.88,212.44,N,372.72,E,47.78687,-103.0388
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,DIR,5165,25.2,355.1,5112.21,377.78,N,83.83,W,48.04339,-102.5889
36e8b51f-32c5-45bb-9e79-0c281b833865,33053068220000,LAT1,11022,56.2,194.3,10913.55,285.24,S,101.72,W,47.99319,-103.393
e7393f07-abfd-433b-96f1-f75daacdf645,33105040870000,VERT,2369,3.23,34.59,2367.92,12.46,N,59.24,E,48.28341,-103.5474
fedfef6f-98e1-486f-b5ed-a8ffbd4ef21f,33053078380000,VERT,3148,6.94,60.85,3141.5,66.32,N,96.02,E,47.78647,-103.0399
fedfef6f-98e1-486f-b5ed-a8ffbd4ef21f,33053078380000,LAT1,10379,2.08,70.02,10336.11,383.43,N,734.51,E,47.78734,-103.0373
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,LAT1,10763,70.71,139.35,10481.9,1204.22,S,1187.79,E,48.28408,-103.5527
ab2fa47d-0472-48e9-b2cc-4b5c5fb9ec68,33053063260000,VERT,8234,0.51,253.47,8209.88,34.34,N,479.08,E,47.90717,-103.5288
fedfef6f-98e1-486f-b5ed-a8ffbd4ef21f,33053078380000,LAT1,18313,90.94,1.91,10861.75,7999.71,N,718.47,E,47.80823,-103.0374
ab2fa47d-0472-48e9-b2cc-4b5c5fb9ec68,33053063260000,LAT1,13875,88.71,358.85,11024.47,2948.1,N,1040.7,E,47.91516,-103.5265
01fd7c2d-1f35-4b6d-b335-e8ffd164cb3e,33053078400000,LAT1,17096,90.28,1.96,10852.1,6629.27,N,67.7,W,47.80447,-103.0409
3753191c-0b63-4381-a7a7-ef5aceea585e,33053068200000,VERT,6086,0.4,329.4,6085.79,4.01,N,12.6,W,47.9941,-103.3926
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,LAT1,11285,53.1,289.9,10517.32,3039.98,N,698.58,W,48.0507,-102.5915
47fc4b2b-9585-4b8d-9d0b-50c77c871a0a,177224013300,,9998,,264,9639.12,,,,,28.67349,-89.39577
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,VERT,5586,7.05,113.44,5567.65,168.72,S,363.04,E,47.90661,-103.5294
257ddce9-8ef1-4fa5-b847-2a638b49d1fc,33053078420000,LAT1,11093,76.2,1.7,10847.47,640.68,N,832.06,W,47.78804,-103.0444
b4151229-7350-4917-b5a5-ca8b6d1fa011,177114066500,,8348,,256,8344.39,,,,,28.48933,-90.87255
1a2e48f7-6498-4615-a2de-a23a56b57175,177254023600,,8616,,41,8543.33,,,,,29.25195,-88.92875
3cb68e00-f788-4bba-8597-079908526251,33053074150000,VERT,9324,2.35,123.63,9319.79,31.27,S,189.78,E,47.81755,-103.1156
f75b2937-f30d-414e-8e1e-b75b92414698,177210044301,,3777,,84,3768.53,,,,,28.97122,-89.26218
0068a40c-eb92-40b2-aa8e-1aa3ed8a8abc,33061038640000,DIR,7261,27.4,353.3,6973.67,1331.2,N,213.55,W,48.04601,-102.5895
a49790bf-b4b2-4558-8813-07f3f072ad93,33025029690000,VERT,7473,3.14,101.81,7464.38,1.55,N,282.8,E,47.41627,-102.8157
1ef1ccfc-5c9b-43e9-b2fc-cd1bddc2549a,33053070610000,LAT1,11597,90.1,173.8,11131.19,631.8,S,194.22,E,47.96014,-103.2929
2a5e5a33-dd4d-49f0-b41e-db043b07f4d2,33053078230000,LAT1,12966,92,1.94,11014.11,2099.18,N,87.72,W,48.01925,-103.3081
cebe8d5e-a15a-4056-9531-d7302462f82a,33105041400000,VERT,9036,2.92,134.97,8944.35,880.62,S,645.86,E,48.28497,-103.5551
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,LAT1,15610,89.85,179.51,10874.47,4850.96,S,321.36,E,47.40295,-102.8157
651e4099-9bd0-4f16-83d0-e5b466fe4bab,33105040860000,LAT1,11597,89.23,159.29,10524.7,1218.33,S,1290.9,E,48.28003,-103.5423
349f27f7-9b99-45d1-99ff-4a0f8df5c12a,33053078390000,VERT,5510,5.61,56.09,5498.21,177.65,N,206.32,E,47.78677,-103.0396
2f6c3a6d-ee17-4d2c-93f0-04147946aeb6,33053076330000,LAT1,15104,90.8,0.73,11024.48,3840.43,N,2828.9,E,47.91761,-103.5187
2e852d7a-bea1-4e3c-9f93-01df39214ec1,33053068210000,VERT,5691,0.1,352.4,5690.78,8.29,S,17.14,W,47.99383,-103.3927
47fc4b2b-9585-4b8d-9d0b-50c77c871a0a,177224013300,,6200,,327.38,5915.45,,,,,28.67263,-89.39454
3ceb3072-fa95-4fcb-bbed-6ff760fb519a,33105041430000,LAT1,17760,91.45,179.35,10519,8251.11,S,101.46,W,48.26474,-103.5585
01fd7c2d-1f35-4b6d-b335-e8ffd164cb3e,33053078400000,VERT,8811,1.64,358,8807.58,164.9,N,72.72,W,47.78674,-103.041
da37f4c0-a630-422a-bcae-a3921b2154af,33053078240000,VERT,6462,4.2,286.9,6449.6,33.47,S,282.66,W,48.01342,-103.3091
da37f4c0-a630-422a-bcae-a3921b2154af,33053078240000,VERT,5325,4.6,262,5315.99,29.15,S,196.54,W,48.01343,-103.3087
3753191c-0b63-4381-a7a7-ef5aceea585e,33053068200000,LAT1,11715,88.9,9.2,11023.95,865.96,N,214.29,W,47.99647,-103.3934
69736304-67ba-4cdf-9b93-ff70205ad962,33053074130000,LAT1,12306,89.12,179.67,11108.33,1542.21,S,562.57,W,47.81341,-103.119
ba191a79-8e71-40a2-b036-53dca80ed7d2,33053063270000,LAT1,10585,0.34,339.11,10516.83,57.09,N,931.7,E,47.90723,-103.5267
fedfef6f-98e1-486f-b5ed-a8ffbd4ef21f,33053078380000,LAT1,19719,88.33,2,10867.41,9404.79,N,747.44,E,47.81209,-103.0372
a77f7e87-0073-4320-993f-c26a7daa39a9,33053063290000,LAT1,16591,90.34,176.56,11018.81,5767.02,S,1973.74,E,47.89125,-103.5226
2a5e5a33-dd4d-49f0-b41e-db043b07f4d2,33053078230000,VERT,4757,0.3,10.7,4756.75,11.47,S,16.55,E,48.01346,-103.3077
aba2559c-7c04-4d4d-8dbb-f4a44cae559f,33053076320000,VERT,9548,15.82,96.7,9258.7,237.65,S,2029.12,E,47.90642,-103.5221
651e4099-9bd0-4f16-83d0-e5b466fe4bab,33105040860000,LAT1,19828,89.6,179.43,10528.28,9427.34,S,1481.76,E,48.25751,-103.5415
84554e7f-ba8d-45c9-be3b-4719846a0fb4,33053074120000,VERT,6950,2.2,327.3,6946.47,110.42,N,140.76,W,47.81794,-103.1174
1ef1ccfc-5c9b-43e9-b2fc-cd1bddc2549a,33053070610000,LAT1,11125,56.6,154.8,11067.82,192.55,S,66.41,E,47.96135,-103.2934
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,LAT1,16160,90.37,179.76,10517.81,6335.85,S,2117.34,E,48.27,-103.5489
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,LAT1,19843,90.58,181.86,10957.83,9240.53,S,1021.52,E,47.88173,-103.5267
ba191a79-8e71-40a2-b036-53dca80ed7d2,33053063270000,LAT1,11056,52.71,36.93,10929.82,193.98,N,1052.86,E,47.90761,-103.5262
2f6c3a6d-ee17-4d2c-93f0-04147946aeb6,33053076330000,LAT1,10866,9.41,98.73,10542.5,4.81,N,2356.4,E,47.90709,-103.5207
0f4fd039-198c-41ed-9ca7-0f06d86a05de,33053076310000,LAT1,13492,89.72,181.92,11020.05,2893.38,S,985.77,E,47.89914,-103.5268
0221c01b-c31a-48cc-bdcd-c860a263441f,33105041410000,LAT1,14183,90.49,179.38,10503.24,4655.6,S,1046.22,E,48.27461,-103.5536
ab2fa47d-0472-48e9-b2cc-4b5c5fb9ec68,33053063260000,LAT1,20506,90.8,357.38,11047.59,9576.6,N,1015.76,E,47.93335,-103.5266
a77f7e87-0073-4320-993f-c26a7daa39a9,33053063290000,VERT,2474,2.69,120.29,2472.83,25.24,S,60.71,E,47.90701,-103.5304
fedfef6f-98e1-486f-b5ed-a8ffbd4ef21f,33053078380000,VERT,4094,4.99,66.58,4081.84,106.12,N,190.83,E,47.78658,-103.0395
fedfef6f-98e1-486f-b5ed-a8ffbd4ef21f,33053078380000,VERT,3432,5.79,63.81,3423.73,81.3,N,123.86,E,47.78651,-103.0398
69736304-67ba-4cdf-9b93-ff70205ad962,33053074130000,LAT1,15034,90.56,181.65,11090.41,4268.28,S,625.51,W,47.80593,-103.1192
cebe8d5e-a15a-4056-9531-d7302462f82a,33105041400000,LAT1,15773,88.8,179.52,10449.13,6128.18,S,1591.42,E,48.27057,-103.5512
651e4099-9bd0-4f16-83d0-e5b466fe4bab,33105040860000,VERT,9940,0.13,135.72,9901.03,141.16,S,657.79,E,48.28299,-103.5449
5eae641d-4f6a-41ba-b5c7-78af15b3029e,33053070620000,VERT,8193,1,94.2,8192.16,6.77,N,11.14,E,47.96188,-103.2934
65747b5c-4222-4a2a-b2ec-57741c3e1e18,33105041390000,VERT,5095,11.78,138,5059.9,309.41,S,325.57,E,48.28653,-103.5563
e3b0d8c4-e6fb-4b3c-b175-d224c398b49d,177084037700,,1500,,189,1499.54,,,,,28.30791,-91.90108
cebe8d5e-a15a-4056-9531-d7302462f82a,33105041400000,LAT1,11877,90.58,160.41,10437.33,2248.86,S,1473.16,E,48.28121,-103.5517
