API,CasingSize,CasingType,CasingWeight,CementSacks,CompletionDate,LowerSetDepth,UpperSetDepth,WellboreSize,WellId
3002544061,,Hole 2,0,0,10/21/2017 12:00:00 AM,5307,988,12.25,7c5da16c-2ec2-4cce-9da6-68ba85244c4c
3002543806,,Hole 1,0,0,10/1/2017 12:00:00 AM,1348,0,14.75,8c89911c-fc2e-46fd-bfd8-f75644aaa99b
3002543239,,Surface Casing,54.5,1030,,1337,0,13.375,f62ebec6-6bf7-4394-915b-6f1821187fc1
3002542920,,Hole 2,0,0,8/1/2017 12:00:00 AM,5211,1418,12.25,d41ba2ee-00ab-43d2-aac9-55d38873561f
3002543806,,Surface Casing,40.5,1005,,1348,0,10.75,8c89911c-fc2e-46fd-bfd8-f75644aaa99b
3002543909,,Hole 1,0,0,9/15/2017 12:00:00 AM,1761,0,17.5,f47b585e-534f-46fa-b44e-3dc26ef41de2
3002543186,,Hole 3,0,0,9/26/2017 12:00:00 AM,19574,5319,8.5,23e96e71-7737-487c-a191-6f54124b0672
3002543884,,Surface Casing,54.5,1780,,1809,0,13.375,53510097-2cb5-4300-91e6-e6c204845325
3002544061,,Hole 4,0,0,10/30/2017 12:00:00 AM,17272,11881,6.75,7c5da16c-2ec2-4cce-9da6-68ba85244c4c
3002543237,,Hole 3,0,0,8/20/2017 12:00:00 AM,14140,5169,8.5,b98495e6-a6f4-422a-8e9f-a2de69624dc7
3002543239,,Hole 2,0,0,8/7/2017 12:00:00 AM,5180,1337,12.25,f62ebec6-6bf7-4394-915b-6f1821187fc1
3002543893,,Surface Casing,40.5,810,,1054,0,10.75,8021d580-ef8d-4190-a5d1-216e0fe72fd3
3002543248,,Hole 1,0,0,8/5/2017 12:00:00 AM,1605,0,17.5,282efce2-c8a0-4dd2-99b3-6e5de232a78d
3002543893,,Hole 1,0,0,8/9/2017 12:00:00 AM,1054,0,14.75,8021d580-ef8d-4190-a5d1-216e0fe72fd3
3002543884,,Hole 1,0,0,7/2/2017 12:00:00 AM,1809,0,17.5,53510097-2cb5-4300-91e6-e6c204845325
3002543894,,Intermediate 1 Casing,29.7,3167,,10493,0,7.625,91d472c6-8452-41cb-9335-a3f9cf357c03
3002543893,,Production Casing,20,620,,17551,0,5.5,8021d580-ef8d-4190-a5d1-216e0fe72fd3
3002543248,,Intermediate 1 Casing,40,3900,,5400,0,9.625,282efce2-c8a0-4dd2-99b3-6e5de232a78d
3002543248,,Surface Casing,54.5,1350,,1600,0,13.375,282efce2-c8a0-4dd2-99b3-6e5de232a78d
3002543894,,Surface Casing,40.5,815,,960,0,10.75,91d472c6-8452-41cb-9335-a3f9cf357c03
3002543894,,Hole 3,0,0,10/9/2017 12:00:00 AM,17428,10493,6.75,91d472c6-8452-41cb-9335-a3f9cf357c03
3002543239,,Intermediate 1 Casing,40,1615,,5167,0,9.625,f62ebec6-6bf7-4394-915b-6f1821187fc1
3002543909,,Hole 3,0,0,9/25/2017 12:00:00 AM,5369,3816,12.25,f47b585e-534f-46fa-b44e-3dc26ef41de2
3002543893,,Hole 3,0,0,9/14/2017 12:00:00 AM,17561,11956,6.75,8021d580-ef8d-4190-a5d1-216e0fe72fd3
3002542920,,Hole 1,0,0,7/28/2017 12:00:00 AM,1425,0,17.5,d41ba2ee-00ab-43d2-aac9-55d38873561f
3002542920,,Intermediate 1 Casing,40,1620,,5204,0,9.625,d41ba2ee-00ab-43d2-aac9-55d38873561f
3002543893,,Intermediate 1 Casing,29.7,4220,,11956,0,7.625,8021d580-ef8d-4190-a5d1-216e0fe72fd3
3002543893,,Hole 2,0,0,9/2/2017 12:00:00 AM,11956,1054,9.875,8021d580-ef8d-4190-a5d1-216e0fe72fd3
3002543894,,Hole 2,0,0,10/1/2017 12:00:00 AM,10493,985,8.75,91d472c6-8452-41cb-9335-a3f9cf357c03
3002543239,,Hole 1,0,0,6/26/2016 12:00:00 AM,1345,0,17.5,f62ebec6-6bf7-4394-915b-6f1821187fc1
