WellId,API,CompletionDate,Formation,UpperPerf,UpperPerfTVD,LowerPerf,LowerPerfTVD,IPOil,IPGas,IPWater
80670f49-05f3-422c-81cc-5ab69f799d83,05067095330000,,,0,0,0,0,,,
a9d042fe-679a-4e92-ae00-3ca445aed8ba,25101242340000,4/29/2014 12:00:00 AM,,1335,0,0,0,,,
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,9/10/2013 12:00:00 AM,"BERRY;BONE SPRING, NORTH",0,0,0,0,0,0,0
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,9/10/2013 12:00:00 AM,,0,0,0,0,,,
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,8/29/2017 12:00:00 AM,"BERRY;BONE SPRING, NORTH",0,0,0,0,0,0,0
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,1/25/2018 12:00:00 AM,"BERRY;BONE SPRING, NORTH",0,0,0,0,1105,1405,2952
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,1/25/2018 12:00:00 AM,"BERRY; BONE SPRING, NORTH",0,0,0,0,1105,1405,2952
61db6d29-7a76-4d4e-a440-0d974a58d36d,33025026090000,1/16/2018 12:00:00 AM,BAKKEN,0,0,0,0,,,
9f11cba5-5b23-4e34-ac9d-39780c6be214,33025026100000,1/23/2018 12:00:00 AM,BAKKEN,0,0,0,0,,,
8922196d-65ef-49c9-a1d1-b75ba0530931,33105025900000,2/9/2018 12:00:00 AM,,0,0,0,0,,,
dd387aee-1837-411a-89c1-b7bf77f4a02b,33105025890000,2/10/2018 12:00:00 AM,,0,0,0,0,,,
cf04903b-4382-4bbf-bd0e-68d0fc8ce1c1,35011231170001,5/26/2005 12:00:00 AM,,0,0,0,0,,,
48d9ce53-4783-4235-ae3d-23a18473f879,35019251150000,3/5/2008 12:00:00 AM,,0,0,0,0,,,
5af6c6eb-7220-440b-be33-bd0df599fe16,4236538085,1/16/2014 12:00:00 AM,CV,0,0,0,0,,,
5af6c6eb-7220-440b-be33-bd0df599fe16,4236538085,4/5/2014 12:00:00 AM,CV,9911,0,14470,0,,,
088eb5f5-5e2c-4f5d-9d59-38746055232f,35037053870000,4/26/1960 12:00:00 AM,,0,0,0,0,,,
678fab5a-b688-49a9-9d0d-eac1bfa80c82,4223933589,11/15/2012 12:00:00 AM,FRIO 7650,7658,0,7660,0,71.81,53,0
678fab5a-b688-49a9-9d0d-eac1bfa80c82,4223933589,11/21/2017 12:00:00 AM,,0,0,0,0,,,
6bf19f48-fa06-4c7a-b38c-2ab8875c1c14,4216534545,6/1/1993 12:00:00 AM,CLEAR FORK,6590,0,6972,0,,,
6bf19f48-fa06-4c7a-b38c-2ab8875c1c14,4216534545,1/29/2018 12:00:00 AM,,0,0,0,0,,,
8515706d-6f9e-41b2-950b-e4b3dc622eff,4216537798,8/24/2013 12:00:00 AM,WICHITA ALBANY,7202,0,7684,0,161,0,399
8515706d-6f9e-41b2-950b-e4b3dc622eff,4216537798,1/27/2018 12:00:00 AM,,0,0,0,0,,,
fe25f9eb-b72f-44a9-9c80-8a1d5e98a797,4248531433,,,0,0,0,0,,,
fe25f9eb-b72f-44a9-9c80-8a1d5e98a797,4248531433,1/18/2018 12:00:00 AM,,0,0,0,0,,,
87c7e749-f797-42a6-99aa-a69d5a02f780,4225533934,11/9/2017 12:00:00 AM,,0,0,0,0,,,
87c7e749-f797-42a6-99aa-a69d5a02f780,4225533934,,,0,0,0,0,,,
f93bcdcf-5ccd-4d65-8692-f53341d6ac9f,4225533912,11/9/2017 12:00:00 AM,,0,0,0,0,,,
f93bcdcf-5ccd-4d65-8692-f53341d6ac9f,4225533912,,,0,0,0,0,,,
8682c883-6976-4054-bba6-f61b6b046a59,4225533911,11/9/2017 12:00:00 AM,,0,0,0,0,,,
8682c883-6976-4054-bba6-f61b6b046a59,4225533911,,,0,0,0,0,,,
9635d39b-ccb5-46b6-aa84-41e9ce59ac99,4227531699,,,0,0,0,0,,,
5c30d76c-e108-4492-ba28-b8a634b32ee3,4228931896,3/7/2011 12:00:00 AM,,0,0,0,0,,,
5c30d76c-e108-4492-ba28-b8a634b32ee3,4228931896,12/1/2017 12:00:00 AM,,0,0,0,0,,,
5c30d76c-e108-4492-ba28-b8a634b32ee3,4228931896,,,0,0,0,0,,,
9aa2f2c7-9881-467e-b454-633cb89e4436,4218733075,,,0,0,0,0,,,
bd0172c2-b520-41df-b307-bc2589a88ddd,4207932142,,,0,0,0,0,,,
5a3d38da-e2df-4c45-9a5e-326642f6dcd8,35121220360001,5/1/1997 12:00:00 AM,,0,0,0,0,,,
4b960f46-5efe-4a4d-a8c9-1fdd6193db88,4220333741,8/21/2007 12:00:00 AM,COTTON VALLEY,9684,0,9808,0,,,
4b960f46-5efe-4a4d-a8c9-1fdd6193db88,4220333741,8/21/2007 12:00:00 AM,TRAVIS PEAK,6868,0,6878,0,,,
4b960f46-5efe-4a4d-a8c9-1fdd6193db88,4220333741,8/21/2007 12:00:00 AM,,0,0,0,0,,,
4b960f46-5efe-4a4d-a8c9-1fdd6193db88,4220333741,3/17/2007 12:00:00 AM,,9684,0,9808,0,,,
4b960f46-5efe-4a4d-a8c9-1fdd6193db88,4220333741,8/21/2007 12:00:00 AM,,9684,0,9808,0,,,
4b960f46-5efe-4a4d-a8c9-1fdd6193db88,4220333741,1/9/2018 12:00:00 AM,,0,0,0,0,,,
5e6d4cda-ea1e-4c83-b1a0-feb44be8809c,4241931172,9/23/2008 12:00:00 AM,COTTON VALLEY,12140,0,12200,0,,,
5e6d4cda-ea1e-4c83-b1a0-feb44be8809c,4241931172,1/3/2018 12:00:00 AM,,0,0,0,0,,,
3cd39389-57ca-41a3-afe1-9578d89a5a46,4220333321,12/11/2005 12:00:00 AM,COTTON VALLEY,9373,0,9731,0,,,
3cd39389-57ca-41a3-afe1-9578d89a5a46,4220333321,1/28/2018 12:00:00 AM,,0,0,0,0,,,
963f6214-7279-4fa7-b3fd-45ac5f7fc22d,4243936960,8/18/2014 12:00:00 AM,BARNETT SHALE,0,0,0,0,,,
963f6214-7279-4fa7-b3fd-45ac5f7fc22d,4243936960,8/18/2014 12:00:00 AM,,0,0,0,0,,,
963f6214-7279-4fa7-b3fd-45ac5f7fc22d,4243936960,1/24/2018 12:00:00 AM,BARNETT SHALE,0,0,0,0,,,
963f6214-7279-4fa7-b3fd-45ac5f7fc22d,4243936960,1/24/2018 12:00:00 AM,,0,0,0,0,,,
47a14509-9009-46da-9ccc-56744cb44c39,4243936674,5/30/2013 12:00:00 AM,BARNETT SHALE,0,0,0,0,,,
47a14509-9009-46da-9ccc-56744cb44c39,4243936674,1/10/2018 12:00:00 AM,BARNETT SHALE,0,0,0,0,,,
be46cfc2-ce01-440e-811f-b16c6bbcb1a6,4243936745,6/16/2013 12:00:00 AM,,0,0,0,0,,,
be46cfc2-ce01-440e-811f-b16c6bbcb1a6,4243936745,6/16/2013 12:00:00 AM,BARNETT SHALE,0,0,0,0,,,
be46cfc2-ce01-440e-811f-b16c6bbcb1a6,4243936745,1/9/2018 12:00:00 AM,BARNETT SHALE,0,0,0,0,,,
9a6a4a7b-ccdd-415a-847e-f9321329697e,4303750037,12/19/2013 12:00:00 AM,DSCR,0,0,0,0,0,0,0
f9d395d1-eb20-40c9-8c12-42dd0b8243af,4200131315,,,0,0,0,0,,,
f9d395d1-eb20-40c9-8c12-42dd0b8243af,4200131315,12/2/2017 12:00:00 AM,,0,0,0,0,,,
b5e87e73-756a-45ea-99fc-7268ad40aff5,4200730825,10/15/1996 12:00:00 AM,FRIO MF-1,10913,0,11074,0,,,
8b9feccb-eac8-4d44-806a-6b25708e7e3c,4200936309,,,0,0,0,0,,,
7e940a37-416f-4dc1-a264-012e8f52d185,4247938282,1/30/2003 12:00:00 AM,LOBO CONS.,9804,0,9903,0,,,
04b52a3b-e110-4d6d-8cc6-0962a79b82a6,4247937047,8/30/1998 12:00:00 AM,LOBO CONS.,9611,0,10401,0,,,
6719f2d7-116c-4c5f-a709-a30e71ba8600,4200932368,6/4/1977 12:00:00 AM,4350,0,0,4371,0,,,
6719f2d7-116c-4c5f-a709-a30e71ba8600,4200932368,1/21/2018 12:00:00 AM,,0,0,0,0,,,
d040dccb-94db-4e7d-9cf0-85a51182c0e0,4247937411,3/8/2002 12:00:00 AM,LOBO CONS.,9490,0,9725,0,,,
47c9209e-b856-4112-9aa8-d508676d0a47,4236330806,2/2/2015 12:00:00 AM,MARBLE FALLS,0,0,0,0,,,
47c9209e-b856-4112-9aa8-d508676d0a47,4236330806,1/14/2018 12:00:00 AM,MARBLE FALLS,0,0,0,0,,,
a7752024-59e4-40bf-b658-18e101667aa1,4211533671,,,0,0,0,0,,,
a4d3cace-3ab1-4244-89d0-a9f60498c690,4247943000,11/26/2014 12:00:00 AM,EAGLEFORD,0,0,0,0,,,
a4d3cace-3ab1-4244-89d0-a9f60498c690,4247943000,4/8/2016 12:00:00 AM,EAGLEFORD,10609,0,16660,0,,,
a4d3cace-3ab1-4244-89d0-a9f60498c690,4247943000,1/29/2018 12:00:00 AM,,0,0,0,0,,,
38c99c25-308a-4aaa-963e-5793a9163640,4236537273,4/28/2010 12:00:00 AM,HAYNESVILLE SHALE,10803,0,10926,0,,,
38c99c25-308a-4aaa-963e-5793a9163640,4236537273,1/2/2018 12:00:00 AM,,0,0,0,0,,,
38c99c25-308a-4aaa-963e-5793a9163640,4236537273,1/2/2018 12:00:00 AM,,0,0,0,0,,,
50f8c7ce-40b5-43d9-bfb8-07dad444480f,49025238680000,2/5/2018 12:00:00 AM,,0,0,0,0,,,
9e69cddc-1122-46ef-b499-6ad2c3092606,49005623670000,1/16/2018 12:00:00 AM,,0,0,0,0,,,
c7b066be-e265-4ce1-9425-21f01324ef9b,4228335049,,,0,0,0,0,,,
c7b066be-e265-4ce1-9425-21f01324ef9b,4228335049,1/7/2018 12:00:00 AM,,0,0,0,0,,,
6b73539c-181a-4887-a696-c98b3de914cc,4228335051,1/6/2018 12:00:00 AM,,0,0,0,0,,,
6b73539c-181a-4887-a696-c98b3de914cc,4228335051,,,0,0,0,0,,,
b0de0a9b-022e-409f-8ce5-dff312f8a494,4228335050,1/6/2018 12:00:00 AM,,0,0,0,0,,,
b0de0a9b-022e-409f-8ce5-dff312f8a494,4228335050,,,0,0,0,0,,,
5ae48e7c-96bc-47bf-8fd3-e1161a4bb749,4212736676,1/31/2015 12:00:00 AM,EAGLEFORD,0,0,0,0,,,
fde9e75a-a885-4f96-ad62-30637d3e7a64,33033003520000,,RED RIVER,0,0,0,0,,,
