Api,Wellid,Reservoir,Cumulativeoil,Cumulativegas,Cumulativeboe,Cumulativewater,Cumulativedays,Firstproddate,Lastproddate,Lasttestdate,Ipoil,Ipgas,Firstthreemonthoil,Firstthreemonthmaxoil,Firstthreemonthoildecline,Firstthreemonthgas,Firstthreemonthmaxgas,Firstthreemonthgasdecline,Firstthreemonthboe,Firstthreemonthmaxboe,Firstthreemonthboedecline,Firstthreemonthwater,Firstthreemonthmaxwater,Firstthreemonthwaterdecline,Firstthreemonthdays,Firstsixmonthoil,Firstsixmonthoildecline,Firstsixmonthgas,Firstsixmonthgasdecline,Firstsixmonthboe,Firstsixmonthboedecline,Firstsixmonthwater,Firstsixmonthwaterdecline,Firstsixmonthdays,Firsttwelvemonthoil,Firsttwelvemonthoildecline,Firsttwelvemonthgas,Firsttwelvemonthgasdecline,Firsttwelvemonthboe,Firsttwelvemonthboedecline,Firsttwelvemonthwater,Firsttwelvemonthwaterdecline,Firsttwelvemonthdays,Firsttwentyfourmonthoil,Firsttwentyfourmonthoildecline,Firsttwentyfourmonthgas,Firsttwentyfourmonthgasdecline,Firsttwentyfourmonthboe,Firsttwentyfourmonthboedecline,Firsttwentyfourmonthwater,Firsttwentyfourmonthwaterdecline,Firsttwentyfourmonthdays,Firstthirtysixmonthoil,Firstthirtysixmonthoildecline,Firstthirtysixmonthgas,Firstthirtysixmonthgasdecline,Firstthirtysixmonthboe,Firstthirtysixmonthboedecline,Firstthirtysixmonthwater,Firstthirtysixmonthwaterdecline,Firstthirtysixmonthdays,Firstsixtymonthoil,Firstsixtymonthoildecline,Firstsixtymonthgas,Firstsixtymonthgasdecline,Firstsixtymonthboe,Firstsixtymonthboedecline,Firstsixtymonthwater,Firstsixtymonthwaterdecline,Firstsixtymonthdays,Maxmonthoil,Maxoilmonthdays,Maxoilmonth,Maxoilmonthnumber,Maxmonthgas,Maxgasmonthdays,Maxgasmonth,Maxgasmonthnumber,Maxmonthboe,Maxboemonthdays,Maxboemonth,Maxboemonthnumber,Maxmonthwater,Maxwatermonthdays,Maxwatermonth,Maxwatermonthnumber,Maxthreemonthoil,Maxoilthreemonthdays,Maxthreemonthgas,Maxgasthreemonthdays,Maxthreemonthboe,Maxboethreemonthdays,Maxthreemonthwater,Maxwaterthreemonthdays,Maxsixmonthoil,Maxoilsixmonthdays,Maxsixmonthgas,Maxgassixmonthdays,Maxsixmonthboe,Maxboesixmonthdays,Maxsixmonthwater,Maxwatersixmonthdays,Maxtwelvemonthoil,Maxoiltwelvemonthdays,Maxtwelvemonthgas,Maxgastwelvemonthdays,Maxtwelvemonthboe,Maxboetwelvemonthdays,Maxtwelvemonthwater,Maxwatertwelvemonthdays,Lastsixmonthoil,Lastsixmonthoildecline,Lastsixmonthgas,Lastsixmonthgasdecline,Lastsixmonthboe,Lastsixmonthboedecline,Lastsixmonthwater,Lastsixmonthwaterdecline,Lastsixmonthdays,Lasttwelvemonthoil,Lasttwelvemonthoildecline,Lasttwelvemonthgas,Lasttwelvemonthgasdecline,Lasttwelvemonthboe,Lasttwelvemonthboedecline,Lasttwelvemonthwater,Lasttwelvemonthwaterdecline,Lasttwelvemonthdays,Datecreated,Datelastmodified,Totalproducingdays,Totalproducingmonths,Firstmonthoil,Firstmonthgas,Firstmonthwater,Firstmonthboe,Lastmonthoil,Lastmonthgas,Lastmonthwater,Lastmonthboe,Eurboe,Euroil,Eurgas,Eurwater,Firsttwomonthoil,Firsttwomonthmaxoil,Firsttwomonthoildecline,Firsttwomonthgas,Firsttwomonthmaxgas,Firsttwomonthgasdecline,Firsttwomonthboe,Firsttwomonthmaxboe,Firsttwomonthboedecline,Firsttwomonthwater,Firsttwomonthmaxwater,Firsttwomonthwaterdecline,Firsttwomonthdays
3001543687,40238563-c89d-434b-bbbf-29cee824ede8,WOLFCAMP (GAS),5252,12289,7300.16650390625,78888,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,1/31/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252,31,1/1/2018 12:00:00 AM,1,12289,31,1/1/2018 12:00:00 AM,1,7300.16650390625,31,1/1/2018 12:00:00 AM,1,78888,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/19/2017 4:59:12 PM,9/19/2017 4:59:12 PM,31,1,5252,12289,78888,7300.16650390625,5252,12289,78888,7300.16650390625,,,,,,,,,,,,,,,,,
3001543722,06ad47b2-d937-4a48-927a-2af8e8d4bcdc,GLORIETA-YESO,0,282,47,7785,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,3/9/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,2/1/2018 12:00:00 AM,1,282,28,2/1/2018 12:00:00 AM,1,47,28,2/1/2018 12:00:00 AM,1,7785,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 5:39:32 PM,11/17/2017 5:39:32 PM,28,1,0,282,7785,47,0,282,7785,47,,,,,,,,,,,,,,,,,
3002543184,ab3bb222-0d05-47d0-854d-5fd5b153fb34,BONE SPRING,15774,30328,20828.6673583984,51820,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,2/13/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14742,28,2/1/2018 12:00:00 AM,2,24791,28,2/1/2018 12:00:00 AM,2,18873.833984375,28,2/1/2018 12:00:00 AM,2,39425,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/31/2017 11:23:51 AM,10/31/2017 11:23:51 AM,59,2,1032,5537,12395,1954.83337402344,14742,24791,39425,18873.833984375,,,,,15774,,92.999592999593,30328,,77.6652817554758,20828.6673583984,,89.6426270590184,51820,,68.5605580215599,59
3004535748,8d0ed976-cecc-4e37-a3e2-626e6f98c8bf,LYBROOK MANCOS W,15593,59767,25554.166015625,1890,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15593,28,2/1/2018 12:00:00 AM,1,59767,28,2/1/2018 12:00:00 AM,1,25554.166015625,28,2/1/2018 12:00:00 AM,1,1890,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 9:14:35 PM,11/17/2017 9:14:35 PM,28,1,15593,59767,1890,25554.166015625,15593,59767,1890,25554.166015625,,,,,,,,,,,,,,,,,
3002543186,23e96e71-7737-487c-a191-6f54124b0672,UPR BONE SPRIN,3939,6724,5059.66665649414,46600,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,2/11/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,28,2/1/2018 12:00:00 AM,2,5982,28,2/1/2018 12:00:00 AM,2,4747,28,2/1/2018 12:00:00 AM,2,39624,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/31/2017 11:23:48 AM,10/31/2017 11:23:48 AM,59,2,189,742,6976,312.666656494141,3750,5982,39624,4747,,,,,3939,,94.96,6724,,87.5961216984286,5059.66665649414,,93.4133841058744,46600,,82.3945083787603,59
3004535751,986ca1f9-b7b9-4662-b344-83a2ad6d7ac6,LYBROOK MANCOS W,9430,13450,11671.6669921875,1740,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9430,28,2/1/2018 12:00:00 AM,1,13450,28,2/1/2018 12:00:00 AM,1,11671.6669921875,28,2/1/2018 12:00:00 AM,1,1740,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 9:14:08 PM,11/17/2017 9:14:08 PM,28,1,9430,13450,1740,11671.6669921875,9430,13450,1740,11671.6669921875,,,,,,,,,,,,,,,,,
3002543135,814e0806-6cfc-4f15-aad3-d83f942f2d87,"BONE SPRING, EAST",2297,2684,2744.33325195313,49334,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,2/5/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297,31,1/1/2018 12:00:00 AM,1,2684,31,1/1/2018 12:00:00 AM,1,2744.33325195313,31,1/1/2018 12:00:00 AM,1,49334,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/19/2017 5:00:11 PM,9/19/2017 5:00:11 PM,31,1,2297,2684,49334,2744.33325195313,2297,2684,49334,2744.33325195313,,,,,,,,,,,,,,,,,
3004535750,3d2ce79b-9098-4642-9582-dfafe880a03f,LYBROOK MANCOS W,14670,9611,16271.8330078125,2879,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14670,28,2/1/2018 12:00:00 AM,1,9611,28,2/1/2018 12:00:00 AM,1,16271.8330078125,28,2/1/2018 12:00:00 AM,1,2879,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 9:46:59 PM,11/17/2017 9:46:59 PM,28,1,14670,9611,2879,16271.8330078125,14670,9611,2879,16271.8330078125,,,,,,,,,,,,,,,,,
3001543636,71c8ad7f-a04d-49ce-9530-f23d5c7cc131,WOLFCAMP (GAS),11869,66712,22987.666015625,52935,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11869,28,2/1/2018 12:00:00 AM,1,66712,28,2/1/2018 12:00:00 AM,1,22987.666015625,28,2/1/2018 12:00:00 AM,1,52935,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/2017 2:23:28 AM,10/5/2017 2:23:28 AM,28,1,11869,66712,52935,22987.666015625,11869,66712,52935,22987.666015625,,,,,,,,,,,,,,,,,
3002543230,c2d7a8fc-d7f4-4f09-8bb6-da096c6db339,"BONE SPRING, EAST",9635,11438,11541.3333740234,62702,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,2/27/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8740,28,2/1/2018 12:00:00 AM,2,9633,28,2/1/2018 12:00:00 AM,2,10345.5,28,2/1/2018 12:00:00 AM,2,47812,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 11:20:14 PM,11/17/2017 11:20:14 PM,59,2,895,1805,14890,1195.83337402344,8740,9633,47812,10345.5,,,,,9635,,89.7597254004577,11438,,81.2623274161736,11541.3333740234,,88.4410287175735,62702,,68.8571906634318,59
4238935172,83fffbe4-9a48-4b99-b521-3fd08f4919b2,WOLFCAMP,14963,54709,24081.1665039063,0,59,2/1/2018 12:00:00 AM,3/1/2018 12:00:00 AM,9/2/2017 12:00:00 AM,907,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10596,28,2/1/2018 12:00:00 AM,1,38544,28,2/1/2018 12:00:00 AM,1,17020,28,2/1/2018 12:00:00 AM,1,0,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/20/2017 5:13:50 AM,10/20/2017 5:13:50 AM,59,2,10596,38544,0,17020,4367,16165,0,7061.16650390625,,,,,14963,,58.7863344658362,54709,,58.0609173931092,24081.1665039063,,58.512535229693,0,,0,59
4247537077,7a2fd7e1-e6b4-4d43-a0b7-41a47d53c612,WOLFCAMP,5736,4666,6513.66650390625,24722,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,1/7/2018 12:00:00 AM,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5736,28,2/1/2018 12:00:00 AM,1,4666,28,2/1/2018 12:00:00 AM,1,6513.66650390625,28,2/1/2018 12:00:00 AM,1,24722,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/22/2017 6:23:01 AM,3/6/2018 1:20:54 AM,28,1,5736,4666,24722,6513.66650390625,5736,4666,24722,6513.66650390625,,,,,,,,,,,,,,,,,
4247537092,938fb108-7c86-49c6-a85a-7c39dbb814a7,WOLFCAMP,6348,21291,9896.5,13644,59,2/1/2018 12:00:00 AM,3/1/2018 12:00:00 AM,2/16/2018 12:00:00 AM,1014,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294,28,2/1/2018 12:00:00 AM,1,12050,28,2/1/2018 12:00:00 AM,1,5302.33349609375,28,2/1/2018 12:00:00 AM,1,13644,31,3/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/19/2018 6:15:46 PM,1/19/2018 6:15:44 PM,59,2,3294,12050,0,5302.33349609375,3054,9241,13644,4594.16650390625,,,,,6348,,7.28597449908925,21291,,23.3112033195021,9896.5,,13.3557610570744,13644,,100,59
4238935182,8577d6f7-ac86-4b4f-932f-df83a018f06f,WOLFCAMP,33752,157450,59993.666015625,0,59,2/1/2018 12:00:00 AM,3/1/2018 12:00:00 AM,5/31/2017 12:00:00 AM,947,3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21546,28,2/1/2018 12:00:00 AM,1,94100,28,2/1/2018 12:00:00 AM,1,37229.33203125,28,2/1/2018 12:00:00 AM,1,0,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/20/2017 5:14:06 AM,10/20/2017 5:14:06 AM,59,2,21546,94100,0,37229.33203125,12206,63350,0,22764.333984375,,,,,33752,,43.3491135245521,157450,,32.6780021253985,59993.666015625,,38.8537673325248,0,,0,59
4237331305,dbf3f708-0db9-425d-b12d-e3f3d73d6aa2,WOODBINE,132,4872,944.000022888184,0,90,1/1/2018 12:00:00 AM,3/1/2018 12:00:00 AM,1/10/2018 12:00:00 AM,10,816,132,,76.3157894736842,4872,,70.8022388059701,944.000022888184,,71.7692308450733,0,,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,28,2/1/2018 12:00:00 AM,2,2144,28,2/1/2018 12:00:00 AM,2,433.333343505859,28,2/1/2018 12:00:00 AM,2,0,31,1/1/2018 12:00:00 AM,1,76,28,2144,28,433.333343505859,28,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/2017 12:07:41 PM,12/11/2017 12:07:41 PM,90,3,18,626,0,122.333335876465,38,2102,0,388.333343505859,32896.9622488915,223.740115370178,196039.332801128,0,94,,76.3157894736842,2770,,70.8022388059701,555.666679382324,,71.7692308450733,0,,0,59
49009303270000,5707f846-2c58-47ac-a3cc-9cd4276cd44e,PARKMAN,48795,32167,54156.166015625,25497,59,2/1/2018 12:00:00 AM,3/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25937,31,3/1/2018 12:00:00 AM,2,23428,28,2/1/2018 12:00:00 AM,1,27393.5,31,3/1/2018 12:00:00 AM,2,13870,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/18/2017 7:55:13 PM,9/18/2017 7:55:13 PM,59,2,22858,23428,13870,26762.666015625,25937,8739,11627,27393.5,,,,,48795,,11.8710722134403,32167,,62.6984804507427,54156.166015625,,2.30286011051892,25497,,16.1715933669791,59
49005635290000,05c8f3e8-5c80-4235-a445-dc91c872251a,PARKMAN,19962,19718,23248.333984375,14710,31,3/1/2018 12:00:00 AM,3/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19962,31,3/1/2018 12:00:00 AM,1,19718,31,3/1/2018 12:00:00 AM,1,23248.333984375,31,3/1/2018 12:00:00 AM,1,14710,31,3/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2017 8:54:38 AM,11/21/2017 8:54:38 AM,31,1,19962,19718,14710,23248.333984375,19962,19718,14710,23248.333984375,,,,,,,,,,,,,,,,,
3002543252,86e025f7-e72e-41ba-89f7-398c498f6ebf,"BONE SPRING, EAST",18340,11062,20183.6666870117,66845,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,2/17/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17684,28,2/1/2018 12:00:00 AM,2,10998,28,2/1/2018 12:00:00 AM,2,19517,28,2/1/2018 12:00:00 AM,2,64145,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 11:20:46 PM,11/17/2017 11:20:46 PM,59,2,656,64,2700,666.666687011719,17684,10998,64145,19517,,,,,18340,,96.2904320289527,11062,,99.4180760138207,20183.6666870117,,96.5841743761248,66845,,95.7907864993374,59
3002543239,f62ebec6-6bf7-4394-915b-6f1821187fc1,"BONE SPRING, NORTH",8696,20917,12182.1669921875,43178,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8696,28,2/1/2018 12:00:00 AM,1,20917,28,2/1/2018 12:00:00 AM,1,12182.1669921875,28,2/1/2018 12:00:00 AM,1,43178,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/25/2017 1:04:29 AM,10/25/2017 1:04:29 AM,28,1,8696,20917,43178,12182.1669921875,8696,20917,43178,12182.1669921875,,,,,,,,,,,,,,,,,
3001543784,d4e8d5a5-e9bd-4ddd-b988-ce549128a5c4,"BONE SPRING, EAST",22395,10190,24093.3327636719,53992,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,1/31/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20289,28,2/1/2018 12:00:00 AM,2,8101,28,2/1/2018 12:00:00 AM,2,21639.166015625,28,2/1/2018 12:00:00 AM,2,40863,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/14/2017 9:19:39 PM,11/14/2017 9:19:39 PM,59,2,2106,2089,13129,2454.16674804688,20289,8101,40863,21639.166015625,,,,,22395,,89.6199911281975,10190,,74.2130601160351,24093.3327636719,,88.6586814562317,53992,,67.8706898661381,59
05123432170000,17e82fcf-8b04-475f-81b8-06469fed67cd,N-COM,0,0,0,405,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,405,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/26/2017 9:20:22 PM,9/26/2017 9:20:22 PM,31,1,0,0,405,0,0,0,405,0,,,,,,,,,,,,,,,,,
33053076330000,2f6c3a6d-ee17-4d2c-93f0-04147946aeb6,BAKKEN,24476,30116,29495.3341064453,36549,120,1/1/2018 12:00:00 AM,4/1/2018 12:00:00 AM,,,,10451,,73.7037037037037,8976,,100,11947.0001220703,,75.7251010152758,16955,,83.9041095890411,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14025,30,4/1/2018 12:00:00 AM,4,21140,30,4/1/2018 12:00:00 AM,4,17548.333984375,30,4/1/2018 12:00:00 AM,4,19594,30,4/1/2018 12:00:00 AM,4,4860,31,7697,31,6142.83349609375,31,8176,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:38:15 PM,9/20/2017 10:38:15 PM,120,4,4313,0,7463,4313,14025,21140,19594,17548.333984375,4170902,3334376,5019156,4660733,5591,,70.3686529098076,1279,,100,5804.16662597656,,65.4262317186051,8779,,82.3663406136942,59
33053076310000,0f4fd039-198c-41ed-9ca7-0f06d86a05de,BAKKEN,31991,40684,38771.666015625,48236,58,2/1/2018 12:00:00 AM,4/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16474,30,4/1/2018 12:00:00 AM,2,22908,30,4/1/2018 12:00:00 AM,2,20292,30,4/1/2018 12:00:00 AM,2,25238,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:25:20 PM,9/20/2017 10:25:20 PM,58,2,15517,17776,25238,18479.666015625,16474,22908,22998,20292,,,,,31991,,5.80915381813767,40684,,22.4026540946394,38771.666015625,,8.93127333123891,48236,,8.87550519058562,58
33053076320000,aba2559c-7c04-4d4d-8dbb-f4a44cae559f,BAKKEN,17261,18782,20391.3330078125,17869,90,1/1/2018 12:00:00 AM,3/1/2018 12:00:00 AM,,,,17261,,99.8724933348789,18782,,100,20391.3330078125,,99.8938377648024,17869,,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8627,31,3/1/2018 12:00:00 AM,3,10407,31,3/1/2018 12:00:00 AM,3,10361.5,31,3/1/2018 12:00:00 AM,3,10801,31,1/1/2018 12:00:00 AM,1,8627,31,10407,31,10361.5,31,10801,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:38:53 PM,9/20/2017 10:38:53 PM,90,3,8623,8375,10801,10018.8330078125,8627,10407,7068,10361.5,2476066.83333333,2061860,2485241,615429.092983441,8634,,99.8724341876377,8375,,100,10029.8330078125,,99.8902067736689,10801,,100,59
3002543250,f6bd0987-635d-42be-ad38-4b476a6eeb9b,"BONE SPRING, EAST",12776,17423,15679.8330078125,30031,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,2/4/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11503,28,2/1/2018 12:00:00 AM,2,17336,28,2/1/2018 12:00:00 AM,2,14392.3330078125,28,2/1/2018 12:00:00 AM,2,29212,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/18/2017 12:32:43 AM,11/18/2017 12:32:43 AM,59,2,1273,87,819,1287.5,11503,17336,29212,14392.3330078125,,,,,12776,,88.9333217421542,17423,,99.4981541301338,15679.8330078125,,91.0542647998687,30031,,97.1963576612351,59
3002543236,1e0a86b9-1a70-4f3e-bb57-5da27f9c4f66,"BONE SPRING, NORTH",32905,41107,39756.16796875,100435,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,2/6/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32905,28,2/1/2018 12:00:00 AM,1,41107,28,2/1/2018 12:00:00 AM,1,39756.16796875,28,2/1/2018 12:00:00 AM,1,100435,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 6:06:09 PM,11/17/2017 6:06:09 PM,28,1,32905,41107,100435,39756.16796875,32905,41107,100435,39756.16796875,,,,,,,,,,,,,,,,,
3002543248,282efce2-c8a0-4dd2-99b3-6e5de232a78d,"BONE SPRING, EAST",10571,10330,12292.6669921875,47338,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10571,28,2/1/2018 12:00:00 AM,1,10330,28,2/1/2018 12:00:00 AM,1,12292.6669921875,28,2/1/2018 12:00:00 AM,1,47338,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2017 2:10:33 PM,11/12/2017 2:10:33 PM,28,1,10571,10330,47338,12292.6669921875,10571,10330,47338,12292.6669921875,,,,,,,,,,,,,,,,,
3002543237,b98495e6-a6f4-422a-8e9f-a2de69624dc7,"BONE SPRING, NORTH",7,1618,276.666656494141,5600,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,2/1/2018 12:00:00 AM,1,1618,28,2/1/2018 12:00:00 AM,1,276.666656494141,28,2/1/2018 12:00:00 AM,1,5600,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/25/2017 1:04:29 AM,10/25/2017 1:04:29 AM,28,1,7,1618,5600,276.666656494141,7,1618,5600,276.666656494141,,,,,,,,,,,,,,,,,
3002543238,b47ec6e2-3005-4fc3-88f5-a58739a664b5,"BONE SPRING, NORTH",7550,13461,9793.5,28746,28,2/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7550,28,2/1/2018 12:00:00 AM,1,13461,28,2/1/2018 12:00:00 AM,1,9793.5,28,2/1/2018 12:00:00 AM,1,28746,28,2/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 6:24:06 PM,11/17/2017 6:24:06 PM,28,1,7550,13461,28746,9793.5,7550,13461,28746,9793.5,,,,,,,,,,,,,,,,,
