API,WellId,CompletionDate,PackerDepth,TubingLowerDepth,TubingSize,TubingUpperDepth
4225535329,53a20fbe-388d-463d-a463-7016dc834092,11/20/2017 12:00:00 AM,12493,,3 1/8,12512
4230133278,a639db69-84d7-46f3-8197-721c4dc7ebca,12/22/2017 12:00:00 AM,12326,,2 7/8,12336
4219531922,62666406-b18b-4275-98aa-7b19094db98b,4/28/2017 12:00:00 AM,0,,2 7/8,6705
4232941497,22369c0e-6c8d-4d55-b180-7d8ad7ff0833,12/29/2017 12:00:00 AM,0,,2 7/8,8314
4230133222,d95f10ad-ed49-4b0d-aa20-7d9f9829411b,1/15/2018 12:00:00 AM,10813,,2 7/8,10843
4225535353,507dfa0a-1207-4d41-a41a-7e3d98039ff5,1/7/2018 12:00:00 AM,11569,,2 7/8,11583
4241332985,c55a568e-a325-47a8-a5b9-8ce1c3cc5239,1/11/2018 12:00:00 AM,4399,,2 3/8,4450
4238935793,c1ecb395-f9a0-4e42-bf9a-8e9b97383e38,1/19/2018 12:00:00 AM,9352,,2 7/8,9382
4232941499,561f4bed-71e1-4ec1-84f6-9266eb8bfb2c,1/23/2018 12:00:00 AM,0,,2 7/8,8462
4200530414,cfccf29f-1289-4efb-a8a3-959330e0f5f9,11/27/2017 12:00:00 AM,14850,,2 7/8,14869
4223933862,06239458-3373-4c06-9e63-988eacb852f0,9/2/2017 12:00:00 AM,6144,,3 1/2,6144
4231740743,dc757b6a-50af-4dc9-b1e3-98c11e1042e4,11/21/2017 12:00:00 AM,8002,,2 7/8,7968
4238339834,9df2e137-17de-43b1-b3dc-9a75ad786f96,12/30/2017 12:00:00 AM,7710,,2 7/8,7710
4232941556,1f099837-3b50-4cda-9db1-9b28498d075a,1/12/2018 12:00:00 AM,0,,2 7/8,8259
4238339796,10b2af7a-e5db-499d-ac98-9df84729ebaa,11/21/2017 12:00:00 AM,8160,,2 7/8,8160
4232941496,fb4d5612-1801-4b3a-be49-9ee0f74802fb,12/31/2017 12:00:00 AM,0,,2 7/8,8349
