WellId,API,FracStart,FracEnd,OperatorName,ServiceCompany,TVD,TotalBaseWaterVolume,TotalBaseNonWaterVolume,TotalFracMass,TotalBaseWaterVolumeMass,TotalProppantMass,FluidSystem,ProppantMaterial,CrosslinkFluid,SurfactantPresent,ScaleInhibitorPresent,ClayControlPresent,ClayControlAgent,AcidTreatmentPresent
56eae170-2863-4de6-a669-c35b4bdb9140,4232936603,6/4/2014 12:00:00 AM,6/4/2014 12:00:00 AM,"Fasken Oil and Ranch, Ltd.",Economy Polymers,,429450,0,3983124,3583760,370360,Slickwater,Natural Sand,,True,False,False,,True
35b68681-e19f-4abc-b778-3e03de425c03,4232937998,3/3/2014 12:00:00 AM,3/5/2014 12:00:00 AM,Occidental Oil and Gas,Nabors Completion and Production Services,,818328,0,7677868,6816672,110067.9,Linear,Natural Sand,,True,False,True,Water,True
c8bda5f6-2d88-4dcc-9f27-13fc4d87e0c3,4232939916,1/12/2015 12:00:00 AM,1/14/2015 12:00:00 AM,Henry Resources LLC,Catalyst,,1322958,0,1.273683E+07,1.104009E+07,1333200,Crosslink,Natural Sand,,True,False,False,,True
5f4b35a5-c702-476a-ac47-5dfba6cdd503,4232940249,2/14/2016 12:00:00 AM,3/3/2016 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,2.010607E+07,0,1.818209E+08,1.674836E+08,1.359538E+07,Linear,Natural Sand,,True,False,False,,True
b7f95f92-50ba-442a-825a-d6b437499902,4232939852,,,,,,,,,,0,,Natural Sand,,False,False,False,,False
99acde3c-f0cc-4956-b00e-2d43842134a6,4232937148,9/2/2011 12:00:00 AM,9/2/2011 12:00:00 AM,Pioneer Natural Resources,Baker Hughes,,,,,,0,Crosslink,Natural Sand,,True,False,False,,True
7231a9e2-8a3b-41e1-994f-1c4c5f710144,4232938749,2/18/2014 12:00:00 AM,2/18/2014 12:00:00 AM,Diamondback E&P LLC,Halliburton,,1.338339E+07,0,1.235558E+08,1.114833E+08,1.009821E+07,Slickwater,Natural Sand,,True,False,True,Sodium chloride,True
fa1cca7b-2c24-45ac-bdf1-4c9e219cc7ad,4232939678,12/9/2015 12:00:00 AM,1/1/2016 12:00:00 AM,XTO Energy/ExxonMobil,C&J Well Services,,1.286695E+07,0,1.163822E+08,1.071817E+08,466753,Slickwater,Natural Sand,,True,False,False,,True
aa4e1c98-9937-4144-b1c9-0baf3724c230,4232939216,4/4/2015 12:00:00 AM,4/5/2015 12:00:00 AM,Chevron USA Inc.,Halliburton,,750400,0,7491780,6250812,0,Linear,Natural Sand,,True,False,False,,True
9bf13054-ef54-4052-9b50-4e0ab98450c8,4232937577,8/1/2012 12:00:00 AM,8/1/2012 12:00:00 AM,"Fasken Oil and Ranch, Ltd.","Chemplex, L.C.",,,,,,0,Crosslink,Natural Sand,Borate Based,True,False,True,Non-hazardous salts(Choline),True
f3c5af3f-a348-464c-94cf-2d13ce766284,4232938593,5/30/2013 12:00:00 AM,5/31/2013 12:00:00 AM,Athlon Energy Operating LLC,Universal,,1488186,0,1.397541E+07,1.241147E+07,1293615,Crosslink,Natural Sand,Borate Based,True,False,True,CHOLINE CHLORIDE,True
5e9cff63-0a6b-493a-8f23-d610568b3937,4232940393,10/28/2015 12:00:00 AM,10/31/2015 12:00:00 AM,Encana Oil & Gas (USA) Inc.,Independence Oilfield Chemicals,,969150,0,9099770,8087557,948704,Crosslink,Natural Sand,Borate Based,True,False,True,Choline Chloride,True
8f4c193b-33d9-4386-a1cb-a4b1c18cfc26,4232940103,7/12/2015 2:51:20 PM,7/13/2015 2:19:16 AM,Diamondback E&P LLC,Halliburton,,1E+07,0,9.07869E+07,8.329973E+07,95493,Slickwater,Natural Sand,,True,False,True,Aegis,True
7c57f021-92c7-492d-a68f-d1f3660a861a,4232938054,11/28/2012 12:00:00 AM,11/28/2012 12:00:00 AM,"E.G.L. Resources, Inc.",FTSI,,1565528,,1.438193E+07,1.304085E+07,1175629,Crosslink,Natural Sand,Borate Based,True,False,True,Quaternary Ammonium Chloride,True
3260c6fe-7a82-43bf-9b6d-b2bcf9346dff,4232939440,10/20/2014 8:44:48 AM,10/20/2014 2:50:13 PM,Diamondback E&P LLC,Halliburton,,1E+07,0,9.374638E+07,8.329973E+07,9393521,Slickwater,Natural Sand,,True,False,True,Sodium chloride,True
a2eb5835-bc7d-46f4-8b22-bb3dc9c2dec5,4232938300,9/10/2014 12:00:00 AM,9/11/2014 12:00:00 AM,"Fasken Oil and Ranch, Ltd.",Economy Polymers,,1929186,0,1.73188E+07,1.609906E+07,1068650,Slickwater,Natural Sand,,True,False,False,,True
f9b41895-bb42-4560-bbd1-3285e3c20afb,4232937981,4/16/2013 7:14:00 AM,4/17/2013 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,1175328,0,1.114225E+07,9790482,1227955,Crosslink,Natural Sand,Borate Based,True,False,True,"Amines, dicoco alkylmethyl - TS",True
0b08ae2e-2aaf-4afd-bbd8-abcc628225eb,4232939567,11/9/2014 12:00:00 AM,11/22/2014 12:00:00 AM,Occidental Oil and Gas,Nabors Completion and Production Services,,1.358297E+07,0,1.20832E+08,1.131461E+08,0,Linear,Natural Sand,,True,False,True,Water,True
daf50aef-1d1b-411c-af1a-e613fb230a7d,4232937907,5/14/2012 12:00:00 AM,5/14/2012 12:00:00 AM,COG Operating LLC,"Chemplex, L.C.",,,,,,0,Crosslink,Natural Sand,,True,False,False,,True
49ada0f7-2424-452c-b77e-e5ecc14f413a,4232939248,8/24/2015 12:00:00 AM,8/25/2015 12:00:00 AM,"Fasken Oil and Ranch, Ltd.",Economy Polymers,,1280034,0,1.13971E+07,1.068188E+07,583240,Slickwater,Natural Sand,,True,False,False,,True
4a87520b-9e11-41a6-9f39-b02699939998,4232940017,11/9/2015 12:00:00 AM,11/15/2015 12:00:00 AM,Callon Petroleum Operating Company,Baker Hughes,,1.073024E+07,0,9.985125E+07,8.954389E+07,9007700,Slickwater,Natural Sand,,True,False,True,Methanol,True
6f58a723-c143-4422-8e8a-5aa2d5823062,4232938934,12/27/2013 12:00:00 AM,12/28/2013 12:00:00 AM,Athlon Energy Operating LLC,Economy Polymers,,1281420,0,1.372873E+07,1.214365E+07,1108500,Crosslink,Natural Sand,,True,False,False,,True
9f00d11d-3db5-4f15-8a89-ddd1f8d00c76,4232938203,12/5/2012 12:00:00 AM,12/5/2012 12:00:00 AM,"RSP Permian, LLC",Economy Polymers,,1815631,,1.649638E+07,1.51242E+07,923435.9,Crosslink,Natural Sand,,True,False,True,Various chlorides,False
bcde6f30-6025-4e03-ad69-50ba8e137b11,4232936815,5/11/2011 12:00:00 AM,5/11/2011 12:00:00 AM,Pioneer Natural Resources,Pioneer Pumping Services LLC,,,,,,0,Crosslink,Natural Sand,,True,False,False,,True
b9968cc4-902f-4186-ad04-437b1c2598c1,4232939289,6/11/2014 10:10:00 AM,6/12/2014 3:53:00 PM,Legacy Reserves Operating LP,ASK,,1039963,50777,9507501,8662892,630197.1,Crosslink,Natural Sand,,True,False,True,Non-hazardous salts(Choline Chloride),True
c87c3db7-c23d-4402-81d7-342fa1de93bb,4232937373,5/15/2012 12:00:00 AM,5/15/2012 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,,,,,0,Crosslink,Natural Sand,,True,False,False,,True
4849fb1d-c69a-4e7f-8cc8-cf37523d62ac,4232938186,2/26/2013 7:46:00 AM,2/27/2013 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,1605282,0,1.479036E+07,1.3372E+07,1269455,Crosslink,Natural Sand,Borate Based,True,False,True,"Amines, dicoco alkylmethyl - TS",True
9ecfdef9-826b-4657-ba46-3a1aeb501a23,4232938621,6/19/2013 6:05:00 AM,6/20/2013 10:32:00 AM,"Fasken Oil and Ranch, Ltd.",ASK,,1914214,68984,1.718473E+07,1.59454E+07,990259,Crosslink,Natural Sand,,True,False,False,,True
facc8d38-f2b5-4108-853f-283af8505648,4232937991,6/26/2013 12:00:00 AM,6/27/2013 12:00:00 AM,Occidental Oil and Gas,Halliburton,,466792,,4730769,3893033,686162,Crosslink,Natural Sand,Borate Based,True,False,True,Sodium chloride,True
1fa62fe2-efa0-4f6f-871e-9ca50e954a80,4232938372,2/9/2013 12:00:00 AM,2/14/2013 12:00:00 AM,"RSP Permian, LLC",Halliburton,,6830704,,6.279136E+07,5.689976E+07,5210698,Slickwater,Natural Sand,,True,False,False,,True
b91aac96-b1f0-4a0e-90c9-e6b3607cf496,4232940569,,,,,,,,,,0,,Natural Sand,,False,False,False,,False
dc9dda98-858e-4f39-b11f-1e68b5f2f16e,4232938373,5/20/2015 12:00:00 AM,5/21/2015 12:00:00 AM,Diamondback E&P LLC,Economy Polymers,,959322,0,8875681,8005542,737460,Crosslink,Natural Sand,,True,False,True,Sodium Chloride,True
bb921ba7-732f-4a5b-ac23-8896beccd821,4232937232,2/2/2012 12:00:00 AM,2/2/2012 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,,,,,0,Crosslink,Natural Sand,,True,False,True,Tetramethylammonium chloride,True
0d8c2dff-d579-4f4c-b862-7fca4874517b,4232937940,6/8/2012 12:00:00 AM,6/8/2012 12:00:00 AM,COG Operating LLC,Baker Hughes,,,,,,0,Crosslink,Natural Sand,,True,False,True,Sodium Chloride,True
512a8295-61e6-4068-8b90-40047a5e7830,4232940144,9/29/2015 12:00:00 AM,10/1/2015 12:00:00 AM,Diamondback E&P LLC,Halliburton,,9938891,0,8.527585E+07,8.289008E+07,0,Slickwater,Natural Sand,,True,False,True,NA,True
43b85de9-c5a6-46aa-a90b-8d108d854037,4232937684,5/3/2012 12:00:00 AM,5/3/2012 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services,,,,,,0,Crosslink,Natural Sand,,True,False,False,,True
3f9a7b46-b1ba-4620-baa9-4b9170eab2b1,4232939663,12/16/2015 12:00:00 AM,12/21/2015 12:00:00 AM,XTO Energy/ExxonMobil,Basic Energy,,1.201872E+07,0,1.094884E+08,1.002962E+08,8470846,Slickwater,Natural Sand,,True,False,True,Sodium Chloride,True
31408a52-f220-46b7-9ac7-1ece9db34bb7,4232937665,12/6/2012 12:00:00 AM,12/6/2012 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,796971,,7498489,6638769,731860,Crosslink,Natural Sand,,True,False,True,Tetramethylammonium chloride,True
2015fa8c-73ba-46db-b5bc-19e6513901d7,4232938342,4/9/2013 6:26:00 AM,4/10/2013 1:05:00 PM,"Fasken Oil and Ranch, Ltd.",ASK,,1867782,68796,1.680952E+07,1.555862E+07,1014232,Crosslink,Natural Sand,,True,False,False,,True
8d0d8ceb-92cc-4ac7-aed7-456d39c2e786,4232937544,4/25/2012 12:00:00 AM,4/25/2012 12:00:00 AM,Chevron USA Inc.,Schlumberge r,,,,,,0,Crosslink,Natural Sand,,True,False,True,Tetramethylammonium chloride,True
117b6fe9-3742-4d2d-a597-f16eb58a46a2,4232938846,12/12/2015 12:00:00 AM,12/20/2015 12:00:00 AM,Diamondback E&P LLC,Economy Polymers,,1.770094E+07,0,1.604107E+08,1.477144E+08,1.212936E+07,Slickwater,Natural Sand,,True,False,True,Methanol,True
b2882896-be1a-481c-b357-a760fb99bbac,4232937485,6/19/2012 12:00:00 AM,6/19/2012 12:00:00 AM,Chevron USA Inc.,Halliburton,,,,,,0,Linear,Natural Sand,,True,False,True,"Polyepichlorohydrin, trimethyl amine quaternized",True
7bc18e92-1dc6-4140-b17f-a6f28e6c6923,4232936888,5/16/2011 12:00:00 AM,5/16/2011 12:00:00 AM,Chevron USA Inc.,Halliburton,,,,,,0,Linear,Natural Sand,,True,False,True,"Polyepichlorohydrin, trimethyl amine quaternized",True
fbf1fee7-a353-45ca-8124-6307b4603e0d,4232940097,9/8/2015 12:00:00 AM,9/24/2015 12:00:00 AM,Chevron USA Inc.,WFT,,5933054,0,5.639236E+07,4.942234E+07,6548450,Linear,Natural Sand,Borate Based,True,False,False,,True
1ec24f1a-fd6d-4ef2-984c-65a436b19468,4232937909,11/5/2012 12:00:00 AM,11/5/2012 12:00:00 AM,"CrownQuest Operating, LLC",Pro Petro,,1094478,,9.117002E+08,9117002,9117002,Crosslink,Natural Sand,,True,False,False,,True
23f0f4c6-0190-475c-abc4-f828f76b6d0d,4232938898,4/3/2014 9:33:00 AM,4/4/2014 1:17:00 PM,Legacy Reserves Operating LP,ASK,,921099,49101,8520622,7672755,668028.9,Crosslink,Natural Sand,,True,False,True,Non-hazardous salts(Choline Chloride),True
6bbdccde-c2ab-4fa5-9c9f-c518586008d2,4232939158,5/22/2014 12:00:00 AM,5/24/2014 12:00:00 AM,Pioneer Natural Resources,Baker Hughes,,1229886,0,1.167908E+07,1.024495E+07,1234983,Crosslink,Natural Sand,Borate Based,True,False,True,Oxyakylated Amine Quat,True
00a3a5be-0b5b-4412-9299-6dd9861ea478,4232937466,3/24/2012 12:00:00 AM,3/24/2012 12:00:00 AM,Chevron USA Inc.,Halliburton,,,,,,0,Linear,Natural Sand,,True,False,True,"Polyepichlorohydrin, trimethyl amine quaternized",True
ce2a9d52-fb63-4ded-a2ae-4a6045c534b8,4232937157,5/23/2012 12:00:00 AM,5/23/2012 12:00:00 AM,Chevron USA Inc.,Halliburton,,,,,,0,Linear,Natural Sand,,True,False,True,"Polyepichlorohydrin, trimethyl amine quaternized",True
a3952579-01e8-4c13-a3ff-da4aa7c67466,4232938640,8/4/2014 12:00:00 AM,8/8/2014 12:00:00 AM,Callon Petroleum Operating Company,Economy Polymers,,1973137,0,1.81787E+07,1.646567E+07,1219590,Crosslink,Natural Sand,,True,False,True,Methanol,True
d006ea38-efb8-407f-98d1-457a3ff24c1d,4232940300,8/25/2015 12:00:00 AM,9/13/2015 12:00:00 AM,Occidental Oil and Gas,C&J Well Services,,368566,0,1.681883E+07,3070155,0,Slickwater,Natural Sand,,True,False,True,,True
ecb3ccd7-0db1-4bf3-9403-c5302cdf2c11,4232937732,6/6/2012 12:00:00 AM,6/6/2012 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,,,,,0,Crosslink,Natural Sand,,True,False,False,,True
588e993a-862d-4f50-b192-5791c582d11a,4232938635,1/14/2015 12:00:00 AM,1/16/2015 12:00:00 AM,Callon Petroleum Operating Company,Economy Polymers,,1871268,0,1.711379E+07,1.561573E+07,1033680,Crosslink,Natural Sand,,True,False,True,Methanol,True
5ccb593e-9836-4065-a622-4eb97ee99582,4232939078,6/3/2014 12:00:00 AM,6/4/2014 12:00:00 AM,Chevron USA Inc.,Halliburton,,966154,0,9309555,8048037,1071040,Linear,Natural Sand,,True,False,False,,True
8de06d72-92be-4eea-b15c-86d95eb870f9,4232939584,10/8/2014 12:00:00 AM,10/9/2014 12:00:00 AM,"Parsley Energy Operations, LLC",FTSI,,584598,0,5527865,4869702,582827.3,Linear,Natural Sand,,True,False,False,,True
e63d45fe-0bc5-47a9-95cd-c951790a3c5b,4232940235,11/19/2015 4:23:00 PM,12/12/2015 6:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,1.674725E+07,0,1.546306E+08,1.395046E+08,1.419341E+07,Crosslink,Natural Sand,Borate Based,True,False,True,Sodium Chloride,True
a6eb2193-7ef8-491f-b8fd-98cfe23d2466,4232941162,,,,,,,,,,0,,Natural Sand,,False,False,False,,False
2ff18276-90f2-441d-ab37-32d23c5e4cd1,4232939934,3/9/2015 12:00:00 AM,3/10/2015 12:00:00 AM,Endeavor Energy Resources,Advanced Stimulation Technologies,,1688232,0,1.53485E+07,1.40883E+07,1049720,Crosslink,Natural Sand,Borate Based,True,False,True,Mixture,True
2b16ed1a-122d-4a58-b56e-fdfd6127ebdf,4232939667,5/25/2015 12:00:00 AM,5/27/2015 12:00:00 AM,Chevron USA Inc.,Schlumberger,,842854,0,,7020974,0,Crosslink,Natural Sand,Borate Based,True,False,False,,True
6c99fab9-97ac-4143-b333-cd4ddc23e8d3,4232939970,12/14/2015 12:00:00 AM,12/15/2015 12:00:00 AM,"Fasken Oil and Ranch, Ltd.",Economy Polymers,,2045190,0,1.820967E+07,1.706711E+07,966640,Slickwater,Natural Sand,,True,False,False,,True
3955a125-c499-4e49-9a3d-801d2bd198ce,4232939354,7/1/2015 12:00:00 AM,7/2/2015 12:00:00 AM,"Fasken Oil and Ranch, Ltd.",Economy Polymers,,2400216,0,2.154076E+07,2.00298E+07,1337620,Slickwater,Natural Sand,,True,False,False,,True
d438fd15-6d8f-4574-8705-907ca7a962e7,4232939204,11/14/2014 12:00:00 AM,11/15/2014 12:00:00 AM,Chevron USA Inc.,Halliburton,,803308,0,7955469,6699567,1071300,Linear,Natural Sand,,True,False,False,,True
9f25a4c8-357a-4bbe-8fc4-f61e73408e0c,4232937065,6/30/2011 12:00:00 AM,6/30/2011 12:00:00 AM,Chevron USA Inc.,Halliburton,,,,,,0,Linear,Natural Sand,,True,False,True,"Polyepichlorohydrin, trimethyl amine quaternized",True
e887d1db-2448-4149-8dbb-381fffef0053,4232938076,10/22/2013 12:00:00 AM,10/22/2013 12:00:00 AM,"Parsley Energy Operations, LLC",Rock Water Energy Solutions,,373212,0,3184925,3114454,150,Crosslink,Natural Sand,Borate Based,True,False,False,,True
9609c188-7510-487d-917a-3c7e9a905260,4232939876,12/17/2015 12:00:00 AM,1/14/2016 12:00:00 AM,Pioneer Natural Resources,Pioneer Natural Resources Pumping Services LLC,,1.641226E+07,0,1.514262E+08,1.367141E+08,1.386192E+07,Crosslink,Natural Sand,Borate Based,True,False,True,Sodium chloride (NaCI),True
