API,Comments,EffectiveDate,Field,Orginization,Status,StatusDate,WellName,WellId
4237135378,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,2c6e2f91-039a-493b-ac85-8e7824532098
4237132321,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,2f355d0f-3124-4bc7-8a12-3ff080e20afe
4237132321,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,2f355d0f-3124-4bc7-8a12-3ff080e20afe
4237132321,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,2f355d0f-3124-4bc7-8a12-3ff080e20afe
4237136206,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,ace8895b-74fe-4b38-aba6-236512e30e1a
4237136206,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,ace8895b-74fe-4b38-aba6-236512e30e1a
4237136206,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,ace8895b-74fe-4b38-aba6-236512e30e1a
4237132554,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,2f4b0273-592b-4234-ad68-5c6ee7e499a8
4237132554,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,2f4b0273-592b-4234-ad68-5c6ee7e499a8
4237132554,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,2f4b0273-592b-4234-ad68-5c6ee7e499a8
4237134881,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,a6622156-5d23-4075-bee8-aaeb56b5d44b
4237132389,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,f05f6f2a-4c97-4d94-a87f-74f39186161a
4237132389,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,f05f6f2a-4c97-4d94-a87f-74f39186161a
4237132389,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,f05f6f2a-4c97-4d94-a87f-74f39186161a
4237134881,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,a6622156-5d23-4075-bee8-aaeb56b5d44b
4237134881,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,a6622156-5d23-4075-bee8-aaeb56b5d44b
4237133656,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,e67e105e-ad91-4ee0-b1ce-a6c5f44c4a7f
4237133656,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,e67e105e-ad91-4ee0-b1ce-a6c5f44c4a7f
4237133656,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,e67e105e-ad91-4ee0-b1ce-a6c5f44c4a7f
4237138900,Producing operator changed.,7/1/1994 12:00:00 AM,TOBORG,"SKAAR, K. M. OIL &amp; GAS CO.",,,,20364f8a-4db9-4685-b8d4-2dccea2b160e
4237133419,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,3c4608bd-837d-4c28-a836-bf0aa55af176
4237133419,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,3c4608bd-837d-4c28-a836-bf0aa55af176
4237133419,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,3c4608bd-837d-4c28-a836-bf0aa55af176
4237134276,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,7f44137d-71c4-4481-b1da-6ccb99f8af78
4237134276,,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,7f44137d-71c4-4481-b1da-6ccb99f8af78
4237134276,,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,7f44137d-71c4-4481-b1da-6ccb99f8af78
4237134276,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,7f44137d-71c4-4481-b1da-6ccb99f8af78
4237134276,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,7f44137d-71c4-4481-b1da-6ccb99f8af78
4237134276,,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,7f44137d-71c4-4481-b1da-6ccb99f8af78
4237107510,,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,b82aa77d-b768-402a-8290-0e81f01bc82c
4237107510,,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,b82aa77d-b768-402a-8290-0e81f01bc82c
4237107510,,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,b82aa77d-b768-402a-8290-0e81f01bc82c
4237133860,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,1b2cf818-1aab-4058-8dfa-471d8645f618
4237133860,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,1b2cf818-1aab-4058-8dfa-471d8645f618
4237133860,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,1b2cf818-1aab-4058-8dfa-471d8645f618
4237137378,Producing operator changed.,6/1/2009 12:00:00 AM,PINON (OVERTHRUST),"SANDRIDGE EXPL. AND PROD., LLC",,,,7396106c-01b9-4a43-a42f-adaaf5074e49
4237137378,Producing operator changed.,12/1/2006 12:00:00 AM,SABINO (CABALLOS),"SANDRIDGE ENERGY, INC.",,,,7396106c-01b9-4a43-a42f-adaaf5074e49
4237136021,,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,4445e1eb-764f-4c04-8e01-9f5c596aa347
4237136021,,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,4445e1eb-764f-4c04-8e01-9f5c596aa347
4237136021,,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,4445e1eb-764f-4c04-8e01-9f5c596aa347
4237136021,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,4445e1eb-764f-4c04-8e01-9f5c596aa347
4237136021,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,4445e1eb-764f-4c04-8e01-9f5c596aa347
4237134316,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,d80bb6ff-2359-4367-afbf-9bd08fd2b63c
4237134316,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,d80bb6ff-2359-4367-afbf-9bd08fd2b63c
4237134316,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,d80bb6ff-2359-4367-afbf-9bd08fd2b63c
